Temp	s_xy	_xz	s_yz 
   400.54228    2116.2606   -856.80017   -2514.0644 
   400.13814    2038.1702   -849.90326   -2385.6939 
   400.58525    1982.8242   -792.80298   -2248.2328 
   401.89955    1948.4893   -687.83669   -2103.6215 
    404.0118    1928.3444   -547.04241   -1950.9423 
   406.79012    1914.2712   -386.33448   -1788.0107 
   410.06276    1897.4248   -223.54468   -1612.5485 
   413.63495    1868.2393   -75.980591   -1427.8536 
   417.29439    1818.1851    40.551752   -1239.5989 
   420.81184    1743.4197    114.33246   -1057.9541 
   423.94687    1643.4574    140.21734   -894.67469 
   426.46529    1522.9299    118.79654   -761.00009 
   428.17003    1386.8569    57.730194   -663.13153 
   428.93762    1244.0286   -28.056884   -602.59451 
   428.74539    1101.4731   -118.13941   -573.34302 
   427.68427    964.36356   -191.04227   -562.56809 
   425.94959    835.54215   -226.91432   -553.81976 
   423.81381     713.1965   -211.97404   -528.76954 
   421.58875    594.08171   -145.36588   -472.23409 
   419.57859    474.33126   -33.457052   -373.07205 
   418.03613    350.86593    109.22418   -226.72942 
   417.13441    220.13139    266.23943   -41.558621 
   416.96026    84.206806    421.41258    166.84836 
   417.53363   -50.358515    563.89244    375.99104 
    418.8409   -174.36765    687.62131    560.58688 
   420.86228   -277.04646    789.54112    698.70861 
    423.5727   -347.12514    871.35716    776.15661 
   426.91291   -375.05897    932.27144    788.19276 
   430.74204   -356.57141    972.61205    740.97076 
   434.79575   -290.25497    987.46041    653.33923 
   438.67971   -183.29748    966.52729    548.84822 
   441.91811   -48.298263    893.90412    457.26027 
   444.05291    95.110825    758.87727    404.52956 
    444.7593    227.85279    567.78102    407.24379 
   443.92452    332.07743    343.68241    468.76574 
   441.65766    401.12595    126.95605    577.55981 
   438.23414    438.00062   -41.445596    716.82763 
   434.01212    451.58931   -132.43187    868.39921 
   429.35828    452.28509   -137.84279    1016.3497 
   424.59928    453.38231   -68.682402    1148.7219 
    419.9953    464.15319    53.307648    1258.8682 
    415.7285    493.00918    200.51775     1345.245 
   411.90152    543.58581    349.84271    1409.2671 
   408.54377    620.55394    484.60382    1455.9799 
   405.62939    726.34378    595.85525    1491.5137 
   403.10101    860.59158     682.6623     1519.068 
   400.89662    1022.4283     745.1577    1541.0843 
   398.96797    1208.6671    788.63627    1557.0268 
    397.2891    1418.4146    818.87985    1567.4564 
   395.85385    1649.0018    842.09517    1572.2577 
   394.66974    1898.5886    865.37193    1576.4688 
   393.75145     2162.336    898.01038    1583.1169 
   393.11445    2433.2481    945.36319    1599.0059 
   392.76451     2701.404    1014.5724    1628.9715 
   392.68165    2954.9821    1108.7792    1673.4215 
   392.80642    3178.5964    1229.5715    1732.4581 
   393.03452    3357.1572    1376.8273    1801.2711 
   393.22565    3479.5056    1548.2808    1877.9435 
    393.2305    3537.9288     1740.026    1958.6684 
   392.93023    3533.7328     1945.437    2044.9087 
   392.27686    3473.4485    2155.9613    2139.0418 
   391.32391    3371.4001    2363.3682    2245.0643 
   390.23988    3244.6193    2560.6216     2366.059 
   389.29932    3108.0571    2744.8293    2504.3654 
   388.85205     2978.139    2915.1745     2657.511 
   389.27512    2865.2335    3073.7217     2820.594 
   390.91156    2777.7423    3222.3589    2989.3459 
   394.00613    2718.8548    3363.1168    3153.0071 
   398.64765    2689.7589    3496.4275    3302.0297 
   404.73083    2683.6258    3618.7485    3429.0431 
   411.94741     2694.997    3726.7034    3527.8043 
   419.81023    2711.8615    3814.5198    3597.5801 
   427.70794    2725.9982    3873.8472    3635.7563 
   434.98385    2728.0768    3895.8541      3646.66 
   441.02467    2711.5277    3872.8221      3633.15 
    445.3442    2676.4102    3798.5755    3599.0149 
   447.64492    2621.1509    3671.9417    3548.1096 
   447.84828    2549.5813    3498.7162    3482.3178 
   446.09022    2464.0724    3290.7415    3405.5991 
   442.68737    2366.5388    3064.1968    3321.3465 
    438.0828    2257.3593    2836.0463     3232.301 
   432.78334    2136.6496     2626.321    3143.2418 
   427.29952    2003.3263    2449.2398    3056.8639 
   422.09307    1857.1211     2310.976    2974.6569 
   417.53538    1697.6223    2211.9457    2897.5213 
     413.876    1527.7192    2145.4739    2823.1529 
   411.22382    1351.6075    2101.2864    2749.2557 
   409.54174    1173.9609    2067.5691    2670.8474 
   408.65226    1002.0613    2033.7825    2583.9598 
   408.25845    843.55589    1993.3471    2486.5253 
   407.97781    701.68684    1943.7209    2375.0178 
   407.39217    578.81844    1886.3045    2248.1292 
    406.1097    469.26799    1825.1694    2107.5302 
   403.82998     365.1343    1766.0463    1954.1385 
   400.39964    255.12992    1711.9492    1789.8187 
   395.84306     131.0033    1664.7417    1617.1163 
   390.35917   -12.333552     1621.508    1437.2724 
    384.2861   -178.50038    1576.0053     1251.392 
   378.04529   -362.21482     1521.182    1060.0257 
   372.07555    -559.1842    1447.8482    862.34096 
   366.76997   -760.85151    1348.2363    661.22728 
   362.42566   -959.28206    1218.5346    460.51388 
   359.21338   -1147.1008    1054.8851    267.94061 
   357.16981   -1319.5729    860.35787    94.718819 
   356.21183    -1473.344    642.06633   -48.566151 
   356.16639   -1606.7989    411.12705    -151.9535 
   356.80422    -1722.079    179.95857    -208.6326 
   357.87517   -1823.0712   -33.497212   -221.28793 
   359.13762   -1909.8735   -213.49914   -200.21763 
   360.38522   -1985.0268   -344.63008   -159.98943 
   361.46953   -2044.8953   -413.89058   -120.02977 
   362.31942   -2081.6974   -414.55941   -97.234171 
   362.95399   -2083.4091   -348.53888   -103.83341 
   363.48505   -2036.6353   -224.21732   -150.94841 
   364.10561   -1928.6717   -58.321335   -240.53597 
   365.06461   -1752.2598    131.01329   -371.42194 
   366.62908    -1509.566    325.33403   -531.05391 
   369.03488   -1210.1907    508.91466   -702.84928 
   372.43639   -868.66996    669.87431    -862.2988 
   376.86116   -507.09098    800.58805   -989.05591 
   382.18169   -147.06922    896.25176   -1067.9719 
   388.10955    193.73153    956.43683   -1094.7757 
   394.21638    503.74633    982.06894   -1080.6577 
   399.98096    779.53237    975.72481   -1052.8327 
   404.85581    1027.2752    941.86981   -1044.5495 
   408.34284    1256.0084    884.11645   -1093.4316 
   410.06397    1477.8997    805.46767    -1226.376 
   409.81204    1700.3714    709.62751   -1452.7222 
   407.56772    1929.4521    602.67875   -1764.0674 
    403.4865    2161.5317    489.48738   -2135.7717 
   397.86373    2390.4283    378.36868   -2530.9529 
   391.09057     2603.848    280.18427   -2911.3278 
   383.61351    2787.7882    204.60601   -3245.4257 
   375.89822    2925.7502    159.26748   -3510.9174 
   368.39666    3005.6554    147.17442   -3697.6951 
   361.51715    3021.5691    165.53356   -3802.9168 
   355.59721    2976.1933    206.47314   -3830.7207 
   350.88392    2881.6181    258.69913   -3788.6088 
   347.52401    2755.4922    309.83424   -3688.2399 
   345.56456    2620.7042    347.32361   -3540.8716 
   344.96324    2497.8766    362.41576   -3357.9991 
   345.60319    2406.0982      349.982   -3153.0151 
   347.31341    2356.6063     307.1366   -2938.5473 
   349.88833    2354.2994    234.03814   -2730.1676 
   353.10665    2397.2861    132.63432   -2540.0449 
   356.75087    2475.9786    8.1331317   -2379.6484 
   360.62796    2576.2826   -133.01329   -2257.9874 
   364.58689    2682.7178   -286.81069   -2180.9722 
   368.52953    2779.8315   -441.98503   -2147.9078 
   372.40999    2854.7337   -589.18062   -2155.1912 
   376.22088    2898.1167   -714.27579   -2197.5988 
   379.96961    2905.8323   -801.53465   -2268.8303 
   383.65072    2875.4743   -839.83154    -2363.732 
   387.22497    2811.8176   -819.11451   -2480.1606 
   390.60845    2721.3793   -739.69707   -2613.2359 
   393.67839    2612.7094   -607.58027   -2761.6599 
    396.2916    2497.9073   -433.76573   -2919.1829 
   398.31436    2392.2494   -238.91882    -3078.583 
   399.65619     2309.356   -40.354914   -3230.0049 
   400.29667    2260.8846    143.23854   -3361.2322 
   400.29904    2255.4136    298.45089   -3461.5312 
   399.80243    2296.5586    414.74505    -3518.883 
   398.99664    2377.9886    486.17374    -3523.156 
   398.08529    2489.7013    512.29536   -3464.4657 
   397.24825    2610.8188    493.22414   -3337.4771 
   396.61473    2722.2565    435.90834   -3138.1497 
   396.25094     2801.423    346.92973   -2871.2222 
   396.16748    2832.6206    237.68314   -2544.0209 
   396.33811    2808.6041     120.6264   -2175.2248 
   396.71987    2732.8119    9.3997956    -1783.884 
   397.26955    2618.4805   -87.682883    -1394.156 
   397.94797    2485.1026   -165.29548   -1023.4461 
   398.71753    2352.9468   -222.60912   -690.88738 
   399.53651    2237.2505   -260.69824   -407.25424 
   400.35497    2148.0895   -283.97025   -180.19508 
   401.11552     2086.568     -294.625   -13.425332 
   401.75981    2045.0367   -293.03719    95.561827 
   402.23829    2013.2436   -280.74475    151.65681 
   402.51883    1981.0073    -254.2016    161.67961 
   402.59131    1940.7788   -210.05362    132.20923 
   402.46453    1890.1436   -142.78378    69.581125 
   402.15887    1832.5648    -46.24727   -20.556224 
   401.70074    1773.6223    86.549724   -130.43077 
    401.1226    1722.2584    264.18591   -251.19057 
   400.46682      1683.54    493.31534   -377.49375 
   399.78518    1659.8353    775.36853    -503.2029 
   399.12813    1650.2739    1106.6395    -625.7425 
   398.52534    1652.1699    1479.1791    -744.5877 
   397.96433    1659.5372    1879.4434   -860.95704 
   397.38184    1667.9632    2288.0342   -973.56796 
   396.67242    1673.2814    2685.5403    -1077.028 
   395.71728    1674.9946    3050.4626   -1165.8089 
   394.41985    1669.9094    3365.2731   -1234.0807 
   392.73867    1662.9523    3614.3913   -1276.2764 
   390.70966    1656.1354    3788.3489   -1291.7097 
   388.45165     1653.339    3884.3914   -1282.0337 
   386.15428    1659.9277    3902.5237   -1253.3731 
   384.05352    1680.7313    3848.0355   -1210.8439 
   382.39919    1720.3419     3728.087   -1162.9987 
    381.4203    1779.9755    3548.4186   -1112.8941 
   381.29387    1858.3018    3315.8965    -1065.741 
   382.12177    1952.4398    3038.8718   -1019.2426 
   383.91778    2057.9307    2727.3546   -974.64929 
   386.60586    2168.1598    2394.3269   -927.70861 
   390.02784    2278.6723    2054.4634   -877.72962 
   393.95958    2383.6226    1724.7033   -821.08229 
   398.13552    2483.8391    1422.5743   -754.66602 
   402.27965    2578.6682    1161.3219   -673.46557 
   406.14441    2670.5068    948.14304   -569.49392 
   409.54784    2760.4335    785.76846   -435.80499 
   412.39889    2847.0871    671.01276   -265.47278 
   414.70035     2923.796     597.7231   -57.303662 
   416.52821    2981.9407    558.87555    183.07505 
   417.99647    3013.4274    551.46409     446.1489 
    419.2195    3012.4597    573.31757    715.09863 
   420.28266    2975.7499    625.96353    972.34318 
   421.22397    2903.7733     709.9549    1200.2694 
   422.02765    2799.0698    822.03692    1381.8254 
   422.62492    2666.9725    958.74023    1504.8787 
   422.90335    2512.9032    1112.9231    1563.0385 
   422.72393    2348.0246    1273.5928    1559.8487 
   421.94414    2184.6476    1428.4803    1501.1675 
   420.44837    2036.4694    1562.7673    1400.0848 
   418.18286    1918.6452    1663.3658    1272.8009 
   415.18589    1844.5589    1718.0644     1134.875 
   411.60507    1822.5304    1718.1536    1000.1787 
   407.69703     1855.124    1661.6841    879.77933 
   403.80129    1940.1948    1548.9227    780.41225 
   400.29166    2068.9975    1389.6306    704.19209 
   397.51094    2228.9948    1198.1853    651.05515 
    395.7037    2406.5145    990.26841    615.65764 
   394.96632    2585.3091    782.64647    588.81342 
   395.23242    2752.8826    590.08578    562.32581 
   396.30249    2896.2704    422.14546    530.61917 
   397.91102    3006.1242    281.01351    490.64743 
   399.80856    3076.8291    164.41703    447.87972 
   401.82571     3107.453    63.181193    409.82118 
   403.90466    3097.4148    -35.34588    387.19544 
   406.09066    3052.1343   -143.90487    387.03516 
   408.49475    2976.9451   -270.59526    414.06226 
   411.24012     2878.717   -419.50726    463.89829 
   414.41184    2763.0791   -586.29798     525.7973 
   418.01693    2632.9263   -762.99257    585.61256 
   421.96437     2490.682   -937.07806    627.10846 
   426.06266    2337.6552   -1094.5531    638.07107 
   430.03565    2173.7964   -1222.3208    608.32566 
   433.55285    2000.5082   -1313.4382     537.4831 
   436.26936    1823.8344   -1363.8061    427.14765 
   437.87006    1649.2189    -1377.409    287.11261 
   438.11474    1485.4224   -1362.5969    133.20982 
   436.87465    1342.0609   -1329.1005   -20.419408 
   434.15267    1227.1533    -1292.981   -156.93431 
   430.08492    1144.7257   -1265.9697   -264.08334 
   424.91836    1099.2569   -1256.4909   -332.33249 
    418.9755    1087.8775   -1270.4735   -357.48525 
   412.61024    1109.2684   -1306.3981   -338.52448 
   406.16936    1156.8719   -1362.1701   -278.81589 
   399.96427    1226.8509   -1430.9029   -184.17979 
   394.25334    1310.6421   -1502.9863   -58.570535 
   389.23662    1397.8213   -1570.4964    93.406793 
   385.05584    1477.1968   -1623.9149    266.55026 
   381.79784    1535.6719   -1656.1238    457.56314 
   379.50073    1563.0392   -1661.8672     659.9781 
   378.16349    1552.5374   -1639.1648    868.86068 
   377.75559    1499.5368   -1588.3143     1074.189 
   378.23126    1403.2231   -1513.3024    1265.4352 
   379.54277    1269.9505   -1418.8371    1430.1064 
   381.65361    1108.6709   -1311.0311    1556.6219 
   384.54442     931.2983   -1198.8414    1634.9557 
   388.21035    745.82378   -1090.1691    1661.3137 
   392.64332     560.8177   -994.19759    1635.3487 
   397.80666    379.76428   -922.90963    1562.3956 
   403.60421    201.85434   -883.67508    1455.2477 
   409.85812    27.355259   -883.11948    1328.0851 
   416.30224   -140.87064   -920.52139    1198.1996 
   422.59732    -295.3296   -987.94095     1080.093 
   428.36932   -427.48425    -1071.078    981.49503 
   433.26182   -525.92666   -1147.9815    906.23299 
   436.99326   -581.48268   -1197.5367    852.14005 
   439.40133   -592.30779   -1206.1538    813.03333 
   440.46884   -559.41837   -1170.0887    781.68939 
   440.32522   -492.75857   -1092.9352    753.73602 
   439.22434   -403.68517   -988.28902    726.38211 
   437.50609   -305.17613   -870.54811    701.39612 
   435.54384   -210.47572   -751.29501    682.52193 
   433.68794   -131.58088   -640.99303    676.18961 
   432.21426   -78.997057   -543.07864     690.2138 
   431.28421   -57.150581   -461.86693    732.27325 
   430.92632   -71.176086    -400.1247     809.3108 
   431.04274   -119.03051   -361.47142    926.08819 
   431.43834   -196.45215   -351.06225    1081.0183 
   431.86615   -298.43253   -375.16168    1270.5128 
   432.08032   -419.64951   -439.00956    1484.7381 
   431.88293   -560.06061   -542.23327    1708.6954 
   431.15883   -718.37275   -679.67908    1924.9284 
   429.89034   -895.34999   -841.03926    2115.1305 
   428.15682   -1091.9899   -1006.5778    2265.0921 
   426.11892   -1303.1671   -1154.6625    2365.4678 
   423.99819   -1515.6267   -1263.1916      2415.33 
   422.05123   -1710.1681   -1319.5625    2423.6891 
   420.53549   -1862.7614    -1319.823    2402.4336 
   419.66941   -1955.3178   -1272.1312    2367.2293 
   419.59493    -1978.313   -1192.3191    2330.8555 
   420.35571   -1935.8432   -1100.2412    2302.8011 
   421.89575    -1842.249   -1011.7947    2287.3923 
   424.07825   -1717.6458   -942.45059    2286.0333 
   426.71263   -1583.1259   -899.08061    2296.4649 
   429.58091   -1456.7139   -884.56658    2314.0369 
   432.45848   -1349.7297   -897.45823    2331.2957 
   435.12421   -1268.4194   -931.33487    2341.6375 
   437.36604   -1210.7227   -978.29062    2337.7151 
   438.98866   -1171.0292   -1029.6335    2313.6241 
   439.82542   -1142.1346   -1076.8885    2265.0625 
   439.76013   -1114.9702   -1114.5348    2191.9116 
   438.74693    -1082.419   -1139.1561    2095.6884 
   436.82438   -1038.2929   -1149.1221    1982.9027 
   434.11938   -979.12897   -1146.2159    1860.7978 
    430.8377   -902.67959   -1129.8177    1738.2954 
   427.24518   -810.87901   -1097.4584    1623.4217 
   423.64238   -709.74238    -1045.198     1525.138 
   420.33631   -603.65902   -966.63882     1452.181 
   417.61329   -502.23246   -856.96161    1410.2828 
   415.71303    -412.9805   -713.71916    1402.4966 
   414.80876   -344.68872    -536.8743    1431.2261 
   414.99307   -303.60218   -330.42966     1498.705 
   416.26951   -295.91581   -102.39619    1601.3918 
    418.5511   -324.98031    139.70886    1737.9962 
   421.66392   -393.45688    385.91249    1905.1481 
   425.35767   -497.43913     630.5485    2100.3122 
   429.31955   -632.49082     869.0597    2319.4439 
   433.19345   -789.18642    1096.9483    2557.3148 
   436.60575   -956.37778    1310.7274    2805.4451 
   439.19411   -1120.0654    1507.5355    3051.8787 
   440.64186   -1268.9099    1680.4063     3280.642 
   440.71505   -1392.4533    1821.0195     3474.454 
   439.29592   -1481.3286    1923.8722    3613.2103 
   436.40976   -1528.7001     1980.945     3681.998 
   432.23287   -1528.6296    1988.8145    3668.9627 
   427.07785    -1474.595    1947.5456    3571.1534 
    421.3599   -1363.4436    1861.4322    3389.7066 
   415.54772   -1197.5973     1737.318    3133.4613 
   410.11446    -980.1493    1584.6006     2814.932 
    405.4923   -722.07146    1407.9683    2448.8619 
   402.03795    -435.8021    1214.7176    2049.5562 
     400.007   -139.66629    1009.1783    1632.4087 
    399.5368    147.07813    796.12984    1210.8573 
   400.63997     407.5201    580.68032    797.63045 
    403.2053    624.83795    371.58332    404.52794 
   407.00917    786.54003    175.08242    42.940947 
   411.73844    883.69697    1.2399032   -273.76945 
   417.02347    913.16219   -146.25701   -531.82013 
   422.47675    877.02598   -262.42774   -717.86196 
   427.72896    781.28439   -344.82724   -820.84387 
    432.4597    633.80961   -393.88453   -837.78818 
   436.41575    449.67944    -411.7389    -772.2869 
   439.41826    245.24975   -398.59277   -637.55848 
   441.36266    38.960746   -355.99673   -455.55458 
   442.21467   -146.34819   -287.06919   -251.71491 
   442.00597   -290.01216   -198.67657   -54.237781 
   440.83054   -373.52098   -98.921465    111.56932 
   438.84003   -385.52413   -1.6720147    224.44454 
    436.2328   -321.59618    76.316869    270.66677 
   433.23485   -187.21092    120.50444    244.15282 
   430.07451    4.8336538    120.10225    147.94862 
   426.95517    237.74204    69.616388   -5.1029663 
    424.0338    489.40978   -27.454231   -196.15955 
   421.41086    738.75643   -160.13331    -401.8079 
   419.13445    969.03058    -312.2608   -596.02911 
   417.21806    1166.1997   -464.15475   -752.78987 
   415.66185    1321.9226   -596.89003   -851.98104 
   414.46631    1431.3198   -697.41419   -882.82154 
   413.63542    1493.8183   -755.22252   -842.14208 
   413.16503    1510.7192   -768.71797   -736.77374 
   413.02379     1484.706   -739.09985    -579.9929 
   413.13711     1419.166    -673.4099   -394.26516 
   413.38217    1316.2294   -576.13414    -201.5475 
   413.59522    1180.1682   -456.77446   -27.491094 
   413.59521    1018.9628    -323.7671    109.01949 
   413.21348    841.68715   -188.79777    191.36072 
    412.3261    658.88213   -66.471586     209.9843 
   410.87732     480.8003    30.406941    162.87541 
   408.89363     318.6104    87.912543    54.619976 
   406.48563    180.15743    94.951721   -106.16799 
   403.83755    69.818409        46.18    -305.4943 
   401.18939   -9.5278349   -55.787982    -528.8325 
   398.81194   -58.551004   -200.86915   -757.24445 
    396.9774   -77.549537   -374.40507   -974.20823 
   395.92573   -68.133847   -558.63316   -1164.7474 
   395.83168   -30.853127   -736.46573   -1313.6647 
   396.77644    34.317582   -892.34168   -1408.6521 
   398.72848    125.02332   -1017.0582   -1443.1517 
   401.54253    236.22183   -1109.0726    -1414.313 
     404.973    358.27765   -1168.5941   -1325.4442 
   408.70471    478.27536   -1202.1444   -1184.0699 
   412.39804    577.98173   -1215.1186   -1000.1226 
    415.7377    641.14325   -1214.6606   -784.07417 
   418.48019    651.26146   -1205.5069   -549.00589 
   420.48786    598.35542   -1192.5277   -307.58623 
   421.74167    482.61693   -1173.8974   -70.301764 
   422.33391    310.52952   -1149.9495    152.52381 
   422.44228    95.380532   -1117.6663    354.36402 
   422.29445   -141.52521   -1075.1104    533.41037 
   422.13009   -378.26669   -1023.8734     689.5573 
   422.16771   -594.61101   -966.54078    828.74668 
   422.57411   -775.12471   -910.64685    959.71252 
   423.44425   -909.81575   -864.20796    1092.1526 
   424.78612   -995.18707   -835.37688    1234.6611 
   426.51531   -1032.1408   -832.99444    1394.0033 
   428.46224   -1024.7369   -859.79816    1570.8596 
   430.39255   -980.10133   -916.17277    1764.0791 
    432.0393   -903.01722   -998.62948    1965.4844 
   433.14273   -798.90047   -1102.3271    2165.4717 
   433.49159   -673.16588   -1220.6077    2351.5074 
   432.95491   -532.47492   -1346.7082    2514.9561 
    431.5012   -382.22722   -1476.8084    2647.6039 
   429.19941    -230.5199   -1604.3153    2744.2862 
   426.20634   -84.284211   -1725.3529    2805.6973 
   422.74324    49.803655   -1835.5216    2831.7439 
    419.0686    165.36934   -1928.0564    2827.6835 
   415.45333    255.30793   -1997.1594    2800.3573 
   412.15914    314.45836   -2037.1486     2757.846 
   409.42731    337.65081   -2042.9069    2709.3634 
   407.47155    323.49357   -2013.5496    2660.9453 
   406.47574    271.75308   -1951.6782    2616.1492 
   406.58955    188.92299   -1864.4451    2572.9173 
    407.9196    84.261699   -1760.0089    2526.8198 
   410.51458   -29.034077   -1645.8592    2472.2515 
    414.3479    -138.8514     -1528.47    2407.5337 
   419.29904   -232.54316   -1414.2816    2336.7678 
   425.14291   -300.09829   -1307.2366    2271.1858 
   431.54756   -336.74667   -1212.0403    2227.8504 
   438.08992   -337.55397   -1135.6348    2221.4295 
   444.29066   -299.69738   -1084.3536    2261.6959 
   449.66886    -220.0925   -1065.6159    2347.3795 
   453.80449    -96.72794   -1078.9553    2462.5022 
   456.39389    67.702351   -1121.3238    2584.1158 
   457.28433    267.89851   -1182.7383     2683.013 
    456.4783    491.37972    -1248.906    2731.2131 
   454.11546    720.30129   -1306.6596    2711.1518 
   450.43976    934.36091   -1346.2764    2615.0292 
   445.76172    1115.8028   -1362.2113    2445.4423 
    440.4208    1250.6606   -1356.0588    2215.0358 
   434.74949    1329.8553   -1331.5334    1941.3525 
   429.04392    1351.1689   -1295.0277    1643.5798 
    423.5419    1316.9986   -1256.7263    1341.7783 
   418.41275    1233.0442    -1224.719    1054.6427 
   413.76159    1107.6831     -1208.92    798.81554 
    409.6465    948.00291   -1215.4124    588.16316 
   406.10234    762.60874   -1246.8956    434.86616 
     403.163    556.94819    -1302.356    343.31981 
   400.87466    337.95187   -1373.1565     315.4859 
   399.29326    109.81533     -1450.74     345.6226 
   398.46884   -122.51058   -1523.4976    423.95351 
   398.42512   -356.26112   -1582.5748    537.10064 
   399.14308   -586.01778   -1622.1973    666.33181 
   400.55495    -809.7827   -1641.2845    795.62501 
   402.55078   -1027.3113   -1641.4655    907.31348 
   404.99453   -1239.9327   -1626.5987    988.72899 
   407.74226   -1447.9079   -1598.1131    1027.7147 
   410.66144   -1651.6557   -1558.6816    1019.4352 
   413.64228   -1847.1378   -1506.3442     959.7422 
   416.59932   -2025.7399    -1438.465    850.35908 
   419.46715   -2176.8445    -1350.242    693.46784 
   422.18704   -2285.6629   -1239.1928    493.73663 
   424.69476   -2335.6723    -1101.875    258.22276 
   426.91347   -2314.1395   -942.69425   -5.4797625 
   428.75835   -2211.0007   -767.29632   -289.12059 
   430.15264   -2024.9797   -586.61192   -582.65323 
   431.04853   -1760.4593   -412.65455   -875.01819 
   431.44707   -1434.4497   -254.60786   -1153.7581 
   431.40701   -1068.8969   -118.25809   -1407.4169 
   431.04041   -688.79769  -0.25436456   -1628.4205 
   430.49298   -321.02632    104.26087   -1810.5388 
    429.9197    14.879038    204.53766   -1953.3491 
   429.46057    302.43774    305.93609   -2059.8949 
   429.22118    531.48835    411.59872   -2133.4416 
   429.25866    698.08198    520.75074   -2178.8435 
   429.57179    801.99472     629.1839   -2204.8329 
   430.09279    848.95112    731.27948   -2217.9767 
   430.68631    851.38692     821.5281   -2224.1466 
   431.15434     824.5023    894.18677    -2228.376 
   431.25406    792.06343    947.92646   -2234.2881 
   430.73157    778.14944    986.54966   -2240.9544 
   429.36833    806.52407    1015.9017   -2248.6411 
   427.03118    894.51964    1045.6013    -2256.425 
   423.70987    1048.6138    1085.4411   -2265.5118 
   419.53335    1261.5432    1142.8329   -2279.0061 
   414.75668    1516.4464    1218.5686   -2300.4362 
   409.72671    1787.9766    1306.5679   -2328.4224 
    404.8383    2050.6916    1391.1272   -2359.8081 
   400.49208    2281.1457     1450.525   -2385.5406 
   397.05861    2463.1867    1462.9893   -2395.0849 
   394.84858    2586.0647    1411.9517   -2379.5999 
   394.08532    2645.5091    1286.4311   -2332.0756 
   394.87412    2641.2038    1084.0723   -2251.0549 
   397.17886    2579.9378    812.11941    -2141.061 
   400.81127    2473.3886     484.2213   -2010.2524 
   405.44015    2340.2717    119.58126   -1869.6369 
   410.62623    2203.2261   -261.14858   -1732.4409 
   415.87909    2086.1101   -639.53275   -1608.5814 
   420.72748    2009.3848   -999.97395   -1507.0027 
   424.78794    1985.0156   -1329.2885   -1430.3565 
   427.81638    2015.0848   -1621.6422   -1379.4349 
    429.7303    2092.1178   -1873.3928   -1354.3245 
   430.60093    2205.9353   -2083.0124   -1356.9101 
   430.62059    2348.1944   -2248.4773   -1391.4292 
   430.05946    2511.7597    -2370.864   -1464.2439 
    429.2214    2693.9674   -2451.5703   -1580.4352 
   428.40634    2889.0412   -2493.7913   -1738.6797 
   427.88049    3086.1398   -2504.1879   -1931.5147 
    427.8518    3268.1222   -2490.0361   -2142.8976 
   428.45113    3415.0877    -2460.497   -2352.4896 
   429.71829    3507.0508   -2422.3576   -2540.8749 
   431.59888    3531.0488   -2380.4288   -2687.2599 
    433.9508    3482.9624   -2332.8689   -2777.2295 
   436.56021    3368.8149   -2276.1915   -2800.6431 
   439.16262    3203.7887   -2206.0614    -2753.374 
   441.46829    3008.5705   -2118.8935   -2637.5508 
   443.18854    2805.1088   -2015.4382   -2460.8832 
   444.06696    2613.8857   -1902.6816   -2235.9014 
   443.91031    2450.1662   -1794.7219   -1982.0989 
   442.62068    2323.1884   -1707.8089   -1716.3259 
   440.21478    2234.2643   -1661.7251   -1458.9722 
   436.82546     2178.377   -1671.2961   -1229.3229 
   432.68577     2145.432   -1745.1467   -1047.0295 
    428.0943    2119.7697   -1882.9875   -926.83766 
   423.37479    2087.2545   -2076.5039   -879.69369 
   418.83955    2035.8956   -2309.9121   -910.85119 
   414.75863    1960.6036   -2561.2677   -1017.6063 
   411.33926    1859.0384   -2806.6612   -1190.2223 
   408.71266    1737.5451   -3024.0756   -1409.7433 
   406.92782    1605.0598   -3196.5986   -1654.9565 
   405.95249    1471.3608   -3312.9218   -1902.6367 
   405.68283    1342.5796   -3367.8502   -2131.1444 
   405.96041    1222.7476    -3363.391   -2329.8046 
   406.59466    1108.5013   -3309.1013   -2490.1741 
   407.38889    991.58126    -3218.008   -2613.3768 
   408.16821    860.92161    -3105.999   -2706.9499 
   408.80604    704.59524   -2988.2563   -2777.0193 
   409.24444    511.89428   -2875.5862   -2831.0542 
   409.50301    276.81706   -2773.4306   -2873.3942 
   409.67041    1.5146575   -2683.2134   -2907.0939 
   409.88462   -307.33768   -2599.5632   -2933.0277 
   410.30352   -634.69803   -2516.3098    -2954.336 
   411.07321   -963.28137   -2423.2463   -2974.4182 
   412.30178   -1276.0272    -2310.608   -2995.1801 
   414.03856   -1554.0921   -2169.3378   -3021.8385 
    416.2632   -1784.4466   -1992.9777   -3052.0038 
   418.88415    -1957.814   -1776.3346   -3081.7804 
   421.74727   -2070.7636   -1515.8027    -3104.395 
   424.65391   -2123.6203   -1213.5239    -3111.972 
    427.3844   -2122.7391   -873.41098   -3097.5489 
   429.72628   -2078.6967   -505.92347   -3059.0006 
   431.50119   -2004.6559   -127.09054   -2997.3756 
   432.58865   -1914.8552    245.10042   -2914.6922 
   432.94702   -1822.7466     585.9101   -2818.5871 
   432.63432   -1742.2027    877.02653   -2719.0367 
   431.82075   -1683.6765    1104.2822   -2626.1003 
   430.78778   -1650.8823    1261.8492   -2548.9823 
   429.90174   -1643.5777    1352.7775   -2493.0536 
