Temp	s_xy	_xz	s_yz 
   403.58065     2075.286   -3016.4708   -1152.6084 
    399.3568     2070.482   -3138.5517   -1060.4957 
   395.09766    2078.6245   -3239.7842   -979.29405 
   391.23091    2102.2912   -3309.5685   -907.82146 
   388.11901    2143.1558   -3339.9529   -844.47187 
   386.03639    2198.5329   -3323.0651   -786.95722 
   385.16869    2263.4023   -3256.1572   -732.38782 
   385.62414    2332.0852   -3138.6475   -677.11977 
   387.44706    2396.2663   -2975.9355   -619.47953 
   390.62777     2448.275   -2778.5854   -557.27675 
   395.10411    2480.9071   -2558.9588   -491.57068 
   400.75862    2488.8379   -2332.8113   -426.14132 
   407.41308    2466.4844   -2115.8834   -367.04922 
   414.82878    2410.1695   -1921.9489   -323.57778 
   422.71351    2317.6367      -1761.7   -304.75449 
   430.73597    2185.7343   -1641.7998   -320.69243 
   438.54442    2011.4822   -1563.1048   -380.43997 
   445.78472    1793.3032   -1520.9976   -490.40957 
   452.11906    1531.5493   -1506.0016    -655.0815 
   457.24423    1229.2916   -1506.9646   -875.04288 
   460.91121    892.58641   -1510.9765   -1146.4672 
   462.94586     531.7495   -1507.4534    -1457.747 
   463.26752    158.63746   -1486.2844   -1793.3365 
    461.8983   -216.59957    -1442.843   -2130.7314 
    458.9597   -582.47223   -1377.4723   -2446.5417 
    454.6579   -929.48185   -1295.6869   -2720.6405 
   449.26278   -1248.2747   -1207.7658   -2937.4199 
   443.08388   -1531.6212   -1124.5988   -3090.0645 
   436.45274   -1774.0447   -1057.7884   -3178.4804 
   429.71208   -1972.1402    -1015.045   -3209.5944 
   423.20738   -2127.3121   -1003.2385   -3195.0543 
   417.27607   -2244.4056   -1022.2033   -3145.8343 
   412.23047    -2331.077   -1072.5376   -3075.5207 
    408.3333   -2399.1157   -1150.3876   -2991.7731 
   405.77018   -2461.2418   -1249.7645   -2903.7508 
   404.62279   -2533.0738   -1363.4282    -2814.684 
   404.85215   -2626.3627   -1481.5379   -2727.1302 
   406.29857   -2750.1571   -1593.3797   -2644.0747 
   408.69775   -2908.3748   -1689.3621   -2562.9552 
   411.71043   -3098.6706   -1760.7936   -2482.5982 
   414.96114   -3311.7502   -1802.3057   -2397.2541 
   418.07927   -3535.5255    -1812.563   -2301.6084 
    420.7353   -3757.7073   -1796.2371   -2186.9313 
   422.66911   -3965.5797   -1761.3878   -2043.3792 
   423.70792   -4152.4578   -1718.9368   -1864.2705 
    423.7734   -4315.7788   -1681.4482   -1642.1747 
   422.88148   -4454.5235   -1660.1206   -1374.2473 
   421.13772   -4568.6184   -1662.2581    -1060.228 
   418.72873   -4659.9057   -1693.9841   -703.61265 
   415.91161   -4728.1612   -1757.1805   -311.01138 
   412.99665   -4770.4018      -1850.7    109.12469 
   410.31929     -4780.85   -1972.6323    543.46248 
   408.20285   -4752.7362   -2119.0412    977.60297 
   406.91791   -4675.3497   -2281.7308    1391.8688 
   406.65238   -4538.6805   -2449.9806    1768.5373 
   407.49511   -4333.9644   -2608.4612    2087.7131 
   409.43462   -4056.3603   -2738.2735    2335.4551 
   412.36315   -3710.5512   -2819.8531    2497.5015 
    416.0817   -3304.2596   -2833.7615    2568.1824 
    420.3059   -2852.6775   -2772.4875    2547.9889 
   424.67539   -2373.0673   -2632.6757    2444.5267 
   428.77368   -1885.8618   -2423.1389    2268.5959 
   432.15845   -1414.1927   -2159.6983    2035.9975 
   434.40462   -981.07738   -1863.0654    1765.8047 
   435.15432   -607.66303   -1556.6835    1473.7329 
   434.16842   -313.61482   -1265.0424    1179.6974 
   431.36868   -115.36257   -1004.4076     901.2924 
   426.86228   -20.623293   -786.61533    655.45497 
    420.9396   -26.850005   -615.58888    458.10297 
   414.04171   -120.36911   -487.97073    323.84476 
   406.70284   -280.11616   -396.89176    258.26441 
   399.47911   -475.77053   -332.82067    264.79308 
   392.87873   -676.89297   -287.99392    339.64504 
   387.30779   -850.97444   -254.00813    473.58003 
   383.04206   -974.21473   -225.37646    653.00413 
   380.22514   -1027.9567   -193.28028    862.44615 
   378.89059   -1004.1006   -147.65331    1081.0485 
   378.99098   -902.02885   -80.593978    1287.6233 
      380.43   -729.54523    18.663001     1463.456 
    383.0836   -499.04661    153.23024    1593.2416 
   386.80829   -224.77031     324.1548    1663.5485 
   391.43904    78.271908    526.28232    1668.9899 
   396.78439    393.56308    744.99251    1609.8603 
    402.6216    706.25716    961.40004    1492.0399 
   408.70252    1002.1959    1153.8897    1328.2153 
   414.76299    1265.2731    1299.2247    1136.6661 
   420.53863    1481.9065    1380.2013    937.92595 
   425.77943    1639.2004    1385.1135    753.78779 
   430.25781    1729.2173    1315.4217    603.90379 
   433.77096    1752.0213    1181.4456    505.69267 
   436.13552    1713.4005     1001.011    468.21249 
   437.18534    1628.8582    796.34763    493.79057 
   436.77194     1520.914    591.54971    576.94623 
   434.77216    1416.4636    406.06434    705.89519 
   431.10431    1341.5928    252.47618    864.51576 
   425.75397    1319.0631    136.57854    1034.0304 
   418.80558    1359.6336    55.029043    1197.7964 
   410.47048    1465.0143 -0.075334313    1343.5453 
   401.10433    1627.0655   -39.825811    1464.4988 
   391.19446    1831.1128   -73.615473    1558.6618 
   381.32154    2062.6928   -105.39809    1626.2177 
   372.10035    2307.6985   -139.09592    1667.7033 
   364.11548    2557.3584   -174.43631    1681.7303 
   357.86136    2804.2682   -214.38449    1663.9198 
   353.69793    3043.4602   -259.41228     1608.003 
   351.82062    3272.4707   -312.55111    1507.2852 
   352.24614    3487.8611   -375.64851    1359.2671 
   354.81413    3687.4161   -449.21264    1163.7164 
   359.20309    3867.2061   -530.11068    929.81884 
   364.96216    4022.0486   -611.98949     670.8012 
   371.55308    4146.6229    -689.1768    407.53686 
   378.39951     4234.362   -753.70274    164.16364 
   384.93753    4277.8039   -800.00182   -35.259531 
   390.66236    4266.6505   -825.50259   -169.56302 
   395.16339    4193.5445   -830.81985   -224.68336 
   398.14873    4052.4529   -820.29877   -196.91326 
   399.46063     3846.113   -803.10213   -94.360413 
   399.08346    3583.3744   -787.59367     65.72571 
    397.1485    3283.2616    -779.7977    258.19946 
   393.93273    2969.5191   -781.33433    458.89023 
   389.84039    2666.2823   -789.03627    647.20377 
   385.36322    2392.5057   -795.69754     810.7641 
   381.02233    2157.4946   -798.15448    942.08331 
   377.29985    1964.2876   -796.20624    1039.3474 
   374.58032     1806.473   -795.06141     1102.658 
   373.11221    1676.7381   -804.97741    1130.3411 
    372.9915    1565.7976    -834.5359    1126.2094 
   374.17077     1467.082   -888.92663    1092.4282 
   376.48582    1372.7768   -971.45193    1035.7226 
   379.69408    1281.1173   -1079.4219    963.96592 
   383.51597    1187.3496   -1207.7328    886.53669 
   387.67269    1092.8756   -1347.1746    813.68367 
   391.91641    996.89473   -1486.2114    753.34942 
   396.04807    902.92449   -1609.4235    713.68619 
   399.92517    816.36083   -1701.0035    699.53558 
   403.46356    742.44014   -1745.9106    713.18884 
    406.6362    688.04172   -1730.2107    756.76219 
   409.47015    655.73861   -1646.2217    828.20525 
   412.04313    646.13516   -1493.2483    926.42763 
   414.47412    656.62959   -1279.7517    1045.3374 
    416.9037    680.92437    -1023.728    1176.8982 
   419.46697    709.61814   -748.88278     1310.707 
   422.26585    734.28568    -481.1608    1435.2549 
   425.34917    742.86191   -246.25647    1539.8974 
   428.70826     728.3217   -60.221267    1618.3903 
   432.28472    686.41412    67.071273    1665.4946 
   435.98225    618.22222    135.71863    1678.9461 
   439.67637    528.61644    153.69055    1656.3801 
   443.21868    426.94108    131.85779    1595.6747 
   446.44093    324.79984    81.147783    1496.3758 
   449.16564    232.14006    10.720686    1358.8206 
   451.22619    158.04582   -72.841429    1186.3216 
    452.4907    109.46886   -168.36886    987.00191 
   452.88811     89.28881   -271.94623    770.50206 
   452.42405    98.472819   -384.59199    549.08074 
   451.18155    136.17672   -501.97908    334.57309 
   449.30715    197.19902   -619.54289    135.80197 
   446.98625    275.73575   -731.20639    -41.37039 
   444.41439    361.45094   -829.49598   -194.23921 
   441.77295    443.24585   -909.74898   -321.50624 
   439.21393    507.82369   -967.67035   -423.31459 
    436.8577      541.027   -1004.4957   -501.85814 
   434.79913    533.18369   -1020.9188   -554.74772 
     433.113    479.94475    -1019.834   -580.79738 
   431.85448    382.45374   -1005.5921   -579.62525 
   431.04845    247.48201    -979.8073   -549.55754 
   430.67201    85.303469   -943.05463   -492.52185 
   430.63793   -89.888008     -892.656   -411.66436 
   430.79026   -264.34775   -830.08008   -313.74707 
   430.91824   -423.67671   -757.15347   -207.60641 
   430.78845   -555.78933   -675.03399   -107.90214 
   430.18909   -653.36901     -587.439   -26.686051 
   428.97553   -712.58183   -497.80784    24.514676 
   427.10187   -732.30463   -409.59934     34.90579 
   424.63126   -716.13307   -325.87146   -3.4071183 
   421.72285   -670.11292   -248.78201   -95.673044 
   418.60077   -600.86123   -177.25567   -240.81927 
   415.51633   -516.14471   -110.06434   -437.08182 
    412.7122   -424.39301   -45.652104   -675.85662 
   410.39394   -330.87049    19.647711   -948.25861 
   408.70906   -242.32487    88.445517   -1239.0306 
   407.73525   -160.81087    165.29598   -1531.1576 
   407.47731    -88.16072    257.21209   -1806.2363 
   407.87192   -24.691146    370.16382   -2046.6809 
   408.80331    29.874156    511.21467   -2233.1947 
   410.12479    78.020045     685.9083   -2353.3073 
   411.68637    118.14929     899.3249   -2396.2066 
   413.36189    151.97229    1150.9414   -2357.9421 
   415.07093    178.36111    1436.8667   -2239.8684 
   416.79334    193.73531    1745.5359   -2050.2271 
   418.56955     199.0722    2064.6223   -1801.3958 
   420.48886    191.81206    2375.5341   -1512.1887 
    422.6657     172.7197    2664.1579   -1206.2098 
   425.21004    142.85214    2916.8338   -905.29468 
   428.19743    103.96612    3122.9304   -635.78143 
   431.64549    57.950092    3277.1277   -419.39525 
   435.50369    3.0448431     3375.528   -273.49493 
   439.65618   -62.433762    3416.7578   -208.86967 
   443.93656   -140.86976    3403.5824   -232.15791 
   448.14766   -233.04467    3338.8594   -341.27668 
    452.0819   -334.43487     3225.263   -527.73559 
    455.5396   -437.89153    3070.3818   -774.78827 
   458.34439   -532.79267     2880.549   -1062.4927 
    460.3542    -606.6692    2662.7477   -1363.4838 
   461.46981   -645.87636    2424.7151   -1651.9725 
   461.63967   -640.68641     2172.425    -1897.974 
   460.86244   -583.93196    1912.6798   -2077.6089 
   459.18616   -474.13671     1650.854   -2173.3187 
   456.70491   -313.66445    1396.2229   -2176.0854 
   453.55628   -110.48188    1155.6113   -2086.8154 
    449.9165    126.73476    935.11609   -1913.9213 
   445.99196     385.6391    741.71068   -1674.7627 
   442.00595    654.46537    578.79673    -1390.026 
   438.17884    922.44685    448.31936   -1082.8779 
   434.70275    1178.8279    350.24966    -776.9755 
   431.71718    1415.0247    281.04477   -491.73704 
   429.29077    1624.8571    236.18835   -243.93773 
     427.414    1808.8531    209.63963   -45.233237 
   426.00788    1971.0629    190.63505      96.5022 
   424.94589     2121.111    171.87552     179.6588 
   424.08249    2266.6056    140.68619    204.56528 
   423.28103    2415.5924    87.264929    176.66983 
   422.43156    2567.4683    6.1653116    104.45848 
   421.46005    2719.3187   -103.20674   -3.1698152 
   420.32604    2862.7073   -235.74122    -137.5835 
   419.01711    2987.2541   -382.36931   -290.48799 
   417.54344    3084.4332   -530.02004    -455.3789 
   415.93588    3142.2357   -661.73403   -627.02019 
   414.24558    3155.5466   -763.13647   -800.79057 
   412.54532      3120.74   -823.95025   -971.07262 
   410.92856      3036.67   -837.71246   -1129.6154 
   409.50567    2906.2836   -804.67517   -1267.9413 
   408.39551    2737.0628   -731.36343   -1374.2723 
   407.71565    2538.7052   -629.53593   -1437.5758 
    407.5701    2326.1129   -513.55357   -1446.7422 
   408.03843    2113.3852   -397.62105   -1395.3811 
   409.16335    1913.2351    -293.2139   -1282.2994 
   410.93995    1738.3257   -207.84812   -1113.1447 
   413.31054    1593.8972   -142.64945   -901.14146 
   416.17174    1481.2745   -93.552807   -665.71286 
   419.39588    1392.9023   -50.021372   -427.65974 
   422.85958     1315.112     1.434492   -209.32198 
   426.46296     1230.828    74.366597   -27.689871 
   430.12996    1127.9302    178.23159    106.77538 
   433.78317    999.01175    316.00207     186.1638 
    437.3108     844.6574    479.26501    208.12896 
   440.54314    673.59089    651.35518    172.90722 
   443.24927    498.02457    808.82865    79.887385 
   445.16021    332.58979    926.96024   -66.602877 
   446.01114    190.15322     985.1745   -261.49008 
   445.59033    80.991478    974.60804   -494.93943 
    443.7801    12.851517    896.03216   -750.48913 
   440.58173    -10.91823    763.24709   -1008.7044 
   436.12358    8.6577028     596.8957   -1246.4921 
   430.65393    67.674869    419.51219    -1442.985 
   424.52466    160.62096    250.68549   -1583.3757 
   418.16603    280.71735    103.09425   -1658.6873 
   412.04951       419.53   -16.134717   -1669.9016 
   406.63892    567.34473   -105.32448   -1625.0311 
   402.33133    716.59177   -166.70037   -1542.1434 
   399.39945    861.07019   -205.09103    -1440.678 
   397.94791    993.00542   -223.02332   -1342.5029 
   397.89414    1108.2678   -226.41247   -1265.4985 
   398.97905    1201.4054    -219.9405   -1221.2454 
   400.80608    1267.9998   -209.04379   -1213.5276 
   402.89957    1302.3787   -198.75994   -1236.5864 
   404.77316    1301.1307   -196.43945   -1279.6604 
   405.99618    1263.2746   -207.41907   -1326.3761 
   406.24807    1188.6366   -237.05372   -1361.1662 
   405.35259    1081.5806   -287.95124   -1370.7963 
   403.28717    945.84671   -357.54676    -1344.486 
   400.16802    789.84888   -440.21549   -1277.4704 
   396.21973     619.3498    -528.6542   -1168.3495 
   391.73696    437.81323   -611.31442   -1016.8626 
    387.0495     250.7737   -677.19435   -829.12666 
   382.49029    57.850567   -718.29147   -613.88716 
   378.36691   -140.52872   -725.56607   -384.95157 
   374.93711   -342.92944   -696.12326   -162.55616 
   372.39377   -548.98499   -626.92234    36.572728 
   370.86313   -755.02931    -519.0033    195.35763 
   370.41525   -953.78358   -374.24471    301.73206 
   371.07928   -1136.9579   -200.28016    349.12877 
   372.85608   -1292.6752   -5.1772132    335.08274 
   375.72149   -1407.3073    202.26077    264.78414 
   379.61621   -1468.4533    412.51567    144.91554 
    384.4273   -1467.6433    618.37866   -15.562423 
   389.96632   -1399.6531     813.9355   -205.11282 
    395.9505    -1266.937      994.993   -413.52796 
   401.99622   -1079.9731    1156.7637   -631.81128 
   407.63616   -854.78938    1292.6779   -854.06296 
   412.35994   -615.18673    1392.8432   -1078.1182 
   415.68044   -386.34068    1446.5179   -1305.1461 
    417.2116   -190.63267    1444.2236   -1536.6544 
   416.74187   -43.844788    1378.1478   -1779.4051 
   414.28405     46.96429    1247.9802   -2037.0515 
   410.08296    82.839656     1061.082   -2310.2074 
    404.5801    71.428207    830.65911   -2599.0524 
   398.34377    21.640434    576.73579   -2898.0212 
   391.98461   -58.856999    319.51952   -3199.6627 
    386.0779   -161.86447    79.240662   -3494.9496 
   381.10537     -284.083   -130.67087   -3772.7133 
   377.42069    -420.5668   -301.57526   -4022.1635 
   375.23577    -565.0101   -426.95201    -4231.583 
   374.62127   -709.02104   -508.39621   -4391.1325 
   375.51722   -841.74034   -547.86142   -4491.3273 
   377.74826   -951.11886   -547.83463   -4524.7042 
   381.04284   -1022.3837   -515.87706    -4485.994 
    385.0585   -1043.9522   -456.37395   -4373.1748 
   389.41258   -1011.1996   -376.35204   -4184.1602 
   393.71823   -919.84628   -281.23941   -3921.1079 
   397.62278   -775.66801   -179.63223   -3589.7589 
   400.84396   -588.90475   -77.476841   -3201.1735 
   403.19869   -375.46446    16.425481   -2772.5712 
   404.62013   -152.71406    98.050221   -2324.6726 
    405.1597    58.179606    161.88147   -1882.2414 
   404.97559    238.18608    206.38395   -1470.0227 
   404.30914    369.58778    231.16848   -1111.8683 
   403.45145    436.60581      237.194    -822.6476 
   402.70313    431.40821    227.16859   -611.94244 
    402.3279    352.32197    202.75641   -478.18886 
   402.50657    205.24551     166.2341   -414.93856 
   403.29828    6.3537499    119.48244   -408.19075 
   404.61996   -222.58346    65.323171   -442.76731 
   406.24949   -458.21272     7.313678   -502.39119 
   407.85746   -677.31387   -48.172007   -573.91384 
   409.06052    -860.9425   -90.139329   -645.47996 
   409.48698   -999.42173    -107.6199   -711.43287 
   408.84289   -1089.9382   -86.337006   -767.93313 
   406.96678   -1135.0768   -15.813523   -816.13384 
   403.86429   -1144.2926    109.02097   -859.86151 
   399.72027   -1125.7323    285.27243   -902.82624 
   394.88596   -1087.4034    504.90875   -950.15299 
   389.84533   -1033.1625    751.58555    -1004.967 
   385.16103   -964.88362    1007.2339   -1067.4461 
   381.40933   -880.99462    1257.5391   -1135.9085 
   379.10787   -777.59003    1489.1709   -1205.2921 
   378.64797   -648.46754    1696.5006   -1268.0587 
   380.23915   -486.64958    1879.1956    -1314.971 
   383.87652   -286.21951      2042.47   -1336.1051 
   389.33504   -40.030895    2192.4728   -1320.6128 
   396.19117    251.69607    2335.6268   -1257.3179 
   403.86858    585.82272    2478.7888   -1135.7186 
   411.70085    953.60834    2623.7597   -950.93957 
   418.99853    1338.1764    2770.1201   -702.37712 
   425.11559    1715.2425    2913.9377   -400.54616 
   429.50699    2061.7596    3050.2752   -63.020631 
   431.77537    2350.7551    3173.2312    284.52695 
   431.70469    2563.3289    3279.4815    617.22923 
   429.28155     2687.885     3367.979    908.32479 
   424.70147    2724.6325    3443.6061     1139.982 
   418.35974    2688.4534    3512.9683    1302.0808 
   410.82455    2600.5704    3587.3239    1392.8509 
   402.79087    2486.0166    3674.7768    1417.2624 
   395.01496    2372.1643    3781.5009    1389.1883 
    388.2316    2278.6181     3905.638    1323.2058 
   383.06318    2219.4597    4040.9339     1236.476 
   379.93548    2199.0224    4173.3103     1144.861 
   379.02202    2213.1534    4286.6255    1058.9694 
   380.22625    2250.8667    4366.2328    984.76358 
   383.20679    2298.8735    4403.8666    925.79035 
   387.43964    2342.5495    4394.2952    880.94219 
   392.30017    2370.6468    4340.1905    850.00499 
   397.14909    2377.6151    4248.4582    830.80799 
   401.40781    2362.1765    4133.9372    820.99549 
   404.61372    2327.2343    4010.5399    816.94692 
   406.45124    2276.0777    3897.1115    813.07675 
   406.76145    2215.1294    3808.4013    800.78058 
   405.53539    2148.6476    3757.1299    773.78549 
   402.89718    2075.7902    3749.8271    726.36969 
   399.08322    1997.9345    3785.4189    653.53606 
   394.41995    1914.8318    3856.0487    556.07388 
   389.30158    1825.9395    3948.4972    435.07602 
   384.16461    1733.7149    4046.7515    293.10216 
   379.45579    1641.6022    4133.9241     135.0385 
   375.59525     1553.707    4197.7146   -37.103209 
   372.93656    1475.3875    4227.7994   -218.66679 
   371.72703    1410.4213    4219.7971   -406.07994 
   372.07921    1359.3901    4174.6371   -592.29779 
   373.95848    1323.4334    4097.0799   -768.95395 
   377.19042    1299.1557     3994.197   -926.06343 
   381.48906    1284.1827    3873.0748   -1052.0461 
   386.49769    1275.5774    3740.2234   -1137.5762 
   391.83619    1271.6802    3600.0805   -1179.2637 
   397.13974     1275.155    3452.9619   -1178.2438 
   402.08481    1292.8155    3300.5839   -1140.3694 
   406.40165    1332.5043    3147.0465   -1074.6368 
    409.8776    1402.9326    2996.9654   -991.17671 
   412.35539     1509.209    2857.1548   -901.56136 
   413.73461    1652.8892    2734.7227   -815.20661 
   413.97616    1826.8288    2635.7891   -741.92026 
   413.10896    2018.9435    2565.8815   -690.42022 
   411.23713     2212.074    2526.5321   -666.09881 
   408.54228     2391.774    2517.2141   -669.96156 
   405.27605    2544.6653    2537.4838   -699.82623 
   401.74496    2664.0993    2586.7486   -748.94459 
   398.28824    2749.7849    2664.4711   -807.20781 
   395.24873     2806.256    2769.3991   -864.28955 
   392.93847    2840.6151    2900.1433   -909.84045 
   391.59926    2860.2332    3051.7934   -939.49237 
   391.36433    2869.5441    3215.4858    -951.4595 
   392.22851    2869.9638     3383.131   -951.46491 
   394.03627    2857.9996    3541.9902    -946.3096 
   396.49324    2827.9839    3680.5541   -947.41078 
   399.20413    2770.6382    3786.2031   -964.65451 
   401.72782    2682.3591    3852.4741   -1006.9801 
   403.63922    2558.1545    3876.4081   -1079.8728 
   404.58441    2401.1152    3859.3498   -1182.6987 
   404.31931    2217.2981    3810.8652   -1311.9799 
   402.72702    2016.5048    3737.4685   -1462.2761 
   399.81722    1809.9144    3648.5034   -1625.2537 
   395.71387    1610.1199    3551.6002   -1794.0213 
   390.63707    1424.7352    3451.6303   -1960.5797 
   384.88942    1257.8139    3351.6872   -2118.8695 
   378.84272    1110.8137    3251.9004   -2261.8975 
   372.92792    978.71315    3155.7063   -2384.5997 
    367.6183    855.84139    3061.7263   -2481.4305 
   363.40071    734.49469    2972.3611   -2546.1525 
   360.73198    610.10786    2884.0145   -2573.6334 
   359.98594    482.24956    2796.4178   -2558.7565 
   361.39677    353.77867    2707.7538   -2497.3791 
   365.01397    232.33538    2615.4108   -2385.6356 
   370.67657     127.5672    2516.9594   -2222.4453 
   378.01766    48.565621    2411.0776   -2010.5059 
   386.49642    4.1618451    2291.7671   -1759.7303 
   395.45382   -3.1298847     2155.605   -1484.8176 
   404.18117    26.510517    1994.5028   -1203.0112 
   411.99242    85.735613    1803.4399    -935.2225 
   418.28883    163.06921    1580.2537   -699.99463 
   422.61054    244.56182    1329.4881   -513.38511 
    424.6707     316.3592    1063.5058   -385.98601 
   424.37364    368.34061    798.65533   -321.50292 
   421.81487     395.4558     555.1318   -316.67442 
   417.26604     399.8888    353.67241   -363.19528 
   411.14734    387.28591    208.60307   -448.07517 
   403.98582    367.62427    125.80327   -555.62897 
   396.36727    351.02659    103.12401   -671.15943 
    388.8859    345.53627    131.27658   -784.25795 
   382.09822    358.29081     194.5419   -888.92734 
    376.4826    394.59374    273.44185   -984.95908 
   372.41165    455.58696    349.90166   -1074.7602 
   370.13612     541.3165    407.21203   -1166.1696 
   369.78005    649.58649    433.21402    -1266.103 
   371.34299    770.71827    426.91324   -1381.5846 
   374.70787    894.77916    390.79138   -1516.1557 
   379.65279    1012.0788    334.78826   -1670.6375 
   385.86606    1109.0433    271.09886   -1843.4527 
   392.96324    1174.7186    211.25959   -2027.3945 
   400.50798    1197.8893    163.28009   -2215.2743 
    408.0321     1173.837    125.91015   -2399.1164 
    415.0582    1100.7299    90.416238   -2569.3667 
   421.12781    981.77151     44.09387   -2717.5528 
   425.83399     825.4429   -27.504342   -2835.7635 
   428.86154    644.41525   -133.40066   -2916.9318 
   430.02887    456.74094    -275.4749   -2954.3968 
    429.3219    282.11071   -449.77523   -2941.2937 
   426.90783     139.7865   -644.30432   -2872.5083 
   423.12362    45.647954   -845.39511   -2745.4537 
   418.43638    11.945557   -1040.1596   -2557.1433 
   413.38235    41.737085   -1221.5952   -2310.6094 
   408.49796    133.78302   -1388.5602   -2011.2451 
   404.25058    280.62359   -1546.2668    -1667.557 
   400.98516    472.63493   -1701.8463   -1289.6797 
   398.89552    697.07441   -1865.6726    -889.6002 
   398.02377    939.19143   -2045.8255   -477.42678 
    398.2851    1185.8228   -2248.3889   -62.193865 
   399.51295    1424.0695   -2475.8641    347.95284 
   401.50893    1643.3482   -2725.2035      745.665 
   404.08716    1837.5173    -2990.607    1127.7826 
   407.09737    2003.1658   -3261.1809    1490.5359 
   410.42567     2140.296   -3525.2835    1833.9464 
   413.97343    2253.0692   -3772.0416    2157.7802 
   417.62648    2346.6832   -3991.4395    2463.0053 
   421.22796    2424.7448   -4177.4814     2751.248 
   424.56517    2491.6164   -4324.5471    3020.1268 
   427.37936    2546.3161   -4432.5242    3264.1984 
   429.39407    2586.5772   -4502.4201    3475.5095 
   430.35903    2607.9425   -4536.4575    3647.0641 
   430.09679    2607.3826   -4540.1696    3772.0342 
   428.54371     2582.828   -4523.1783    3847.5761 
   425.77518    2538.3395   -4494.3164    3878.4931 
   422.01074    2478.8091   -4464.5359    3872.5897 
   417.59463    2411.7573    -4443.923    3841.3304 
   412.95346    2344.6092   -4435.8105    3798.7157 
   408.53798    2284.2028   -4438.9984    3754.8311 
   404.76445     2234.715   -4448.0085    3719.7781 
   401.96206    2199.3219   -4453.9801    3698.3561 
   400.33827    2178.2328    -4445.562     3692.444 
   399.96422    2171.8228    -4416.664    3701.5512 
   400.78007    2176.9057   -4361.3379    3725.0425 
   402.61451    2192.7023   -4278.4563    3755.8971 
   405.21406    2215.4664   -4172.1827    3791.3816 
    408.2765    2241.0403   -4050.2052    3826.3693 
   411.48035    2265.7724    -3923.857    3859.5064 
   414.51319    2283.8211   -3804.0266    3890.5347 
   417.09464    2294.2517   -3701.0227    3923.1681 
   418.99671    2295.2032   -3619.7209    3961.1006 
   420.06031    2284.8622   -3559.5031    4010.4411 
   420.20772    2267.8068   -3511.7903    4070.3783 
   419.44768     2246.901   -3460.1213    4137.8817 
   417.87155    2227.4174   -3383.5784    4202.5702 
   415.64061    2210.7897   -3259.9848    4249.1626 
   412.96633    2198.0944   -3069.7067    4259.1298 
   410.08549    2185.8669   -2799.6247    4216.1616 
   407.23208    2169.3684   -2447.8619    4109.3446 
   404.60865     2143.648   -2022.2783    3933.7431 
   402.35913     2106.698   -1538.8085    3692.6044 
   400.54926    2061.7466   -1020.1275    3396.2126 
   399.15833    2012.5379   -491.27639    3058.3538 
   398.08791    1965.4803    22.734506    2695.2095 
   397.18594    1926.8078    498.76402    2323.0915 
   396.27944    1898.7217    918.06391    1954.1945 
   395.20877    1877.4377    1265.6404    1601.1144 
   393.85784     1854.314    1535.8801    1269.8492 
   392.17394    1817.1931    1730.2281    965.51366 
   390.18005    1754.3971    1856.9011    689.76915 
   387.98054    1655.2688     1928.675    443.68022 
   385.75725    1517.6032    1959.4171    229.55691 
   383.75655    1346.5656    1961.1796    45.826609 
   382.26341    1151.4024    1941.5514    -106.6015 
   381.56258    948.40989    1902.7566   -227.21927 
   381.89177    753.71516    1841.9005    -317.1636 
    383.3952    584.27871    1753.0039   -375.88231 
   386.08519    453.48142    1629.1714    -407.0994 
   389.82141     371.5928    1463.6563   -413.19846 
   394.30922    343.81698    1253.5477   -397.14863 
   399.12311    366.50754    1001.6102   -366.12681 
   403.75318    433.97268    717.75379   -328.20023 
   407.67316    532.39245    423.17397   -292.88609 
   410.41947    645.82775    144.15379   -269.37485 
    411.6682    760.18427    -91.46176   -262.15817 
   411.29257    864.78973   -258.00013   -273.36793 
   409.37946    956.98343   -342.42698   -299.05281 
   406.20177    1035.2754   -340.33603   -332.74661 
   402.15519    1102.3732   -259.31922   -366.71153 
   397.68113    1158.0114   -114.74647   -392.71554 
   393.19542    1201.2069    75.957065   -404.31642 
   389.03646    1229.6029     293.4185   -394.70123 
   385.43762    1240.0715    517.91777   -361.86243 
    382.5235    1234.2243     731.4435   -304.13068 
   380.32463    1213.5648     919.3235   -222.83377 
   378.80465    1181.6272    1070.3198   -122.14447 
   377.89258    1143.3391     1175.939   -10.195696 
   377.51247    1101.4604     1232.613    104.26272 
   377.60155    1058.9837     1244.107    213.85189 
   378.11446    1016.5704    1215.9232      310.551 
   379.01601    971.68882    1158.3265    389.39366 
   380.26772    919.70244    1082.0389    449.35202 
   381.81784    857.14046    997.11003    490.21342 
   383.59769    780.19953    913.04543    513.27234 
   385.52422    688.25011    835.68403    522.85154 
   387.50526    583.54776    765.46259    522.15591 
   389.44311    467.30541    697.82019    514.13859 
   391.23192    345.40071     627.2884    499.97929 
   392.75595    222.04472    542.59562    479.93451 
   393.88906    100.98261    432.21623    454.19496 
   394.50012   -15.962493    286.98713    420.85572 
   394.46444   -128.36853    101.29538    377.64303 
   393.67883   -237.62317     -122.807    325.68699 
   392.07396   -343.67046   -377.53338    263.17914 
   389.62295   -447.84105   -647.67606    191.33012 
   386.34386   -547.04607   -913.95795    109.22643 
   382.30063   -636.48522   -1157.8274    17.597453 
   377.60129   -709.97675   -1362.6432   -80.226506 
