0.000000000000000000e+00 7.508248286166967824e+06 -1.704582359449056185e+03 -1.704582359449056185e+03 1.818165412571067119e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.872547587273304543e+02 -3.872547587273304543e+02 0.000000000000000000e+00
1.000000000000000021e-02 7.761829639045894146e+06 -1.563118907898494854e+03 -1.563118907898494854e+03 1.727885747068148348e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.389776531134290281e+02 -3.389776531134290281e+02 0.000000000000000000e+00
2.000000000000000042e-02 9.230297838612345979e+06 -1.829843766280343743e+03 -1.829843766280343743e+03 1.734672563003084145e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.406253829795621186e+02 -6.406253829795621186e+02 0.000000000000000000e+00
3.000000000000000583e-02 9.841872200298491865e+06 -1.932634965141083057e+03 -1.932634965141083057e+03 1.596917930459129886e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.538478750922097333e+02 -6.538478750922097333e+02 0.000000000000000000e+00
4.000000000000000083e-02 1.074048222507701255e+07 -2.392040597770307613e+03 -2.392040597770307613e+03 1.795230520357566251e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.255055362048358347e+02 -8.255055362048358347e+02 0.000000000000000000e+00
5.000000000000000278e-02 1.045611330384812318e+07 -2.391353542550245038e+03 -2.391353542550245038e+03 1.723592270278227812e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.607220677288485149e+02 -7.607220677288485149e+02 0.000000000000000000e+00
6.000000000000001166e-02 1.076843317713895440e+07 -2.525133746085798066e+03 -2.525133746085798066e+03 1.794252788773735841e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.462872372529552649e+02 -7.462872372529552649e+02 0.000000000000000000e+00
6.999999999999999278e-02 1.182255073848868534e+07 -2.677331577594206465e+03 -2.677331577594206465e+03 1.795714723203395424e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.064988128492477699e+02 -7.064988128492477699e+02 0.000000000000000000e+00
8.000000000000000167e-02 1.222350645664936490e+07 -2.774539245448177098e+03 -2.774539245448177098e+03 1.753259011100573916e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.290054575326755639e+02 -7.290054575326755639e+02 0.000000000000000000e+00
9.000000000000001055e-02 1.209863055333488621e+07 -2.851670877640585786e+03 -2.851670877640585786e+03 1.714333120039120306e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.561640015953632883e+02 -6.561640015953632883e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.152629416042010114e+07 -2.933537364338297266e+03 -2.933537364338297266e+03 1.798650689206221731e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.239375829136663469e+02 -5.239375829136663469e+02 0.000000000000000000e+00
1.100000000000000006e-01 1.204926057966940105e+07 -2.850737363906428982e+03 -2.850737363906428982e+03 1.698142745985751434e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.486076442125804533e+02 -4.486076442125804533e+02 0.000000000000000000e+00
1.200000000000000233e-01 1.147180103248971142e+07 -2.844405973990573784e+03 -2.844405973990573784e+03 2.102897189948293999e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.370582871835194396e+02 -3.370582871835194396e+02 0.000000000000000000e+00
1.300000000000000044e-01 9.943012532897189260e+06 -2.618667356370367088e+03 -2.618667356370367088e+03 2.070288815717606035e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.304667764741130327e+02 -1.304667764741130327e+02 0.000000000000000000e+00
1.399999999999999856e-01 8.612283061605714262e+06 -2.285595150413222200e+03 -2.285595150413222200e+03 2.007135656734158502e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.159806149782270523e+01 -2.159806149782270523e+01 0.000000000000000000e+00
1.500000000000000222e-01 7.607743756715899333e+06 -1.910622548693216686e+03 -1.910622548693216686e+03 2.028803636649764819e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.591425816228870644e+02 2.591425816228870644e+02 0.000000000000000000e+00
1.600000000000000033e-01 8.010456441768990830e+06 -2.004492988333844096e+03 -2.004492988333844096e+03 2.140555311201547184e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.044511583708974314e+02 -1.044511583708974314e+02 0.000000000000000000e+00
