 (0.000000000000000000e+00+0.000000000000000000e+00j)  (7.508248286166967824e+06+0.000000000000000000e+00j)  (-1.704582359449056185e+03+3.872547587273303407e+02j)  (-1.704582359449056185e+03-3.872547587273303407e+02j)  (1.818165412571067563e+00+0.000000000000000000e+00j)
 (1.000000000000000021e-02+0.000000000000000000e+00j)  (7.761829639045894146e+06+0.000000000000000000e+00j)  (-1.563118907898494854e+03+3.389776531134290281e+02j)  (-1.563118907898494854e+03-3.389776531134290281e+02j)  (1.727885747068148348e+00+0.000000000000000000e+00j)
 (2.000000000000000042e-02+0.000000000000000000e+00j)  (9.230297838612345979e+06+0.000000000000000000e+00j)  (-1.829843766280343971e+03+6.406253829795621186e+02j)  (-1.829843766280343971e+03-6.406253829795621186e+02j)  (1.734672563003084145e+00+0.000000000000000000e+00j)
 (3.000000000000000583e-02+0.000000000000000000e+00j)  (9.841872200298491865e+06+0.000000000000000000e+00j)  (-1.932634965141083285e+03+6.538478750922098470e+02j)  (-1.932634965141083285e+03-6.538478750922098470e+02j)  (1.596917930459129886e+00+0.000000000000000000e+00j)
 (4.000000000000000083e-02+0.000000000000000000e+00j)  (1.074048222507701255e+07+0.000000000000000000e+00j)  (-2.392040597770307613e+03+8.255055362048358347e+02j)  (-2.392040597770307613e+03-8.255055362048358347e+02j)  (1.795230520357566917e+00+0.000000000000000000e+00j)
 (5.000000000000000278e-02+0.000000000000000000e+00j)  (1.045611330384812318e+07+0.000000000000000000e+00j)  (-2.391353542550245038e+03+7.607220677288487423e+02j)  (-2.391353542550245038e+03-7.607220677288487423e+02j)  (1.723592270278227812e+00+0.000000000000000000e+00j)
 (6.000000000000001166e-02+0.000000000000000000e+00j)  (1.076843317713895440e+07+0.000000000000000000e+00j)  (-2.525133746085798521e+03+7.462872372529554923e+02j)  (-2.525133746085798521e+03-7.462872372529554923e+02j)  (1.794252788773736285e+00+0.000000000000000000e+00j)
 (6.999999999999999278e-02+0.000000000000000000e+00j)  (1.182255073848868906e+07+0.000000000000000000e+00j)  (-2.677331577594206919e+03+7.064988128492478836e+02j)  (-2.677331577594206919e+03-7.064988128492478836e+02j)  (1.795714723203395424e+00+0.000000000000000000e+00j)
 (8.000000000000000167e-02+0.000000000000000000e+00j)  (1.222350645664936677e+07+0.000000000000000000e+00j)  (-2.774539245448177098e+03+7.290054575326757913e+02j)  (-2.774539245448177098e+03-7.290054575326757913e+02j)  (1.753259011100573916e+00+0.000000000000000000e+00j)
 (9.000000000000001055e-02+0.000000000000000000e+00j)  (1.209863055333488807e+07+0.000000000000000000e+00j)  (-2.851670877640585331e+03+6.561640015953635157e+02j)  (-2.851670877640585331e+03-6.561640015953635157e+02j)  (1.714333120039120750e+00+0.000000000000000000e+00j)
 (1.000000000000000056e-01+0.000000000000000000e+00j)  (1.152629416042010114e+07+0.000000000000000000e+00j)  (-2.933537364338297266e+03+5.239375829136663469e+02j)  (-2.933537364338297266e+03-5.239375829136663469e+02j)  (1.798650689206221731e+00+0.000000000000000000e+00j)
 (1.100000000000000006e-01+0.000000000000000000e+00j)  (1.204926057966940105e+07+0.000000000000000000e+00j)  (-2.850737363906428527e+03+4.486076442125805102e+02j)  (-2.850737363906428527e+03-4.486076442125805102e+02j)  (1.698142745985751434e+00+0.000000000000000000e+00j)
 (1.200000000000000233e-01+0.000000000000000000e+00j)  (1.147180103248971142e+07+0.000000000000000000e+00j)  (-2.844405973990573330e+03+3.370582871835194965e+02j)  (-2.844405973990573330e+03-3.370582871835194965e+02j)  (2.102897189948293999e+00+0.000000000000000000e+00j)
 (1.300000000000000044e-01+0.000000000000000000e+00j)  (9.943012532897191122e+06+0.000000000000000000e+00j)  (-2.618667356370366178e+03+1.304667764741130327e+02j)  (-2.618667356370366178e+03-1.304667764741130327e+02j)  (2.070288815717605591e+00+0.000000000000000000e+00j)
 (1.399999999999999856e-01+0.000000000000000000e+00j)  (8.612283061605714262e+06+0.000000000000000000e+00j)  (-2.285595150413221745e+03+2.159806149782267681e+01j)  (-2.285595150413221745e+03-2.159806149782267681e+01j)  (2.007135656734158502e+00+0.000000000000000000e+00j)
