freqs_THz  cepf_psd cepf_logpsd
3.871548619447779060e+00 3.558094503967655357e+06 1.481437286237393280e+01
3.881552621048419027e+00 3.549014354182905052e+06 1.481181763073009705e+01
3.891556622649059438e+00 3.539957679709667340e+06 1.480926248469274498e+01
3.901560624249700293e+00 3.530924518145703711e+06 1.480670745231477881e+01
3.911564625850340704e+00 3.521914905650353525e+06 1.480415256148151215e+01
3.921568627450980227e+00 3.512928876955330372e+06 1.480159783990984224e+01
3.931572629051621082e+00 3.503966465375408530e+06 1.479904331514741500e+01
3.941576630652261048e+00 3.495027702819305938e+06 1.479648901457183641e+01
3.951580632252901459e+00 3.486112619800348300e+06 1.479393496538984465e+01
3.961584633853541426e+00 3.477221245447279885e+06 1.479138119463652501e+01
3.971588635454182281e+00 3.468353607515031006e+06 1.478882772917449984e+01
3.981592637054822248e+00 3.459509732395556755e+06 1.478627459569318958e+01
3.991596638655461771e+00 3.450689645128446165e+06 1.478372182070797436e+01
4.001600640256102182e+00 3.441893369411950000e+06 1.478116943055950117e+01
4.011604641856742148e+00 3.433120927613474429e+06 1.477861745141286320e+01
4.021608643457383003e+00 3.424372340780628379e+06 1.477606590925691421e+01
4.031612645058022970e+00 3.415647628651718143e+06 1.477351482990346199e+01
4.041616646658663825e+00 3.406946809666750953e+06 1.477096423898659694e+01
4.051620648259303792e+00 3.398269900977968704e+06 1.476841416196192469e+01
4.061624649859943759e+00 3.389616918460812420e+06 1.476586462410589817e+01
4.071628651460583725e+00 3.380987876724407077e+06 1.476331565051505024e+01
4.081632653061223692e+00 3.372382789122558199e+06 1.476076726610536838e+01
4.091636654661864547e+00 3.363801667764198035e+06 1.475821949561153801e+01
4.101640656262504514e+00 3.355244523524344899e+06 1.475567236358633139e+01
4.111644657863145369e+00 3.346711366054500919e+06 1.475312589439986155e+01
4.121648659463786224e+00 3.338202203793656081e+06 1.475058011223899967e+01
4.131652661064426191e+00 3.329717043978588190e+06 1.474803504110663965e+01
4.141656662665066158e+00 3.321255892654890195e+06 1.474549070482115098e+01
4.151660664265706124e+00 3.312818754687169101e+06 1.474294712701562560e+01
4.161664665866346979e+00 3.304405633770074695e+06 1.474040433113736981e+01
4.171668667466986946e+00 3.296016532438493334e+06 1.473786234044717958e+01
4.181672669067627801e+00 3.287651452078484930e+06 1.473532117801883601e+01
4.191676670668267768e+00 3.279310392937460449e+06 1.473278086673839482e+01
4.201680672268907735e+00 3.270993354135061614e+06 1.473024142930371028e+01
4.211684673869547701e+00 3.262700333673301619e+06 1.472770288822373530e+01
4.221688675470187668e+00 3.254431328447407112e+06 1.472516526581805962e+01
4.231692677070828523e+00 3.246186334255900234e+06 1.472262858421624188e+01
4.241696678671468490e+00 3.237965345811397769e+06 1.472009286535736194e+01
4.251700680272109345e+00 3.229768356750612147e+06 1.471755813098935306e+01
4.261704681872749312e+00 3.221595359645154793e+06 1.471502440266859679e+01
4.271708683473389279e+00 3.213446346011453774e+06 1.471249170175926935e+01
4.281712685074029245e+00 3.205321306321453769e+06 1.470996004943293300e+01
4.291716686674669212e+00 3.197220230012556072e+06 1.470742946666791795e+01
4.301720688275310067e+00 3.189143105498210061e+06 1.470489997424893502e+01
4.311724689875950034e+00 3.181089920177803840e+06 1.470237159276647176e+01
4.321728691476590889e+00 3.173060660447218921e+06 1.469984434261642292e+01
4.331732693077230856e+00 3.165055311708601192e+06 1.469731824399950071e+01
4.341736694677870823e+00 3.157073858380902559e+06 1.469479331692089019e+01
4.351740696278511678e+00 3.149116283909568097e+06 1.469226958118967374e+01
4.361744697879151644e+00 3.141182570777008310e+06 1.468974705641850420e+01
4.371748699479792499e+00 3.133272700512205251e+06 1.468722576202305419e+01
4.381752701080432466e+00 3.125386653701154981e+06 1.468470571722170703e+01
4.391756702681072433e+00 3.117524409996369388e+06 1.468218694103501321e+01
4.401760704281713288e+00 3.109685948127240874e+06 1.467966945228541320e+01
4.411764705882353255e+00 3.101871245909509249e+06 1.467715326959671529e+01
4.421768707482993221e+00 3.094080280255505349e+06 1.467463841139381486e+01
4.431772709083633188e+00 3.086313027183571830e+06 1.467212489590220770e+01
4.441776710684274043e+00 3.078569461828252766e+06 1.466961274114774483e+01
4.451780712284914010e+00 3.070849558449556585e+06 1.466710196495612095e+01
4.461784713885553977e+00 3.063153290443164296e+06 1.466459258495268969e+01
4.471788715486194832e+00 3.055480630349550862e+06 1.466208461856194845e+01
4.481792717086834799e+00 3.047831549864125438e+06 1.465957808300737497e+01
4.491796718687474765e+00 3.040206019846308045e+06 1.465707299531095131e+01
4.501800720288114732e+00 3.032604010329506360e+06 1.465456937229297552e+01
4.511804721888755587e+00 3.025025490530198906e+06 1.465206723057164950e+01
4.521808723489395554e+00 3.017470428857797757e+06 1.464956658656290145e+01
4.531812725090035521e+00 3.009938792923600879e+06 1.464706745647995234e+01
4.541816726690676376e+00 3.002430549550632015e+06 1.464456985633321295e+01
4.551820728291316343e+00 2.994945664782488719e+06 1.464207380192984331e+01
4.561824729891956309e+00 2.987484103893078398e+06 1.463957930887366032e+01
4.571828731492597164e+00 2.980045831395408139e+06 1.463708639256473276e+01
4.581832733093237131e+00 2.972630811051188037e+06 1.463459506819929246e+01
4.591836734693877986e+00 2.965239005879570730e+06 1.463210535076937191e+01
4.601840736294517953e+00 2.957870378166673239e+06 1.462961725506271193e+01
4.611844737895158808e+00 2.950524889474191703e+06 1.462713079566242058e+01
4.621848739495798775e+00 2.943202500648851506e+06 1.462464598694692341e+01
4.631852741096438741e+00 2.935903171830924228e+06 1.462216284308960468e+01
4.641856742697078708e+00 2.928626862463606056e+06 1.461968137805881085e+01
4.651860744297718675e+00 2.921373531301399693e+06 1.461720160561748472e+01
4.661864745898359530e+00 2.914143136419456452e+06 1.461472353932320800e+01
4.671868747498999497e+00 2.906935635221845005e+06 1.461224719252785675e+01
4.681872749099640352e+00 2.899750984450737946e+06 1.460977257837762622e+01
4.691876750700280319e+00 2.892589140194693115e+06 1.460729970981275017e+01
4.701880752300920285e+00 2.885450057897673454e+06 1.460482859956752932e+01
4.711884753901560252e+00 2.878333692367250100e+06 1.460235926017006136e+01
4.721888755502200219e+00 2.871239997783536557e+06 1.459989170394229063e+01
4.731892757102841074e+00 2.864168927707304247e+06 1.459742594299978435e+01
4.741896758703481041e+00 2.857120435088779777e+06 1.459496198925175392e+01
4.751900760304121896e+00 2.850094472275692504e+06 1.459249985440087727e+01
4.761904761904761862e+00 2.843090991022008006e+06 1.459003954994335928e+01
4.771908763505401829e+00 2.836109942495823372e+06 1.458758108716873636e+01
4.781912765106041796e+00 2.829151277288025711e+06 1.458512447715997240e+01
4.791916766706682651e+00 2.822214945420090575e+06 1.458266973079328821e+01
4.801920768307323506e+00 2.815300896352639887e+06 1.458021685873826101e+01
4.811924769907963473e+00 2.808409078993179835e+06 1.457776587145769298e+01
4.821928771508604328e+00 2.801539441704498138e+06 1.457531677920772495e+01
4.831932773109244295e+00 2.794691932312325109e+06 1.457286959203769783e+01
4.841936774709884261e+00 2.787866498113670852e+06 1.457042431979032671e+01
4.851940776310524228e+00 2.781063085884356871e+06 1.456798097210155873e+01
4.861944777911164195e+00 2.774281641887230333e+06 1.456553955840075787e+01
4.871948779511805050e+00 2.767522111879662145e+06 1.456310008791061605e+01
4.881952781112445017e+00 2.760784441121609416e+06 1.456066256964731309e+01
4.891956782713085872e+00 2.754068574383037165e+06 1.455822701242048112e+01
4.901960784313725839e+00 2.747374455951876938e+06 1.455579342483337157e+01
4.911964785914365805e+00 2.740702029641332105e+06 1.455336181528283390e+01
4.921968787515005772e+00 2.734051238797790837e+06 1.455093219195951093e+01
4.931972789115645739e+00 2.727422026307979133e+06 1.454850456284783178e+01
4.941976790716286594e+00 2.720814334606811404e+06 1.454607893572623212e+01
4.951980792316926561e+00 2.714228105684410781e+06 1.454365531816715418e+01
4.961984793917567416e+00 2.707663281093879137e+06 1.454123371753729543e+01
4.971988795518207382e+00 2.701119801958260592e+06 1.453881414099763347e+01
4.981992797118847349e+00 2.694597608978131320e+06 1.453639659550368179e+01
4.991996798719487316e+00 2.688096642438510899e+06 1.453398108780553244e+01
5.002000800320127283e+00 2.681616842216372956e+06 1.453156762444814731e+01
5.012004801920769026e+00 2.675158147787408903e+06 1.452915621177139727e+01
5.022008803521408993e+00 2.668720498233512510e+06 1.452674685591040671e+01
5.032012805122049848e+00 2.662303832249359228e+06 1.452433956279557137e+01
5.042016806722689815e+00 2.655908088149861898e+06 1.452193433815294199e+01
5.052020808323328893e+00 2.649533203876615502e+06 1.451953118750426341e+01
5.062024809923969748e+00 2.643179117005265784e+06 1.451713011616737248e+01
5.072028811524609715e+00 2.636845764751881361e+06 1.451473112925626552e+01
5.082032813125250570e+00 2.630533083980171476e+06 1.451233423168149272e+01
5.092036814725890537e+00 2.624241011207834817e+06 1.450993942815027182e+01
5.102040816326531392e+00 2.617969482613605447e+06 1.450754672316687532e+01
5.112044817927171358e+00 2.611718434043572284e+06 1.450515612103278684e+01
5.122048819527810437e+00 2.605487801018069498e+06 1.450276762584709545e+01
5.132052821128451292e+00 2.599277518737935927e+06 1.450038124150666619e+01
5.142056822729091259e+00 2.593087522091323510e+06 1.449799697170655932e+01
5.152060824329732114e+00 2.586917745659841225e+06 1.449561481994022571e+01
5.162064825930372081e+00 2.580768123725242913e+06 1.449323478949993671e+01
5.172068827531012936e+00 2.574638590275521856e+06 1.449085688347699019e+01
5.182072829131652902e+00 2.568529079011505470e+06 1.448848110476218309e+01
5.192076830732291981e+00 2.562439523352799471e+06 1.448610745604601391e+01
5.202080832332932836e+00 2.556369856444361154e+06 1.448373593981917651e+01
5.212084833933572803e+00 2.550320011162297800e+06 1.448136655837279463e+01
5.222088835534213658e+00 2.544289920120379888e+06 1.447899931379892990e+01
5.232092837134853625e+00 2.538279515675734729e+06 1.447663420799082346e+01
5.242096838735495368e+00 2.532288729935260490e+06 1.447427124264342879e+01
5.252100840336134446e+00 2.526317494761229958e+06 1.447191041925367117e+01
5.262104841936774413e+00 2.520365741777619813e+06 1.446955173912101245e+01
5.272108843537415268e+00 2.514433402375640813e+06 1.446719520334770692e+01
5.282112845138055235e+00 2.508520407719950657e+06 1.446484081283940171e+01
5.292116846738696090e+00 2.502626688754087314e+06 1.446248856830539609e+01
5.302120848339336057e+00 2.496752176206605975e+06 1.446013847025926680e+01
5.312124849939976912e+00 2.490896800596453715e+06 1.445779051901915935e+01
5.322128851540615990e+00 2.485060492238960229e+06 1.445544471470840620e+01
5.332132853141255957e+00 2.479243181251157541e+06 1.445310105725585714e+01
5.342136854741896812e+00 2.473444797557672951e+06 1.445075954639649751e+01
5.352140856342536779e+00 2.467665270895975176e+06 1.444842018167181052e+01
5.362144857943177634e+00 2.461904530822167639e+06 1.444608296243041679e+01
5.372148859543817601e+00 2.456162506716143806e+06 1.444374788782843666e+01
5.382152861144458456e+00 2.450439127787297592e+06 1.444141495683015819e+01
5.392156862745097534e+00 2.444734323079603259e+06 1.443908416820842788e+01
5.402160864345737501e+00 2.439048021477233153e+06 1.443675552054530797e+01
5.412164865946378356e+00 2.433380151709550992e+06 1.443442901223252051e+01
5.422168867547018323e+00 2.427730642356631346e+06 1.443210464147209038e+01
5.432172869147659178e+00 2.422099421854211483e+06 1.442978240627682496e+01
5.442176870748299145e+00 2.416486418499073479e+06 1.442746230447097844e+01
5.452180872348939999e+00 2.410891560453959741e+06 1.442514433369073146e+01
5.462184873949579966e+00 2.405314775752823334e+06 1.442282849138488032e+01
5.472188875550219933e+00 2.399755992305720691e+06 1.442051477481534860e+01
5.482192877150860788e+00 2.394215137903932482e+06 1.441820318105786569e+01
5.492196878751500755e+00 2.388692140224799514e+06 1.441589370700253170e+01
5.502200880352141610e+00 2.383186926836730447e+06 1.441358634935447114e+01
5.512204881952781577e+00 2.377699425204016268e+06 1.441128110463445111e+01
5.522208883553421543e+00 2.372229562691709958e+06 1.440897796917953144e+01
5.532212885154061510e+00 2.366777266570347361e+06 1.440667693914370062e+01
5.542216886754701477e+00 2.361342464020826854e+06 1.440437801049857214e+01
5.552220888355342332e+00 2.355925082138970029e+06 1.440208117903398488e+01
5.562224889955982299e+00 2.350525047940355260e+06 1.439978644035876343e+01
5.572228891556623154e+00 2.345142288364802487e+06 1.439749378990131135e+01
5.582232893157263121e+00 2.339776730281126220e+06 1.439520322291038568e+01
5.592236894757903087e+00 2.334428300491543952e+06 1.439291473445573288e+01
5.602240896358543054e+00 2.329096925736373290e+06 1.439062831942885268e+01
5.612244897959183021e+00 2.323782532698305324e+06 1.438834397254365172e+01
5.622248899559823876e+00 2.318485048007108737e+06 1.438606168833725008e+01
5.632252901160463843e+00 2.313204398243767675e+06 1.438378146117061718e+01
5.642256902761104698e+00 2.307940509945128113e+06 1.438150328522942090e+01
5.652260904361744664e+00 2.302693309607971460e+06 1.437922715452466349e+01
5.662264905962384631e+00 2.297462723693584092e+06 1.437695306289356267e+01
5.672268907563024598e+00 2.292248678631770890e+06 1.437468100400019111e+01
5.682272909163665453e+00 2.287051100825303234e+06 1.437241097133636103e+01
5.692276910764306308e+00 2.281869916653908789e+06 1.437014295822231347e+01
5.702280912364946275e+00 2.276705052478667814e+06 1.436787695780760643e+01
5.712284913965586242e+00 2.271556434645857196e+06 1.436561296307178637e+01
5.722288915566227097e+00 2.266423989491347689e+06 1.436335096682534740e+01
5.732292917166867063e+00 2.261307643344344106e+06 1.436109096171038146e+01
5.742296918767507030e+00 2.256207322531715035e+06 1.435883294020155532e+01
5.752300920368146997e+00 2.251122953381676227e+06 1.435657689460679620e+01
5.762304921968787852e+00 2.246054462228045799e+06 1.435432281706826529e+01
5.772308923569427819e+00 2.241001775413863361e+06 1.435207069956306825e+01
5.782312925170067786e+00 2.235964819295572117e+06 1.434982053390423928e+01
5.792316926770708641e+00 2.230943520246564411e+06 1.434757231174146241e+01
5.802320928371348607e+00 2.225937804661326576e+06 1.434532602456209105e+01
5.812324929971988574e+00 2.220947598958899267e+06 1.434308166369186566e+01
5.822328931572628541e+00 2.215972829586945008e+06 1.434083922029594405e+01
5.832332933173269396e+00 2.211013423025157303e+06 1.433859868537964743e+01
5.842336934773909363e+00 2.206069305789287668e+06 1.433636004978951206e+01
5.852340936374549329e+00 2.201140404434443451e+06 1.433412330421402103e+01
5.862344937975190184e+00 2.196226645559085533e+06 1.433188843918470212e+01
5.872348939575830151e+00 2.191327955808248837e+06 1.432965544507685962e+01
5.882352941176470118e+00 2.186444261877495330e+06 1.432742431211067924e+01
5.892356942777110085e+00 2.181575490516041405e+06 1.432519503035198483e+01
5.902360944377751828e+00 2.176721568530686200e+06 1.432296758971336459e+01
5.912364945978391795e+00 2.171882422788858879e+06 1.432074197995493137e+01
5.922368947579031762e+00 2.167057980222483631e+06 1.431851819068546305e+01
5.932372949179672617e+00 2.162248167830956634e+06 1.431629621136316288e+01
5.942376950780312583e+00 2.157452912684986833e+06 1.431407603129684603e+01
5.952380952380952550e+00 2.152672141929506790e+06 1.431185763964671054e+01
5.962384953981592517e+00 2.147905782787410077e+06 1.430964102542550265e+01
5.972388955582233372e+00 2.143153762562443502e+06 1.430742617749931966e+01
5.982392957182873339e+00 2.138416008642894216e+06 1.430521308458880725e+01
5.992396958783513305e+00 2.133692448504410218e+06 1.430300173526996943e+01
6.002400960384154160e+00 2.128983009713608772e+06 1.430079211797534811e+01
6.012404961984794127e+00 2.124287619930877816e+06 1.429858422099487569e+01
6.022408963585434094e+00 2.119606206913912203e+06 1.429637803247707595e+01
6.032412965186074061e+00 2.114938698520469479e+06 1.429417354042990951e+01
6.042416966786714916e+00 2.110285022711825091e+06 1.429197073272198537e+01
6.052420968387354883e+00 2.105645107555482071e+06 1.428976959708342420e+01
6.062424969987994849e+00 2.101018881228620186e+06 1.428757012110710534e+01
6.072428971588635704e+00 2.096406272020666162e+06 1.428537229224951233e+01
6.082432973189275671e+00 2.091807208336768206e+06 1.428317609783200481e+01
6.092436974789915638e+00 2.087221618700268678e+06 1.428098152504167828e+01
6.102440976390555605e+00 2.082649431756136706e+06 1.427878856093264659e+01
6.112444977991196460e+00 2.078090576273388229e+06 1.427659719242690528e+01
6.122448979591836427e+00 2.073544981148471357e+06 1.427440740631564609e+01
6.132452981192477282e+00 2.069012575407639146e+06 1.427221918926012378e+01
6.142456982793118136e+00 2.064493288210269995e+06 1.427003252779297071e+01
6.152460984393758103e+00 2.059987048851181986e+06 1.426784740831907783e+01
6.162464985994398070e+00 2.055493786763940006e+06 1.426566381711694831e+01
6.172468987595038037e+00 2.051013431523100473e+06 1.426348174033956440e+01
6.182472989195678004e+00 2.046545912847439060e+06 1.426130116401574810e+01
6.192476990796318859e+00 2.042091160602201009e+06 1.425912207405106358e+01
6.202480992396958825e+00 2.037649104802248301e+06 1.425694445622917428e+01
6.212484993997599680e+00 2.033219675614246866e+06 1.425476829621274888e+01
6.222488995598239647e+00 2.028802803359805373e+06 1.425259357954485040e+01
6.232492997198879614e+00 2.024398418517587241e+06 1.425042029164983859e+01
6.242496998799519581e+00 2.020006451726402855e+06 1.424824841783476970e+01
6.252501000400159548e+00 2.015626833787286188e+06 1.424607794329032373e+01
6.262505002000800403e+00 2.011259495666545816e+06 1.424390885309220067e+01
6.272509003601440369e+00 2.006904368497763993e+06 1.424174113220205840e+01
6.282513005202081224e+00 2.002561383584828116e+06 1.423957476546893375e+01
6.292517006802721191e+00 1.998230472403887426e+06 1.423740973763017692e+01
6.302521008403361158e+00 1.993911566606314154e+06 1.423524603331288318e+01
6.312525010004001125e+00 1.989604598020647885e+06 1.423308363703485213e+01
6.322529011604641092e+00 1.985309498655475210e+06 1.423092253320601230e+01
6.332533013205281947e+00 1.981026200701359194e+06 1.422876270612940530e+01
6.342537014805921913e+00 1.976754636533658253e+06 1.422660414000260332e+01
6.352541016406563656e+00 1.972494738714425359e+06 1.422444681891871454e+01
6.362545018007203623e+00 1.968246439995175693e+06 1.422229072686782558e+01
6.372549019607843590e+00 1.964009673318735790e+06 1.422013584773797845e+01
6.382553021208483557e+00 1.959784371821967885e+06 1.421798216531664849e+01
6.392557022809123524e+00 1.955570468837602763e+06 1.421582966329174269e+01
6.402561024409764379e+00 1.951367897896886570e+06 1.421367832525304564e+01
6.412565026010404345e+00 1.947176592731386656e+06 1.421152813469326759e+01
6.422569027611045200e+00 1.942996487275606953e+06 1.420937907500949038e+01
6.432573029211685167e+00 1.938827515668724198e+06 1.420723112950419420e+01
6.442577030812325134e+00 1.934669612257193774e+06 1.420508428138675328e+01
6.452581032412965101e+00 1.930522711596434936e+06 1.420293851377446614e+01
6.462585034013605068e+00 1.926386748453372158e+06 1.420079380969402294e+01
6.472589035614245923e+00 1.922261657808101736e+06 1.419865015208257830e+01
6.482593037214885889e+00 1.918147374856401701e+06 1.419650752378923286e+01
6.492597038815526744e+00 1.914043835011320421e+06 1.419436590757607064e+01
6.502601040416166711e+00 1.909950973905699328e+06 1.419222528611970446e+01
6.512605042016806678e+00 1.905868727393682348e+06 1.419008564201228850e+01
6.522609043617446645e+00 1.901797031553194392e+06 1.418794695776307080e+01
6.532613045218086611e+00 1.897735822687458247e+06 1.418580921579943777e+01
6.542617046818727466e+00 1.893685037327368278e+06 1.418367239846843120e+01
6.552621048419367433e+00 1.889644612233008724e+06 1.418153648803783895e+01
6.562625050020008288e+00 1.885614484396009473e+06 1.417940146669772261e+01
6.572629051620648255e+00 1.881594591040969128e+06 1.417726731656148687e+01
6.582633053221288222e+00 1.877584869627804728e+06 1.417513401966742137e+01
6.592637054821929077e+00 1.873585257853154093e+06 1.417300155797980210e+01
6.602641056422569044e+00 1.869595693652625894e+06 1.417086991339040125e+01
6.612645058023209899e+00 1.865616115202242741e+06 1.416873906771962766e+01
6.622649059623849865e+00 1.861646460920595098e+06 1.416660900271804024e+01
6.632653061224490720e+00 1.857686669470260153e+06 1.416447970006746715e+01
6.642657062825129799e+00 1.853736679759943159e+06 1.416235114138255824e+01
6.652661064425769766e+00 1.849796430945835775e+06 1.416022330821190423e+01
6.662665066026410621e+00 1.845865862433699192e+06 1.415809618203956788e+01
6.672669067627050588e+00 1.841944913880236214e+06 1.415596974428625288e+01
6.682673069227691443e+00 1.838033525195107562e+06 1.415384397631080660e+01
6.692677070828331409e+00 1.834131636542260181e+06 1.415171885941140673e+01
6.702681072428972264e+00 1.830239188341917936e+06 1.414959437482707827e+01
6.712685074029611343e+00 1.826356121271890821e+06 1.414747050373886950e+01
6.722689075630251310e+00 1.822482376269491157e+06 1.414534722727139027e+01
6.732693077230892165e+00 1.818617894532826496e+06 1.414322452649397732e+01
6.742697078831532131e+00 1.814762617522697663e+06 1.414110238242225748e+01
6.752701080432172986e+00 1.810916486963806208e+06 1.413898077601929870e+01
6.762705082032812953e+00 1.807079444846672704e+06 1.413685968819718397e+01
6.772709083633453808e+00 1.803251433428777847e+06 1.413473909981818366e+01
6.782713085234092887e+00 1.799432395236445358e+06 1.413261899169631874e+01
6.792717086834733742e+00 1.795622273065945134e+06 1.413049934459852253e+01
6.802721088435374597e+00 1.791821009985347046e+06 1.412838013924623581e+01
6.812725090036014564e+00 1.788028549335605698e+06 1.412626135631657931e+01
6.822729091636655419e+00 1.784244834732345305e+06 1.412414297644392036e+01
6.832733093237295385e+00 1.780469810066909296e+06 1.412202498022105601e+01
6.842737094837935352e+00 1.776703419508155901e+06 1.411990734820081883e+01
6.852741096438575319e+00 1.772945607503434643e+06 1.411779006089722799e+01
6.862745098039215286e+00 1.769196318780331174e+06 1.411567309878710219e+01
6.872749099639856141e+00 1.765455498347645393e+06 1.411355644231123208e+01
6.882753101240496107e+00 1.761723091497092741e+06 1.411144007187599314e+01
6.892757102841136962e+00 1.757999043804223649e+06 1.410932396785449683e+01
6.902761104441776929e+00 1.754283301130113890e+06 1.410720811058823543e+01
6.912765106042416896e+00 1.750575809622244211e+06 1.410509248038823316e+01
6.922769107643056863e+00 1.746876515716148773e+06 1.410297705753667685e+01
6.932773109243696830e+00 1.743185366136262892e+06 1.410086182228808127e+01
6.942777110844337685e+00 1.739502307897536084e+06 1.409874675487092333e+01
6.952781112444977651e+00 1.735827288306259317e+06 1.409663183548881804e+01
6.962785114045618506e+00 1.732160254961610073e+06 1.409451704432213504e+01
6.972789115646258473e+00 1.728501155756466091e+06 1.409240236152918868e+01
6.982793117246898440e+00 1.724849938878916670e+06 1.409028776724784748e+01
6.992797118847538407e+00 1.721206552813054994e+06 1.408817324159675977e+01
7.002801120448178374e+00 1.717570946340416558e+06 1.408605876467692042e+01
7.012805122048819229e+00 1.713943068540767767e+06 1.408394431657292500e+01
7.022809123649460084e+00 1.710322868793485453e+06 1.408182987735452585e+01
7.032813125250100939e+00 1.706710296778336400e+06 1.407971542707789325e+01
7.042817126850740905e+00 1.703105302476815647e+06 1.407760094578718579e+01
7.052821128451380872e+00 1.699507836172870826e+06 1.407548641351579022e+01
7.062825130052020839e+00 1.695917848454229999e+06 1.407337181028790951e+01
7.072829131652660806e+00 1.692335290213081054e+06 1.407125711611978858e+01
7.082833133253301661e+00 1.688760112647351809e+06 1.406914231102131296e+01
7.092837134853941627e+00 1.685192267261379631e+06 1.406702737499724876e+01
7.102841136454582482e+00 1.681631705867149867e+06 1.406491228804882354e+01
7.112845138055222449e+00 1.678078380584906787e+06 1.406279703017495919e+01
7.122849139655862416e+00 1.674532243844385725e+06 1.406068158137387769e+01
7.132853141256502383e+00 1.670993248385375598e+06 1.405856592164431973e+01
7.142857142857142350e+00 1.667461347258916358e+06 1.405645003098715407e+01
7.152861144457783205e+00 1.663936493827837985e+06 1.405433388940659611e+01
7.162865146058423171e+00 1.660418641767903930e+06 1.405221747691181378e+01
7.172869147659064026e+00 1.656907745068320073e+06 1.405010077351815667e+01
7.182873149259703993e+00 1.653403758032862097e+06 1.404798375924874776e+01
7.192877150860343960e+00 1.649906635280324379e+06 1.404586641413571968e+01
7.202881152460983927e+00 1.646416331745611737e+06 1.404374871822180637e+01
7.212885154061623894e+00 1.642932802680182271e+06 1.404163065156157231e+01
7.222889155662264749e+00 1.639456003653074149e+06 1.403951219422301122e+01
7.232893157262904715e+00 1.635985890551329590e+06 1.403739332628878245e+01
7.242897158863545570e+00 1.632522419580976246e+06 1.403527402785778833e+01
7.252901160464185537e+00 1.629065547267409042e+06 1.403315427904640345e+01
7.262905162064825504e+00 1.625615230456360150e+06 1.403103405999009112e+01
7.272909163665465471e+00 1.622171426314229146e+06 1.402891335084459712e+01
7.282913165266105437e+00 1.618734092329011997e+06 1.402679213178756257e+01
7.292917166866746292e+00 1.615303186310616788e+06 1.402467038301975322e+01
7.302921168467386259e+00 1.611878666391727747e+06 1.402254808476661907e+01
7.312925170068027114e+00 1.608460491028100485e+06 1.402042521727954849e+01
7.322929171668667081e+00 1.605048618999413913e+06 1.401830176083744917e+01
7.332933173269307048e+00 1.601643009409470716e+06 1.401617769574794536e+01
7.342937174869947015e+00 1.598243621687065810e+06 1.401405300234899798e+01
7.352941176470588758e+00 1.594850415586152114e+06 1.401192766101010534e+01
7.362945178071229613e+00 1.591463351186618442e+06 1.400980165213387707e+01
7.372949179671869580e+00 1.588082388894468080e+06 1.400767495615726332e+01
7.382953181272509546e+00 1.584707489442558493e+06 1.400554755355313574e+01
7.392957182873150401e+00 1.581338613890715875e+06 1.400341942483148117e+01
7.402961184473790368e+00 1.577975723626467166e+06 1.400129055054100746e+01
7.412965186074430335e+00 1.574618780365105486e+06 1.399916091127033368e+01
7.422969187675070302e+00 1.571267746150362538e+06 1.399703048764955327e+01
7.432973189275711157e+00 1.567922583354497561e+06 1.399489926035148102e+01
7.442977190876351123e+00 1.564583254678864963e+06 1.399276721009316304e+01
7.452981192476991090e+00 1.561249723154010717e+06 1.399063431763713794e+01
7.462985194077631945e+00 1.557921952140203677e+06 1.398850056379296802e+01
7.472989195678271912e+00 1.554599905327450717e+06 1.398636592941844370e+01
7.482993197278911879e+00 1.551283546736050164e+06 1.398423039542115021e+01
7.492997198879551846e+00 1.547972840716530336e+06 1.398209394275965778e+01
7.503001200480192701e+00 1.544667751950179925e+06 1.397995655244508484e+01
7.513005202080832667e+00 1.541368245448941831e+06 1.397781820554227750e+01
7.523009203681472634e+00 1.538074286555932602e+06 1.397567888317138696e+01
7.533013205282113489e+00 1.534785840945253847e+06 1.397353856650900283e+01
7.543017206882753456e+00 1.531502874622508651e+06 1.397139723678977319e+01
7.553021208483393423e+00 1.528225353924572701e+06 1.396925487530751653e+01
7.563025210084033390e+00 1.524953245520063676e+06 1.396711146341681697e+01
7.573029211684674245e+00 1.521686516409071162e+06 1.396496698253415047e+01
7.583033213285314211e+00 1.518425133923602756e+06 1.396282141413948352e+01
7.593037214885954178e+00 1.515169065727273468e+06 1.396067473977737450e+01
7.603041216486595033e+00 1.511918279815702466e+06 1.395852694105856884e+01
7.613045218087235000e+00 1.508672744516182691e+06 1.395637799966110393e+01
7.623049219687874967e+00 1.505432428488017526e+06 1.395422789733189362e+01
7.633053221288514933e+00 1.502197300722168991e+06 1.395207661588782955e+01
7.643057222889155788e+00 1.498967330541567178e+06 1.394992413721735858e+01
7.653061224489795755e+00 1.495742487600691151e+06 1.394777044328157345e+01
7.663065226090435722e+00 1.492522741885859519e+06 1.394561551611579020e+01
7.673069227691076577e+00 1.489308063714778284e+06 1.394345933783062819e+01
7.683073229291716544e+00 1.486098423736782279e+06 1.394130189061359104e+01
7.693077230892356511e+00 1.482893792932329234e+06 1.393914315673011117e+01
7.703081232492996477e+00 1.479694142613253556e+06 1.393698311852516625e+01
7.713085234093637332e+00 1.476499444422179833e+06 1.393482175842429527e+01
7.723089235694277299e+00 1.473309670332741458e+06 1.393265905893518664e+01
7.733093237294917266e+00 1.470124792648963863e+06 1.393049500264871554e+01
7.743097238895558121e+00 1.466944784005461726e+06 1.392832957224053558e+01
