# freqs_THz  psd  fpsd  logpsd  flogpsd
# 
2.020000000000000018e+00 3.419304124366438016e+06 4.411885126328472048e+06 1.504494761592799534e+01 1.523247448801218518e+01
2.030000000000000249e+00 5.389757596262677573e+06 4.271394581925495528e+06 1.550001096900980357e+01 1.520568743633036668e+01
2.040000000000000036e+00 3.384147112160437275e+06 4.502357653739420697e+06 1.503461247162398351e+01 1.526012187623300775e+01
2.050000000000000266e+00 4.202872689889894798e+06 4.556541017286442220e+06 1.525127882323344153e+01 1.526739510151882939e+01
2.060000000000000053e+00 6.899711007127996534e+06 4.682217713432773948e+06 1.574699008566544123e+01 1.529647825788595839e+01
2.069999999999999840e+00 3.187911505498516839e+06 4.639617542094685137e+06 1.497487655988040167e+01 1.527315111282952032e+01
2.080000000000000071e+00 4.509912551764083095e+06 5.497820760941734537e+06 1.532178832143812208e+01 1.539357373591672484e+01
2.090000000000000302e+00 5.639275463283091784e+06 5.906584499073589221e+06 1.554526615126514244e+01 1.544872239576254991e+01
2.100000000000000089e+00 7.751684150335155427e+06 5.971977660030569881e+06 1.586342068744185774e+01 1.546624344143278407e+01
2.109999999999999876e+00 5.049302507765646093e+06 6.102990050448509865e+06 1.543476067443834410e+01 1.549304583784963363e+01
2.120000000000000107e+00 1.601914254587592091e+06 6.363861603282801807e+06 1.428670988120019913e+01 1.552466084623154607e+01
2.129999999999999893e+00 1.285953953168399259e+07 6.137015475253349170e+06 1.636959646988727712e+01 1.538587332502207516e+01
2.140000000000000568e+00 9.886158715713080019e+06 6.533142604325119406e+06 1.610664622731384554e+01 1.544733640020119836e+01
2.149999999999999911e+00 4.103471882687221747e+06 6.546372965999441221e+06 1.522734397399655748e+01 1.544965274808603262e+01
2.160000000000000142e+00 5.644008984487236477e+06 6.022573877482926473e+06 1.554610518381878315e+01 1.532603195993001322e+01
2.169999999999999929e+00 9.769298088305212557e+06 6.782915456188539974e+06 1.609475517786646748e+01 1.541484820840992498e+01
2.180000000000000160e+00 6.926040971745280549e+05 7.784869410380445421e+06 1.344821382657623055e+01 1.560251671070222734e+01
2.189999999999999947e+00 8.867310971553565934e+06 6.864878583759061992e+06 1.599788214840846301e+01 1.546194769008117831e+01
2.200000000000000178e+00 5.784809441700622439e+06 6.367189289298659191e+06 1.557074597799834059e+01 1.538859282043820897e+01
2.209999999999999964e+00 1.989894176653497852e+06 6.467216469340221025e+06 1.450359201772564255e+01 1.541018828523262840e+01
2.220000000000000195e+00 1.341305987352740020e+07 6.385701250688812695e+06 1.641173940771735573e+01 1.539446011868794706e+01
2.230000000000000426e+00 1.262340775069855712e+07 6.082981918788814917e+06 1.635106340641550915e+01 1.535656816293213645e+01
2.239999999999999769e+00 2.739640438848742750e+06 6.735252340951540507e+06 1.482333724305573774e+01 1.557748153472112129e+01
2.250000000000000444e+00 4.411576476648653857e+06 6.130714482897268608e+06 1.529974266124120774e+01 1.545147801493831707e+01
2.260000000000000231e+00 5.203770863144407980e+06 5.912677383985145949e+06 1.546489408673515342e+01 1.540279914129530070e+01
2.270000000000000462e+00 4.747341579321751371e+06 5.915179749065341428e+06 1.537309535182729370e+01 1.540404805975121150e+01
2.279999999999999805e+00 6.439385437405229546e+06 5.187602811260288581e+06 1.567794366455255961e+01 1.532149963201281651e+01
2.290000000000000036e+00 7.867578740964510478e+06 4.812531972593325190e+06 1.587826091625504610e+01 1.528552093011298929e+01
2.299999999999999822e+00 2.217394532956567593e+06 5.003794058505307883e+06 1.461184343079762726e+01 1.533732236126482817e+01
