# freqs_THz  psd  fpsd  logpsd  flogpsd
# 
1.770708283313325415e+00 5.659540414539733902e+06 7.973478530828530900e+06 1.554885324803799129e+01 1.566068084256961335e+01
1.780712284913965604e+00 5.564907996831056662e+06 8.088062182542874478e+06 1.553199101008990013e+01 1.574464559044049672e+01
1.790716286514605793e+00 1.395376499492246471e+07 6.985796619670216925e+06 1.645125992192646081e+01 1.564675282169915249e+01
1.800720288115245982e+00 7.840465347571565770e+06 6.857583844867788255e+06 1.587480874612271720e+01 1.562972920143151967e+01
1.810724289715886393e+00 5.488951269436554983e+06 7.200786176422029734e+06 1.551824776963445629e+01 1.565439478368853266e+01
1.820728291316526359e+00 4.110407047722066753e+06 6.826031979512234218e+06 1.522903261994363966e+01 1.552853013838670115e+01
1.830732292917166770e+00 2.090533656887563877e+06 6.924777205550660379e+06 1.455292992957145159e+01 1.554449088323217687e+01
1.840736294517807403e+00 6.265035240862148814e+06 6.516532864823115990e+06 1.565049477133433875e+01 1.539495584653518456e+01
1.850740296118447592e+00 6.848288736852991395e+06 5.942923851240414195e+06 1.573950935959081399e+01 1.534024496257076642e+01
1.860744297719087781e+00 1.588708631328072585e+07 6.077022200791969895e+06 1.658101715563766021e+01 1.535591646778357422e+01
1.870748299319727970e+00 1.377370755727705546e+06 5.682193620370807126e+06 1.413568699036429877e+01 1.521349810979400097e+01
1.880752300920368159e+00 6.745737900962413289e+06 5.922184556987435557e+06 1.572442144133819397e+01 1.525859501663732765e+01
1.890756302521008347e+00 1.074220248828073731e+06 5.914366704438007437e+06 1.388710560642298830e+01 1.525477627835530114e+01
1.900760304121648758e+00 7.644065845512745902e+06 5.833934751657433808e+06 1.584944019831785589e+01 1.524093599680606914e+01
1.910764305722288947e+00 9.315547192638674751e+06 5.919837323712912388e+06 1.604719530346359946e+01 1.525268644609063351e+01
1.920768307322929136e+00 1.145836884803774534e+06 4.920741900116128847e+06 1.395164583174916295e+01 1.514569768790441628e+01
