0.000000000000000000e+00 1.556623448755674809e+07 -2.734655940933010243e+03 -2.734655940933010243e+03 1.593207971611604767e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-02 1.989653887873967364e+07 -2.414099303967941978e+03 -2.414099303967941978e+03 4.534733805085776837e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.492544325396042950e+02 5.492544325396042950e+02 0.000000000000000000e+00
2.000000000000000042e-02 2.169055606847732514e+07 -6.136356673031718856e+03 -6.136356673031718856e+03 5.347407437027952071e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.348855752856909930e+03 1.348855752856909930e+03 0.000000000000000000e+00
3.000000000000000583e-02 3.250804909477836639e+07 -9.408384383996186443e+03 -9.408384383996186443e+03 9.915135428466374634e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.575687481979736731e+03 -4.575687481979736731e+03 0.000000000000000000e+00
4.000000000000000083e-02 2.620690897562013194e+07 -1.553890041631224449e+03 -1.553890041631224449e+03 4.081864074388521502e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.995965348174532210e+03 -1.995965348174532210e+03 0.000000000000000000e+00
5.000000000000000278e-02 1.580092646036110818e+07 -7.245550557815849061e+03 -7.245550557815849061e+03 5.323984576648181033e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.716160874243197668e+03 -1.716160874243197668e+03 0.000000000000000000e+00
6.000000000000001166e-02 2.416911110536563396e+07 -2.577256656647338787e+03 -2.577256656647338787e+03 2.344755615051852260e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.230163889844511687e+02 -1.230163889844511687e+02 0.000000000000000000e+00
6.999999999999999278e-02 7.466635956131309271e+07 -1.035581036823223258e+04 -1.035581036823223258e+04 4.305829000241403470e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.195034043375692636e+04 -1.195034043375692636e+04 0.000000000000000000e+00
8.000000000000000167e-02 5.269000303042118996e+07 -1.280049394640058563e+04 -1.280049394640058563e+04 5.369232554515885880e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.012029721697110290e+03 -5.012029721697110290e+03 0.000000000000000000e+00
9.000000000000001055e-02 5.134468688616845012e+07 -2.129674254979612306e+04 -2.129674254979612306e+04 1.189172290367636009e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.315847063859745504e+03 -4.315847063859745504e+03 0.000000000000000000e+00
