# ck  ck_std  L0(P*)  L0_std(P*)  kappa(P*)  kappa_std(P*)
# 
-8.998122706397515894e-03 1.502721698442523006e-02 1.577150618839398533e+01 5.438939215408357120e-01 9.196300137933083318e-01 5.001811745686952637e-01
-1.864498567755797087e-02 1.502721698442523006e-02 1.573421621703887041e+01 5.447236610339748486e-01 8.859685548896626406e-01 4.826080347804771464e-01
-9.498418441208670519e-04 1.502721698442523006e-02 1.573231653335063029e+01 5.455521385637166487e-01 8.842870925066473875e-01 4.824247144212925886e-01
-1.307562532167092818e-02 1.502721698442523006e-02 1.570616528270728907e+01 5.463793598706238042e-01 8.614616370362879749e-01 4.706848577969867109e-01
6.200858695811223807e-03 1.502721698442523006e-02 1.571856700009891128e+01 5.472053306518683824e-01 8.722117630320456172e-01 4.772789261883996215e-01
-1.179742189609671137e-02 1.502721698442523006e-02 1.569497215630671860e+01 5.480300565616895714e-01 8.518729518369457798e-01 4.668519819785748037e-01
-1.138043447348415513e-03 1.502721698442523006e-02 1.569269606941202255e+01 5.488535432118449853e-01 8.499362198965324522e-01 4.664905057942936861e-01
-3.332087992353835459e-03 1.502721698442523006e-02 1.568603189342731596e+01 5.496757961720568630e-01 8.442909268573720594e-01 4.640862874211698075e-01
-1.038559822012093820e-02 1.502721698442523006e-02 1.566526069698707246e+01 5.504968209704508286e-01 8.269348711910690097e-01 4.552250177402927256e-01
-3.514752395722632507e-03 1.502721698442523006e-02 1.565823119219562543e+01 5.513166230939898771e-01 8.211423118165002144e-01 4.527094064302650267e-01
3.835502029661947559e-02 1.502721698442523006e-02 1.573494123278886292e+01 5.521352079889023656e-01 8.866111289559677200e-01 4.895292200913787251e-01
1.183133021897063604e-02 1.502721698442523006e-02 1.575860389322680533e+01 5.529525810611036762e-01 9.078408928134324984e-01 5.019929648740042438e-01
2.159972297055441984e-02 1.502721698442523006e-02 1.580180333916791469e+01 5.537687476766132155e-01 9.479185501580640327e-01 5.249276684204619015e-01
-4.871450810869857630e-03 1.502721698442523006e-02 1.579206043754617639e+01 5.545837131619647531e-01 9.387279173948348543e-01 5.206032140776256645e-01
2.457922385092473939e-04 1.502721698442523006e-02 1.579255202202319452e+01 5.553974828046129852e-01 9.391894949100452195e-01 5.216234813495750355e-01
-7.012742467526741907e-03 1.502721698442523006e-02 1.577852653708814046e+01 5.562100618533328822e-01 9.261088524035687719e-01 5.151110620783080352e-01
-1.721820751420800356e-03 1.502721698442523006e-02 1.577508289558529953e+01 5.570214555186150385e-01 9.229251504336060119e-01 5.140891106292639900e-01
3.815791548599237453e-03 1.502721698442523006e-02 1.578271447868249666e+01 5.578316689730553612e-01 9.299954749810539489e-01 5.187809279460706691e-01
1.614655409447818615e-02 1.502721698442523006e-02 1.581500758687145236e+01 5.586407073517399846e-01 9.605181022377107247e-01 5.365845120582256600e-01
1.292759024226683082e-02 1.502721698442523006e-02 1.584086276735598631e+01 5.594485757526247438e-01 9.856763045750860375e-01 5.514352047476421825e-01
-3.279495847250797624e-03 1.502721698442523006e-02 1.583430377566148550e+01 5.602552792369103196e-01 9.792324176817363002e-01 5.486201316061160016e-01
1.508752229428331898e-02 1.502721698442523006e-02 1.586447882025005285e+01 5.610608228294114985e-01 1.009231129581430686e+00 5.662400479880138615e-01
-5.520828197530041996e-03 1.502721698442523006e-02 1.585343716385499135e+01 5.618652115189231022e-01 9.981488422240545333e-01 5.608251103635865098e-01
-6.527526029984321958e-03 1.502721698442523006e-02 1.584038211179502298e+01 5.626684502585801440e-01 9.852026476200258509e-01 5.543424469270099575e-01
4.507100935124157791e-03 1.502721698442523006e-02 1.584939631366527024e+01 5.634705439662132109e-01 9.941236104420435593e-01 5.601593715454341593e-01
-1.431892649675021133e-02 1.502721698442523006e-02 1.582075846067176883e+01 5.642714975247006270e-01 9.660578345094430475e-01 5.451189009741128633e-01
-3.491252276742239785e-02 1.502721698442523006e-02 1.575093341513692380e+01 5.650713157823145094e-01 9.009039579513375973e-01 5.090749849130572491e-01
8.961156377763720331e-04 1.502721698442523006e-02 1.575272564641247541e+01 5.658700035530634942e-01 9.025200339594466881e-01 5.107090148233430771e-01
2.093109404358853374e-03 1.502721698442523006e-02 1.575691186522119480e+01 5.666675656170310216e-01 9.063060994210259125e-01 5.135742710627796415e-01
-8.215623071352047557e-03 1.502721698442523006e-02 1.574048061907848961e+01 5.674640067207082916e-01 8.915360383824989521e-01 5.059146124764399843e-01
-3.092916292631114894e-02 1.502721698442523006e-02 1.567862229322586742e+01 5.682593315773248888e-01 8.380581882023285800e-01 4.762343858507591121e-01
-1.052619553522490814e-02 1.502721698442523006e-02 1.565756990215541933e+01 5.690535448671732999e-01 8.205994780891548990e-01 4.669650419227858729e-01
-2.333011052522946781e-03 1.502721698442523006e-02 1.565290388005037414e+01 5.698466512379308790e-01 8.167794618558001929e-01 4.654390411384470849e-01
-7.219152294497301059e-03 1.502721698442523006e-02 1.563846557546137817e+01 5.706386553049767052e-01 8.050712777620460114e-01 4.594047913667932970e-01
7.077691284442711242e-03 1.502721698442523006e-02 1.565262095803026199e+01 5.714295616517052201e-01 8.165484096468859088e-01 4.665998997919170166e-01
-2.235863084588012376e-02 1.502721698442523006e-02 1.560790369633850005e+01 5.722193748298356475e-01 7.808389652977365536e-01 4.468111845654464953e-01
-1.732139723342514953e-02 1.502721698442523006e-02 1.557326090187164880e+01 5.730080993597175265e-01 7.542517088863061048e-01 4.321923381477612569e-01
1.648166093570333334e-05 1.502721698442523006e-02 1.557329386519351999e+01 5.737957397306326923e-01 7.542765719379400657e-01 4.328006835566161614e-01
8.190386300768853420e-03 1.502721698442523006e-02 1.558967463779505636e+01 5.745823004010930379e-01 7.667339571830070755e-01 4.405517609138453472e-01
-2.035758069621452365e-02 1.502721698442523006e-02 1.554895947640262577e+01 5.753677857991355005e-01 7.361432391796867147e-01 4.235531055578197757e-01
-1.929652311331147077e-02 1.502721698442523006e-02 1.551036643017600269e+01 5.761522003226126065e-01 7.082744586366978012e-01 4.080738877758406935e-01
1.167357178041548461e-02 1.502721698442523006e-02 1.553371357373683281e+01 5.769355483394794648e-01 7.250051915430205662e-01 4.182812677318419325e-01
-2.397538669912779169e-03 1.502721698442523006e-02 1.552891849639700794e+01 5.777178341880782053e-01 7.215370572091396317e-01 4.168448259773036013e-01
1.807534997442522898e-02 1.502721698442523006e-02 1.556506919634585984e+01 5.784990621774177555e-01 7.480983387026819420e-01 4.327741873559857178e-01
7.302280054323465400e-03 1.502721698442523006e-02 1.557967375645450758e+01 5.792792365874507299e-01 7.591041578093080666e-01 4.397332770261356827e-01
-5.170662613957958606e-03 1.502721698442523006e-02 1.556933243122659150e+01 5.800583616693476552e-01 7.512944657136899629e-01 4.357946369131308617e-01
8.745793885287523814e-03 1.502721698442523006e-02 1.558682401899716652e+01 5.808364416457663104e-01 7.645514032442809471e-01 4.440793165156854960e-01
-8.001495011175741717e-03 1.502721698442523006e-02 1.557082102897481590e+01 5.816134807111194016e-01 7.524136737822368914e-01 4.376139357431275134e-01
1.011302532420740169e-02 1.502721698442523006e-02 1.559104707962323033e+01 5.823894830318381288e-01 7.677869773761170080e-01 4.471510608326544345e-01
7.067983974788515436e-03 1.502721698442523006e-02 1.560518304757280816e+01 5.831644527466327554e-01 7.787174639691807343e-01 4.541203437198329529e-01
-2.053173241922122069e-02 1.502721698442523006e-02 1.556411958273436724e+01 5.839383939667502910e-01 7.473882715355978368e-01 4.364287069500824567e-01
1.375784555207259889e-02 1.502721698442523006e-02 1.559163527383851289e+01 5.847113107762288431e-01 7.682387180773885271e-01 4.491978678360795674e-01
-5.308204111976278471e-03 1.502721698442523006e-02 1.558101886561455984e+01 5.854832072321490832e-01 7.601259228040798677e-01 4.450409631836296231e-01
-1.582235622138873643e-02 1.502721698442523006e-02 1.554937415317178306e+01 5.862540873648827144e-01 7.364485639809225104e-01 4.317459807678141748e-01
-2.358092821454318630e-03 1.502721698442523006e-02 1.554465796752887385e+01 5.870239551783381637e-01 7.329835131707628237e-01 4.302788809820147220e-01
-7.335552480517056224e-03 1.502721698442523006e-02 1.552998686256783856e+01 5.877928146502027218e-01 7.223083349222092497e-01 4.245676492292266291e-01
-1.878207993839216619e-02 1.502721698442523006e-02 1.549242270269105504e+01 5.885606697321827951e-01 6.956787199774311370e-01 4.094491333483445406e-01
1.878426967885683460e-02 1.502721698442523006e-02 1.552999124204876935e+01 5.893275243502406058e-01 7.223114982647150795e-01 4.256780470820576423e-01
-1.412440037389172537e-02 1.502721698442523006e-02 1.550174244130098700e+01 5.900933824048287812e-01 7.021925703474994895e-01 4.143591889358966829e-01
-2.835392218584340679e-03 1.502721698442523006e-02 1.549607165686381904e+01 5.908582477711210590e-01 6.982218568186970842e-01 4.125501428753938771e-01
-5.000920249390575743e-03 1.502721698442523006e-02 1.548606981636503832e+01 5.916221242992417695e-01 6.912731609748056227e-01 4.089724959669662763e-01
-1.076142208712896689e-02 1.502721698442523006e-02 1.546454697219078156e+01 5.923850158144915445e-01 6.765539641361333345e-01 4.007804307441402702e-01
7.643102818338133077e-03 1.502721698442523006e-02 1.547983317782745871e+01 5.931469261175711383e-01 6.869753559976373714e-01 4.074773207285227183e-01
2.365085112337072387e-02 1.502721698442523006e-02 1.552713488007420040e+01 5.939078589848019174e-01 7.202512589626355322e-01 4.277628831416069866e-01
1.497073931655040421e-02 1.502721698442523006e-02 1.555707635870730243e+01 5.946678181683445752e-01 7.421427429051764557e-01 4.413284056928919452e-01
2.820698558713312983e-04 1.502721698442523006e-02 1.555764049841904395e+01 5.954268073964148478e-01 7.425615332152456505e-01 4.421410430177405981e-01
-1.236283446055023300e-02 1.502721698442523006e-02 1.553291482949794400e+01 5.961848303734968990e-01 7.244263290354334694e-01 4.318919880940849110e-01
2.478296380165935509e-02 1.502721698442523006e-02 1.558248075710126201e+01 5.969418907805543739e-01 7.612379570581067068e-01 4.544148254201926806e-01
-1.058659462464632117e-03 1.502721698442523006e-02 1.558036343817633451e+01 5.976979922752386765e-01 7.596278786514986114e-01 4.540280579462993571e-01
1.308501289480099028e-02 1.502721698442523006e-02 1.560653346396593477e+01 5.984531384920954711e-01 7.797697671619626680e-01 4.666556644593271019e-01
-4.310143310343403540e-03 1.502721698442523006e-02 1.559791317734524796e+01 5.992073330427684086e-01 7.730768172896722579e-01 4.632332979253360739e-01
2.233666677679355117e-02 1.502721698442523006e-02 1.564258651089883401e+01 5.999605795162005206e-01 8.083957698240893386e-01 4.850055945421056225e-01
-1.721424105153753978e-02 1.502721698442523006e-02 1.560815802879575998e+01 6.007128814788336157e-01 7.810375832469298452e-01 4.691793371755276776e-01
-1.946080348913619123e-03 1.502721698442523006e-02 1.560426586809793292e+01 6.014642424748051219e-01 7.780035677300354280e-01 4.679413265074415240e-01
5.118458434817404513e-03 1.502721698442523006e-02 1.561450278496756638e+01 6.022146660261431528e-01 7.860088302719335784e-01 4.733460452158118614e-01
-7.297012171921385404e-03 1.502721698442523006e-02 1.559990876062372323e+01 6.029641556329589092e-01 7.746210968159435994e-01 4.670687555771019794e-01
5.658489141421822223e-03 1.502721698442523006e-02 1.561122573890656540e+01 6.037127147736373045e-01 7.834372590108630297e-01 4.729710344922653520e-01
-1.390066689468422373e-03 1.502721698442523006e-02 1.560844560552762772e+01 6.044603469050249256e-01 7.812622237817332671e-01 4.722420348108977151e-01
-5.546196029061980885e-03 1.502721698442523006e-02 1.559735321346950343e+01 6.052070554626168830e-01 7.726440433790010553e-01 4.676096264141356151e-01
1.075082562171262787e-02 1.502721698442523006e-02 1.561885486471292950e+01 6.059528438607405532e-01 7.894370579308599423e-01 4.783616303022607541e-01
-6.687452493520029510e-03 1.502721698442523006e-02 1.560547995972589064e+01 6.066977154927377658e-01 7.789487089760784855e-01 4.725864022218042582e-01
-6.869371681917959584e-03 1.502721698442523006e-02 1.559174121636205612e+01 6.074416737311451042e-01 7.683201115373033963e-01 4.667096545135196450e-01
1.311179828350853005e-02 1.502721698442523006e-02 1.561796481292907401e+01 6.081847219278719852e-01 7.887347306693877069e-01 4.796964128470165289e-01
-1.518524411619862936e-02 1.502721698442523006e-02 1.558759432469667772e+01 6.089268634143766290e-01 7.651405684372893923e-01 4.659146464096118323e-01
-1.033412963026634004e-02 1.502721698442523006e-02 1.556692606543614588e+01 6.096681015018408090e-01 7.494887498905850043e-01 4.569393832427809388e-01
-7.244933837674537649e-03 1.502721698442523006e-02 1.555243619776079811e+01 6.104084394813418246e-01 7.387070583619389508e-01 4.509130227285635950e-01
1.418675502083813732e-02 1.502721698442523006e-02 1.558080970780247299e+01 6.111478806240228101e-01 7.599669531546071610e-01 4.644521927647342063e-01
1.971341937130930561e-02 1.502721698442523006e-02 1.562023654654509031e+01 6.118864281812621542e-01 7.905285626539159116e-01 4.837136985775717379e-01
8.252559994775990337e-03 1.502721698442523006e-02 1.563674166653464326e+01 6.126240853848392565e-01 8.036846037928879749e-01 4.923565453364949773e-01
-2.442101773180669136e-03 1.502721698442523006e-02 1.563185746298828249e+01 6.133608554471003949e-01 7.997688151397039924e-01 4.905468846140027539e-01
1.893673639193156275e-02 1.502721698442523006e-02 1.566973093577214726e+01 6.140967415611214841e-01 8.306397421844572415e-01 5.100931590866452092e-01
-9.986257754166375303e-03 1.502721698442523006e-02 1.564975842026381514e+01 6.148317469008693914e-01 8.142143512450981113e-01 5.006048319277817127e-01
8.682901233776026129e-03 1.502721698442523006e-02 1.566712422273136696e+01 6.155658746213623633e-01 8.284773223647481366e-01 5.099823675454205896e-01
9.968181999524020412e-03 1.502721698442523006e-02 1.568706058673041426e+01 6.162991278588269006e-01 8.451598901514287832e-01 5.208713032015874767e-01
-1.029829690287332317e-02 1.502721698442523006e-02 1.566646399292466896e+01 6.170315097308554098e-01 8.279305174706570458e-01 5.108592171471679766e-01
-3.667328875373629393e-02 1.502721698442523006e-02 1.559311741541719698e+01 6.177630233365596357e-01 7.693782008526096616e-01 4.752934034479509573e-01
1.255112056045359394e-02 1.502721698442523006e-02 1.561821965653810551e+01 6.184936717567243170e-01 7.889357602891888810e-01 4.879517751614433352e-01
7.111823510147450081e-03 1.502721698442523006e-02 1.563244330355840006e+01 6.192234580539586197e-01 8.002374894291296448e-01 4.955258254687238129e-01
2.702505941282779163e-03 1.502721698442523006e-02 1.563784831544096576e+01 6.199523852728454631e-01 8.045744927872263696e-01 4.987978759331307965e-01
9.164597113356064140e-03 1.502721698442523006e-02 1.565617750966767829e+01 6.206804564400900670e-01 8.194576766427704717e-01 5.086213647719705078e-01
1.075270628198837612e-02 1.502721698442523006e-02 1.567768292223165361e+01 6.214076745646666122e-01 8.372713102918734052e-01 5.202868179081844291e-01
-6.074412915178867105e-03 1.502721698442523006e-02 1.566553409640129502e+01 6.221340426379627919e-01 8.271609856088192325e-01 5.146050078892163704e-01
-2.236384446224193995e-03 1.502721698442523006e-02 1.566106132750884683e+01 6.228595636339242514e-01 8.234695473126676379e-01 5.129058829049932822e-01
-2.965524915037715328e-02 1.502721698442523006e-02 1.560175082920809331e+01 6.235842405091958085e-01 7.760493170391259410e-01 4.839321239635234195e-01
-8.883613539571663664e-03 1.502721698442523006e-02 1.558398360212894929e+01 6.243080762032624520e-01 7.623828398119546490e-01 4.759617640533814198e-01
1.095310031285014196e-02 1.502721698442523006e-02 1.560588980275464976e+01 6.250310736385883414e-01 7.792680211036683291e-01 4.870667278826439350e-01
1.073891541374022603e-02 1.502721698442523006e-02 1.562736763358212855e+01 6.257532357207546969e-01 7.961860386416381719e-01 4.982159899156948790e-01
-1.827417987723069931e-02 1.502721698442523006e-02 1.559081927382766608e+01 6.264745653385956903e-01 7.676120909737362830e-01 4.808894510414220003e-01
3.138902069649974862e-03 1.502721698442523006e-02 1.559709707796696776e+01 6.271950653643333373e-01 7.724461671513143113e-01 4.844744242968972991e-01
-1.584548367477819908e-02 1.502721698442523006e-02 1.556540611061740975e+01 6.279147386537111686e-01 7.483504261730622442e-01 4.699002622718517763e-01
3.573762949300686442e-02 1.502721698442523006e-02 1.563688136960342234e+01 6.286335880461259018e-01 8.037968888414687152e-01 5.052937222927255112e-01
1.734223681216840980e-03 1.502721698442523006e-02 1.564034981696585547e+01 6.293516163647586703e-01 8.065896565245764815e-01 5.076285040768376833e-01
1.872625316050630789e-02 1.502721698442523006e-02 1.567780232328686907e+01 6.300688264167036978e-01 8.373712873383875044e-01 5.276015442883422724e-01
-3.385931247960556612e-02 1.502721698442523006e-02 1.561008369832765652e+01 6.307852209930970844e-01 7.825430525772494317e-01 4.936165923565530855e-01
1.317663780220171624e-02 1.502721698442523006e-02 1.563643697393206011e+01 6.315008028692428166e-01 8.034397643415813750e-01 5.073728562387839203e-01
1.205678883845575332e-02 1.502721698442523006e-02 1.566055055160897069e+01 6.322155748047387780e-01 8.230490463136486134e-01 5.203444259076753786e-01
8.078241607788723758e-03 1.502721698442523006e-02 1.567670703482454897e+01 6.329295395436005389e-01 8.364546263244437840e-01 5.294168414886446516e-01
-1.656492982887433282e-02 1.502721698442523006e-02 1.564357717516680069e+01 6.336426998143844802e-01 8.091970154448030472e-01 5.127417815481871699e-01
5.173009322461667725e-03 1.502721698442523006e-02 1.565392319381172470e+01 6.343550583303093626e-01 8.176124408626184170e-01 5.186565876149930032e-01
-1.079209765177121388e-02 1.502721698442523006e-02 1.563233899850818176e+01 6.350666177893765640e-01 8.001540249705660912e-01 5.081511103486138214e-01
3.303004277554207925e-03 1.502721698442523006e-02 1.563894500706329183e+01 6.357773808744898725e-01 8.054573469138791575e-01 5.120915624270214739e-01
7.965047205761638036e-03 1.502721698442523006e-02 1.565487510147481487e+01 6.364873502535727257e-01 8.183911029589243658e-01 5.208955845934245543e-01
-9.428034641013809808e-03 1.502721698442523006e-02 1.563601903219278810e+01 6.371965285796855616e-01 8.031040434898374381e-01 5.117351086000332394e-01
-1.206446910359610172e-02 1.502721698442523006e-02 1.561189009398559691e+01 6.379049184911416148e-01 7.839579124632221063e-01 5.000906082503372430e-01
1.002244739168930802e-02 1.502721698442523006e-02 1.563193498876897536e+01 6.386125226116209364e-01 7.998308202449376791e-01 5.107819777791415827e-01
9.383775987396937232e-03 1.502721698442523006e-02 1.565070254074376876e+01 6.393193435502839694e-01 8.149834306838777964e-01 5.210346719091750733e-01
1.875496522376639968e-02 1.502721698442523006e-02 1.568821247119130291e+01 6.400253839018840152e-01 8.461339776062573037e-01 5.415472238498728608e-01
-1.522665707582369216e-02 1.502721698442523006e-02 1.565775915703965637e+01 6.407306462468780328e-01 8.207547952451872408e-01 5.258827503676728465e-01
1.606431242311221613e-02 1.502721698442523006e-02 1.568988778188587929e+01 6.414351331515369958e-01 8.475527029790563827e-01 5.436500808883161229e-01
-3.687176614654493010e-03 1.502721698442523006e-02 1.568251342865656994e+01 6.421388471680544718e-01 8.413255388407889779e-01 5.402478116042664924e-01
1.838215442081660535e-04 1.502721698442523006e-02 1.568288107174498691e+01 6.428417908346546472e-01 8.416349032246067674e-01 5.410380884178573879e-01
-8.507794726752240799e-03 1.502721698442523006e-02 1.566586548229148335e+01 6.435439666756995747e-01 8.274351405113885560e-01 5.324908924915637831e-01
1.028860807554802474e-03 1.502721698442523006e-02 1.566792320390659299e+01 6.442453772017940894e-01 8.291395246577748512e-01 5.341693058160643659e-01
1.580332986777496784e-02 1.502721698442523006e-02 1.569952986364214453e+01 6.449460249098910580e-01 8.557644007446786327e-01 5.519218485196755175e-01
3.200325071226492457e-02 1.502721698442523006e-02 1.576353636506667399e+01 6.456459122833952957e-01 9.123298541890080271e-01 5.890420410112391369e-01
-2.531715631726849658e-02 1.502721698442523006e-02 1.571290205243213833e+01 6.463450417922658175e-01 8.672846979993620309e-01 5.605651643741902390e-01
1.472157677718474895e-02 1.502721698442523006e-02 1.574234520598650633e+01 6.470434158931175350e-01 8.931999355660740214e-01 5.779391373841850088e-01
2.495294900091605400e-02 1.502721698442523006e-02 1.579225110398833820e+01 6.477410370293221753e-01 9.389069183711998834e-01 6.081685409797661368e-01
-2.845815492901159361e-03 1.502721698442523006e-02 1.578655947300253715e+01 6.484379076311083123e-01 9.335781856371880849e-01 6.053674853046246973e-01
-1.398440826525503000e-02 1.502721698442523006e-02 1.575859065647202684e+01 6.491340301156593995e-01 9.078288760256882917e-01 5.893026169499243627e-01
-1.362859064729915470e-02 1.502721698442523006e-02 1.573133347517742919e+01 6.498294068872120244e-01 8.834182140019340990e-01 5.740711340382369521e-01
1.425165429297982692e-02 1.502721698442523006e-02 1.575983678376339014e+01 6.505240403371528313e-01 9.089608515102830522e-01 5.913008856327681695e-01
-1.070912320054668958e-02 1.502721698442523006e-02 1.573841853736229623e+01 6.512179328441145554e-01 8.896995124025152135e-01 5.793882773191826319e-01
-1.980051027547112888e-02 1.502721698442523006e-02 1.569881751681135285e+01 6.519110867740705029e-01 8.551550167580483919e-01 5.574850363350377647e-01
2.617913123700871085e-03 1.502721698442523006e-02 1.570405334305875300e+01 6.526035044804292529e-01 8.596442018815430020e-01 5.610068187541765727e-01
2.288054120661203120e-03 1.502721698442523006e-02 1.570862945130007660e+01 6.532951883041276941e-01 8.635870413479630470e-01 5.641772587944220430e-01
1.568012640383004488e-02 1.502721698442523006e-02 1.573998970410773524e+01 6.539861405737231737e-01 8.910984774056944779e-01 5.827660541096711944e-01
-2.757664369136314866e-02 1.502721698442523006e-02 1.568483641672500895e+01 6.546763636054853119e-01 8.432821997993298346e-01 5.520769240578595749e-01
8.249026168041817889e-03 1.502721698442523006e-02 1.570133446906109143e+01 6.553658597034861533e-01 8.573101120996676761e-01 5.618517786486907362e-01
3.498205380099886352e-02 1.502721698442523006e-02 1.577129857666308865e+01 6.560546311596904268e-01 9.194391076322251388e-01 6.032022846314544218e-01
4.406494781168869557e-03 1.502721698442523006e-02 1.578011156622542543e+01 6.567426802540440312e-01 9.275779258734883070e-01 6.091800131826416997e-01
9.727188312174422273e-04 1.502721698442523006e-02 1.578205700388786070e+01 6.574300092545619645e-01 9.293842273590995351e-01 6.110050811937367543e-01
-6.524926101667724056e-03 1.502721698442523006e-02 1.576900715168452649e+01 6.581166204174161427e-01 9.173346938686524066e-01 6.037132085204826026e-01
-8.522235217814854227e-03 1.502721698442523006e-02 1.575196268124889798e+01 6.588025159870213310e-01 9.018317052329152261e-01 5.941289964043103833e-01
7.933193489045935534e-03 1.502721698442523006e-02 1.576782906822699104e+01 6.594876981961205198e-01 9.162546333664040032e-01 6.042586591203401580e-01
-1.554207539259365445e-02 1.502721698442523006e-02 1.573674491744180415e+01 6.601721692658706342e-01 8.882117389062580415e-01 5.863726704411554858e-01
-2.730158607967788850e-02 1.502721698442523006e-02 1.568214174528244698e+01 6.608559314059255785e-01 8.410128902325210154e-01 5.557883568990020784e-01
2.874233952393519427e-03 1.502721698442523006e-02 1.568789021318723442e+01 6.615389868145197250e-01 8.458613480903405257e-01 5.595702592012475884e-01
-2.486944727936549193e-03 1.502721698442523006e-02 1.568291632373136224e+01 6.622213376785508476e-01 8.416645730497052114e-01 5.573682394416221708e-01
1.712418857741160663e-02 1.502721698442523006e-02 1.571716470088618678e+01 6.629029861736612794e-01 8.709895183400909735e-01 5.773815526336052439e-01
-1.841305909225484511e-02 1.502721698442523006e-02 1.568033858270167613e+01 6.635839344643187365e-01 8.394977736701733084e-01 5.570772356260897951e-01
9.657775578508966813e-03 1.502721698442523006e-02 1.569965413385869368e+01 6.642641847038972536e-01 8.558707533801698242e-01 5.685242882059887704e-01
5.922676825555818134e-03 1.502721698442523006e-02 1.571149948750980485e+01 6.649437390347556764e-01 8.660691275617710128e-01 5.758872439434927770e-01
1.564747595927806420e-02 1.502721698442523006e-02 1.574279443942836210e+01 6.656225995883171542e-01 8.936012809895369502e-01 5.948012076477058319e-01
1.364231670645191762e-02 1.502721698442523006e-02 1.577007907284126631e+01 6.663007684851468548e-01 9.183185315388248116e-01 6.118763432784705136e-01
6.113873376706739290e-03 1.502721698442523006e-02 1.578230681959468029e+01 6.669782478350289034e-01 9.296164311396323265e-01 6.200339384001647414e-01
4.999836283686822855e-03 1.502721698442523006e-02 1.579230649216205506e+01 6.676550397370435430e-01 9.389589241509378459e-01 6.269006578154461273e-01
2.847688893926586876e-02 1.502721698442523006e-02 1.584926027004058824e+01 6.683311462796426294e-01 9.939883754618340506e-01 6.643133903610474178e-01
1.884927343283971171e-02 1.502721698442523006e-02 1.588695881690626877e+01 6.690065695407251267e-01 1.032175571245575574e+00 6.905322380827408901e-01
-5.228316950592643009e-03 1.502721698442523006e-02 1.587650218300508342e+01 6.696813115877111589e-01 1.021438722654273823e+00 6.840384234935904528e-01
-1.607037959345466961e-03 1.502721698442523006e-02 1.587328810708639182e+01 6.703553744776161727e-01 1.018161011281607520e+00 6.825297059961904500e-01
-2.727038374585472047e-02 1.502721698442523006e-02 1.581874733959468315e+01 6.710287602571242127e-01 9.641169275903681557e-01 6.469501866638723842e-01
-9.312108428861298401e-03 1.502721698442523006e-02 1.580012312273695940e+01 6.717014709626598634e-01 9.463271791331400173e-01 6.356493582356745886e-01
-1.549914254743095694e-02 1.502721698442523006e-02 1.576912483764209583e+01 6.723735086204608580e-01 9.174426576332967986e-01 6.168641386709800001e-01
9.612273990428079132e-03 1.502721698442523006e-02 1.578834938562295065e+01 6.730448752466487994e-01 9.352507053993849295e-01 6.294656943398693194e-01
6.222417414354248881e-03 1.502721698442523006e-02 1.580079422045166027e+01 6.737155728472995486e-01 9.469624702877934563e-01 6.379833631348347245e-01
-5.781170602253369109e-03 1.502721698442523006e-02 1.578923187924715421e+01 6.743856034185137238e-01 9.360764224753704843e-01 6.312764630168963276e-01
6.549958946950836577e-04 1.502721698442523006e-02 1.579054187103654527e+01 6.750549689464857561e-01 9.373034784442010325e-01 6.327313705345831707e-01
-2.082157464487181808e-02 1.502721698442523006e-02 1.574889872174680150e+01 6.757236714075723905e-01 8.990727582197142187e-01 6.075247450467580190e-01
6.143649516857530024e-03 1.502721698442523006e-02 1.576118602078051723e+01 6.763917127683609642e-01 9.101880828650711353e-01 6.156436763104563559e-01
-9.077636225492846656e-03 1.502721698442523006e-02 1.574303074832953087e+01 6.770590949857366869e-01 8.938124718784913325e-01 6.051638632970155474e-01
1.324517263910419788e-02 1.502721698442523006e-02 1.576952109360773946e+01 6.777258200069500305e-01 9.178062717969027728e-01 6.220210081610776376e-01
9.766474681848899206e-03 1.502721698442523006e-02 1.578905404297143633e+01 6.783918897696823436e-01 9.359099689317880166e-01 6.349137324779203784e-01
1.155237807677467546e-02 1.502721698442523006e-02 1.581215879912498679e+01 6.790573062021119100e-01 9.577856839256326804e-01 6.503913664454875621e-01
1.251341979107673495e-02 1.502721698442523006e-02 1.583718563870714036e+01 6.797220712229791184e-01 9.820585016369007825e-01 6.675268387947695947e-01
-2.290005533998367565e-02 1.502721698442523006e-02 1.579138552802717399e+01 6.803861867416509668e-01 9.380945747361671971e-01 6.382665905077714585e-01
1.653297091183426881e-02 1.502721698442523006e-02 1.582445146985084250e+01 6.810496546581847888e-01 9.696320907781711407e-01 6.603676005699671281e-01
5.771264101069624800e-03 1.502721698442523006e-02 1.583599399805298091e+01 6.817124768633919807e-01 9.808889377899002726e-01 6.686842273086545108e-01
-1.905186694586390866e-02 1.502721698442523006e-02 1.579789026416125353e+01 6.823746552389007292e-01 9.442165216525347793e-01 6.443094234335224879e-01
-1.038039874946972661e-02 1.502721698442523006e-02 1.577712946666231275e+01 6.830361916572186276e-01 9.248159164863412052e-01 6.316827415808108359e-01
-6.775272677973818297e-03 1.502721698442523006e-02 1.576357892130636529e+01 6.836970879817937385e-01 9.123686803431021453e-01 6.237838099163709460e-01
2.040121309974285424e-02 1.502721698442523006e-02 1.580438134750584922e+01 6.843573460670767661e-01 9.503654447862336374e-01 6.503895735877638362e-01
