# Solid Silica - BKS potential, melted and quenched
# 216 atoms, T~1000K, dens~2.295g/cm^3
# NVE, dt = 1.0 fs, 100 ps, print_step = 1.0 fs
# Temperature = 983.172635 K, Volume = 3130.431110818 A^3
# LAMMPS metal units
Temp c_flux1[1] c_flux1[2] c_flux1[3]
973.73181 968.92306 -842.68498 1033.9228
983.63812 867.34788 -753.33658 1207.3769
993.46934 749.72725 -629.93801 1357.4064
1002.1559 619.68042 -475.11941 1474.2553
1008.8786 480.74883 -294.27125 1550.3378
1013.1793 335.85634 -95.349992 1581.1971
1015.0298 187.32978 111.76651 1565.708
1014.8748 37.527093 316.07868 1505.9358
1013.6176 -110.26998 506.61816 1406.38
1012.491 -251.09702 673.82598 1273.4411
1012.7716 -378.45241 810.69972 1114.7523
1015.3829 -485.31986 913.67316 939.07229
1020.5172 -565.62744 983.10329 755.87363
1027.4299 -615.70367 1022.9016 574.67984
1034.5102 -635.24165 1039.6263 403.96661
1039.6326 -627.55648 1040.8131 249.80514
1040.702 -599.21306 1033.0776 115.01332
1036.242 -559.03287 1020.5007 -1.3543618
1025.8677 -516.81366 1003.737 -103.36842
1010.52 -481.8309 980.10846 -196.85942
992.38366 -461.70181 944.80166 -287.58733
974.46545 -461.4653 893.04717 -379.23149
959.90333 -483.01993 822.31168 -472.13832
951.17864 -524.99708 733.70949 -562.98328
949.47461 -582.66451 631.90437 -645.3934
954.39862 -648.49134 523.98233 -711.67776
964.15954 -713.14638 417.34517 -754.85613
976.12542 -766.93133 317.78236 -770.48715
987.55375 -801.25827 228.27094 -757.61678
996.23972 -810.06969 148.99269 -718.38648
1000.9063 -790.59771 78.296671 -656.70789
1001.3031 -743.48546 13.952314 -576.79484
998.0817 -672.02815 -45.893998 -482.11666
992.53467 -580.99493 -102.36348 -375.23523
986.25784 -475.47976 -155.83184 -258.38406
980.7707 -359.88639 -206.06696 -134.43176
977.15182 -237.77105 -252.42092 -7.8793855
975.77917 -111.94306 -294.1663 115.09224
976.26669 14.795731 -330.72655 227.36441
977.631 138.76293 -361.79269 322.42609
978.64374 255.34287 -387.00439 396.14453
978.24881 359.35918 -405.64525 447.84857
975.90011 446.29832 -416.29499 480.69587
971.70625 513.46827 -416.84968 500.77784
966.34214 560.76634 -404.89696 515.79892
960.78512 590.95789 -378.40508 533.5742
955.98927 609.12376 -336.60035 560.88679
952.6206 621.65009 -280.6454 602.86122
950.94192 634.58081 -213.85652 662.69336
950.8627 652.32532 -141.34128 741.49328
952.10691 676.74176 -69.191081 838.2822
954.403 707.04329 -3.3618929 949.89582
957.61358 740.10879 51.295142 1071.1019
961.75951 771.48375 91.710062 1194.8458
966.93174 796.35251 116.7335 1312.7914
973.12632 810.6812 127.14763 1416.0703
980.06758 811.91728 125.36746 1495.9641
987.09362 799.26754 115.23438 1544.3834
993.16797 773.60824 101.45346 1554.1006
997.0465 736.92967 89.020451 1518.9883
997.58052 691.69827 82.652814 1434.5178
994.07668 640.22671 86.339025 1298.4838
986.60688 584.33195 103.36841 1112.0723
976.15366 525.39008 136.33701 880.51229
964.51627 464.75092 187.22571 613.13085
953.97252 404.11919 257.07747 322.41663
946.7622 345.67561 345.48868 22.438644
944.5262 291.82122 449.95052 -273.03703
947.86587 244.47288 565.51239 -551.99715
956.16099 204.40161 684.98615 -804.98757
967.71588 170.59456 800.06992 -1025.3224
980.20851 140.12575 902.90073 -1208.7902
991.3185 108.61112 987.67211 -1353.3224
999.34076 71.337698 1051.342 -1458.8865
1003.5879 24.571565 1093.1506 -1527.817
1004.456 -33.22153 1113.513 -1565.4148
1003.1605 -100.81655 1112.6902 -1580.0161
1001.2693 -174.27438 1090.0923 -1581.9599
1000.2029 -247.72054 1044.2465 -1581.1638
1000.8582 -314.68422 973.3783 -1584.2848
1003.459 -369.50177 876.30763 -1592.7661
1007.633 -408.80916 753.12724 -1602.494
1012.6235 -432.31595 605.50414 -1605.0039
1017.497 -442.75292 436.54623 -1589.4668
1021.2672 -444.69814 250.49287 -1545.0316
1022.9601 -442.68241 52.640804 -1462.9745
1021.6695 -439.18857 -150.81916 -1338.2996
1016.6517 -433.30137 -352.71803 -1169.8001
1007.5014 -420.35688 -545.14335 -959.36017
994.41728 -393.05786 -719.66374 -711.00391
978.47528 -343.68564 -867.91147 -430.59038
961.73559 -266.77194 -982.33206 -125.86893
947.01293 -161.08578 -1056.9962 193.37074
937.2745 -30.337749 -1088.2607 515.85833
934.82934 117.59757 -1074.8387 829.85796
940.59487 272.27898 -1017.7995 1124.2168
953.72891 422.44589 -920.22262 1389.2843
971.78609 557.61986 -786.85503 1617.4697
991.36674 669.33705 -623.71284 1803.8227
1009.0376 751.57751 -437.89409 1946.164
1022.1982 800.86904 -237.32989 2044.8594
1029.6213 815.7989 -30.732422 2102.2576
1031.5544 796.54619 172.56785 2122.0789
1029.4437 744.62185 362.88915 2108.9001
1025.4309 662.6177 530.7613 2067.7688
1021.7742 554.41474 667.79147 2003.717
1020.2889 425.33556 767.69546 1921.2676
1021.8906 282.42854 827.17245 1823.9621
1026.321 134.50686 846.17557 1714.2964
1032.156 -8.1265512 827.37913 1593.9538
1037.1416 -134.4876 775.19243 1464.2555
1038.8153 -234.06381 694.45972 1326.329
1035.2649 -298.37874 589.54315 1181.0691
1025.7926 -322.40228 463.91058 1029.0775
1011.2478 -305.52509 320.57536 870.54603
993.88346 -251.82789 163.04728 705.28714
976.76628 -169.42252 -3.5097053 532.85403
962.94581 -69.254813 -171.68325 352.90561
954.65717 36.488524 -331.96402 165.71091
952.79671 136.08207 -473.82326 -27.392323
956.79778 219.69186 -587.24289 -224.03969
964.89235 280.35603 -664.46242 -421.08132
974.63939 314.55157 -701.04538 -615.09996
983.55867 321.94726 -696.18094 -802.74954
989.7155 304.67042 -652.25434 -981.15546
992.14685 266.33096 -573.81513 -1148.0167
991.06689 211.1953 -466.27247 -1301.7575
987.81863 143.56935 -334.70466 -1441.3977
984.5636 67.777126 -183.23953 -1566.2625
983.73862 -11.700064 -15.168284 -1675.5527
987.37062 -90.036677 166.29398 -1768.0917
996.408 -162.2924 357.01516 -1842.0581
1010.2652 -223.98346 551.24987 -1894.9917
1026.7465 -271.87674 741.50608 -1924.0756
1042.4185 -304.48248 919.07703 -1926.55
1053.3668 -321.97874 1074.9498 -1900.0106
1056.1493 -325.65789 1200.7419 -1842.6389
1048.6878 -317.19262 1289.7084 -1753.1166
1030.8501 -297.90448 1337.2116 -1630.6469
1004.5564 -268.36955 1341.2573 -1474.9499
973.39246 -228.23233 1302.6063 -1286.3955
941.85491 -176.40438 1224.9303 -1066.2866
914.44151 -111.5828 1114.6827 -817.26904
894.80161 -32.848706 980.5691 -543.80471
885.11509 59.669515 832.59441 -252.30109
885.80235 164.23829 680.60943 49.259484
895.59271 277.21348 532.95107 352.14169
911.9051 393.15121 395.27257 647.99951
931.43824 505.32584 269.94698 929.71275
950.84326 606.60647 156.32085 1191.7848
967.33702 690.61832 51.736619 1430.0615
979.12601 752.67975 -47.004452 1640.6703
985.55825 790.36405 -141.95588 1818.8704
987.0043 803.33306 -233.00633 1958.3356
984.55591 792.93581 -317.67213 2051.5298
979.67114 761.27604 -391.58839 2090.9036
973.87325 710.33958 -449.76813 2070.8499
968.54471 641.10584 -488.07314 1989.4308
964.79097 553.38885 -504.34393 1849.111
963.32368 446.06447 -498.73823 1656.2356
964.34973 317.97537 -473.48333 1419.6625
967.51603 168.99571 -432.44366 1149.1424
971.96715 0.64427621 -380.80456 854.21326
976.52482 -183.52907 -324.72735 544.00978
979.95321 -378.23392 -270.99357 227.57086
981.23274 -577.1119 -226.21657 -85.69075
979.76248 -773.20115 -195.87058 -385.9367
975.44612 -959.28927 -183.36095 -663.53113
968.65835 -1127.8808 -189.26181 -910.13535
960.13283 -1271.1224 -211.11896 -1119.9992
950.8234 -1380.9509 -244.0358 -1290.9469
941.78426 -1449.722 -281.77168 -1424.756
934.08497 -1471.2692 -318.21909 -1526.7761
928.75181 -1442.007 -348.62692 -1604.84
926.71544 -1361.6522 -370.25359 -1667.4364
928.73871 -1233.5558 -382.34398 -1721.6208
935.30082 -1064.2577 -385.48607 -1771.3151
946.43162 -862.76155 -380.80162 -1816.1849
961.53117 -639.47461 -369.11899 -1851.9559
979.24977 -405.21167 -350.52497 -1871.5907
997.51461 -170.28437 -324.18083 -1867.2758
1013.756 56.167634 -288.41004 -1832.5887
1025.3273 266.53669 -240.84284 -1764.2147
1030.0546 454.99984 -178.57529 -1662.837
1026.8003 617.41564 -98.262183 -1532.8535
1015.8826 751.13785 3.4100641 -1380.8888
999.18885 854.72541 129.32194 -1213.873
979.90029 927.63416 281.02789 -1037.4081
961.86317 970.12875 457.98689 -855.04884
948.74152 983.23949 656.83682 -668.52132
943.16198 968.90109 871.28025 -478.57522
946.08545 929.8471 1092.4033 -286.15337
956.61038 869.32468 1309.5517 -93.346162
972.27529 790.94983 1511.5404 95.969214
989.74826 698.5482 1687.5024 276.38836
1005.6673 596.19004 1827.8056 441.53884
1017.3848 488.28922 1924.6121 585.14617
1023.445 379.59779 1972.3784 701.70428
1023.724 275.20304 1967.9874 786.89411
1019.2697 179.8955 1910.8436 837.87662
1011.9325 97.485817 1802.6123 853.92729
1003.8746 29.960781 1646.8737 836.93421
997.0521 -22.778338 1448.6252 791.84233
992.75885 -62.573129 1213.7394 726.25026
991.34816 -91.993808 948.58933 649.09094
992.23007 -113.37665 659.76895 568.59398
994.15881 -128.19635 354.17894 490.65251
995.70709 -137.07829 39.139753 417.76004
995.72334 -140.60213 -277.26747 349.5782
993.58951 -140.07123 -586.05366 284.12055
989.2321 -138.10527 -877.50201 219.21299
982.98448 -138.54013 -1141.7712 153.28312
975.45158 -145.67882 -1369.8094 85.705042
967.4701 -163.02017 -1554.4693 16.295538
960.1368 -192.13787 -1691.3173 -55.226104
954.78229 -232.1151 -1778.911 -129.74366
952.76351 -279.83852 -1818.6119 -208.48765
955.06658 -331.11291 -1813.8911 -292.20624
961.86835 -382.06602 -1769.5002 -380.20692
972.28103 -430.22154 -1690.9065 -470.06173
984.42734 -475.04795 -1583.788 -558.23813
995.83717 -517.69183 -1453.8341 -641.29478
1004.028 -560.09835 -1306.5343 -717.03478
1007.096 -603.85526 -1147.1561 -785.34429
1004.1707 -649.2431 -980.98923 -848.04896
995.66267 -694.67427 -813.6335 -908.27222
983.28834 -736.69547 -651.23345 -969.15765
969.85649 -770.44775 -500.32493 -1032.6449
958.795 -790.24492 -367.32619 -1098.653
953.4282 -790.34572 -257.5668 -1164.9376
956.11524 -765.59179 -174.3256 -1227.5984
967.47502 -712.04534 -118.20879 -1281.9203
985.97245 -627.46307 -87.196027 -1323.032
1008.0615 -511.66408 -77.183714 -1346.419
1028.9183 -366.64799 -82.826736 -1348.1854
1043.5941 -196.60005 -98.585189 -1325.2262
1048.2752 -7.6814401 -119.42961 -1275.2573
1041.2759 192.38193 -141.30916 -1196.8561
1023.4898 394.79278 -161.25989 -1089.5958
998.20797 590.16974 -177.56604 -954.17305
970.38642 769.03952 -189.84813 -792.78182
945.5634 922.31606 -199.10427 -609.43338
928.65874 1041.9057 -207.47692 -410.01443
922.90733 1121.461 -217.3827 -202.0533
929.15287 1156.9901 -230.18127 5.8620092
945.6594 1147.066 -244.90516 204.90774
968.49729 1092.3472 -257.56448 386.71629
992.44976 994.82078 -261.43727 544.13083
1012.2536 856.92631 -248.18659 671.74886
1023.863 681.26263 -209.90046 765.93712
1025.3898 470.49822 -140.98038 824.6204
1017.461 227.87515 -39.741821 846.91668
1002.905 -42.022904 91.113256 832.85493
985.88998 -332.5423 245.00721 783.57429
970.79444 -634.47695 412.75844 701.55985
961.13145 -936.16796 583.88288 590.92328
958.79357 -1224.3097 747.64781 457.28445
963.76463 -1485.4293 893.72775 307.26859
974.31703 -1707.5923 1012.738 147.81684
987.59045 -1882.0117 1096.7267 -14.605458
1000.3637 -2004.0419 1139.6941 -174.69561
1009.8117 -2073.3344 1138.1104 -328.69811
1014.0799 -2093.2331 1091.3384 -474.5702
1012.5738 -2069.4581 1001.7826 -611.55745
1005.9383 -2008.1836 874.38981 -739.65904
995.77418 -1914.4692 715.43332 -859.0709
984.20026 -1791.4201 531.27534 -969.89863
973.39451 -1640.6555 327.58278 -1071.9258
965.20279 -1463.6348 109.17252 -1164.5293
960.85606 -1263.2815 -119.3496 -1246.2295
960.81049 -1044.9694 -352.93117 -1314.2518
964.72069 -816.32256 -585.59064 -1364.3236
971.54212 -586.19706 -810.41165 -1390.9331
979.74229 -363.20956 -1020.1115 -1388.2927
987.58564 -154.33456 -1207.8949 -1351.7497
993.44776 35.91713 -1368.332 -1279.5863
996.10184 205.65092 -1497.9005 -1174.2106
994.92049 354.96738 -1594.9612 -1042.381
989.9417 484.74241 -1659.5679 -894.06007
981.79214 595.55037 -1692.9373 -740.28699
971.51268 686.79732 -1697.0182 -590.78513
960.34801 756.62359 -1674.0228 -452.27814
949.5579 802.54415 -1625.9719 -327.91112
940.26513 822.70104 -1554.3146 -217.7763
933.32802 817.20425 -1459.867 -120.14943
929.22874 788.92305 -1343.0314 -32.714942
927.99743 743.76469 -1204.3948 46.594952
929.20829 689.82498 -1045.3356 119.33639
932.06861 635.76134 -868.61847 186.67188
935.60449 589.02097 -678.57131 249.73395
938.90937 554.27537 -480.84827 309.6946
941.38705 533.00117 -281.65092 367.55186
942.91691 523.7795 -86.822139 423.73073
943.89249 523.56967 98.9804 477.65143
945.12259 528.98392 272.59945 527.7485
947.63244 537.28135 432.0641 571.65962
952.41518 546.87293 575.95917 606.81875
960.19199 557.08543 702.66926 630.91765
971.22075 567.43227 809.87241 642.16453
985.17462 576.75742 894.3649 639.16442
1001.113 582.65154 952.30599 620.82346
1017.5543 581.29792 979.85537 586.24375
1032.6523 567.9323 974.21834 534.90011
1044.4508 537.87323 934.47677 467.03163
1051.1823 487.98967 862.30857 384.04977
1051.5681 418.08203 762.10134 288.84375
1045.0726 331.6553 640.53071 185.77134
1032.07 235.71986 505.53585 80.406639
1013.88 139.61178 365.069 -20.823174
992.62853 52.883198 226.07028 -111.23961
970.92373 -16.989627 93.885251 -184.36531
951.38791 -66.484405 -27.735977 -234.47314
936.13858 -96.975394 -136.05573 -257.0657
926.34761 -114.1907 -228.59393 -249.51513
922.00903 -126.66839 -302.52786 -211.42803
922.00308 -143.33582 -354.51573 -144.91145
924.46264 -171.25955 -381.22844 -54.491745
927.34279 -213.89271 -380.2745 53.206431
929.01719 -270.51014 -351.10004 169.8435
928.70631 -336.66452 -295.44175 285.94499
926.61119 -405.82309 -217.21115 391.48023
923.7473 -471.14294 -121.9023 476.56455
921.57851 -526.95259 -15.743758 532.1361
921.59629 -569.62116 94.929135 551.06303
924.9771 -597.36255 204.24174 529.43196
932.38675 -609.62044 306.75798 467.84001
943.91557 -606.14373 397.28407 372.12497
959.07409 -586.26202 470.78526 252.89469
976.79653 -548.82043 522.835 123.97774
995.46151 -492.75022 550.22646 0.16781383
1012.9986 -417.99882 551.63193 -105.38524
1027.1399 -326.24075 527.89423 -183.40951
1035.816 -221.21324 481.99443 -229.74613
1037.6164 -108.29574 418.81539 -245.36756
1032.1806 6.4392963 344.70616 -235.24285
1020.3944 117.47988 266.8306 -206.60258
1004.3238 221.16995 192.30082 -167.02326
986.88839 316.18598 127.28517 -122.97026
971.34508 403.15157 75.857487 -78.866563
960.68795 483.50882 39.145553 -37.103391
957.08769 558.19577 14.90395 1.4687164
961.48931 626.57887 -1.9759084 36.700329
973.45301 686.2687 -18.173859 68.498821
991.25891 733.42285 -40.179798 96.496136
1012.2316 763.51272 -72.444783 120.37329
1033.2012 772.33422 -116.13913 140.25139
1051.0063 756.87677 -168.72904 157.22871
1062.958 715.64246 -224.56032 173.51265
1067.224 648.40436 -276.07402 192.15486
1063.1114 555.51057 -315.21863 216.27779
1051.2193 437.15522 -334.73007 248.02874
1033.412 293.47957 -328.99798 287.52651
1012.5531 125.32338 -294.84539 332.04933
991.98534 -64.468965 -231.61822 375.66212
974.83585 -269.84571 -141.39407 409.6197
963.33045 -481.17671 -28.547786 423.70063
958.33092 -685.92447 100.75025 408.31845
959.24372 -870.47615 239.32255 356.77424
964.31558 -1022.4426 379.70033 267.05831
971.19469 -1132.8897 514.56013 142.42285
977.55662 -1197.632 637.1001 -9.2356358
981.59903 -1217.4152 741.29873 -177.07042
982.29561 -1196.9356 822.31729 -349.59317
979.41021 -1143.3699 876.97223 -516.85929
973.36479 -1064.8307 904.00833 -671.81698
965.06813 -969.11659 904.27258 -810.39631
955.75247 -862.9988 880.49175 -930.3384
946.80428 -751.88451 836.75087 -1029.397
939.56262 -639.87828 777.82698 -1104.03
935.09418 -529.76755 708.40024 -1149.1107
934.00719 -423.20547 632.61596 -1158.7928
936.36993 -320.94626 553.86758 -1128.1879
941.76572 -223.33061 474.84373 -1055.0425
949.45712 -130.71988 397.70589 -940.60518
958.59368 -43.483358 324.32543 -789.4598
968.38908 38.199198 256.37289 -608.6108
978.21833 114.65051 195.44541 -406.07828
987.62003 186.97318 143.09838 -189.76056
996.23829 257.12142 100.94359 33.47984
1003.7676 327.55154 70.686069 258.15256
1009.933 400.27834 54.167311 479.80441
1014.5087 475.56394 53.237213 694.38854
1017.3493 550.66099 69.483314 897.61155
1018.4109 619.44929 103.84461 1084.3228
1017.7693 673.29289 156.22801 1248.0956
1015.6345 703.03924 225.03398 1381.2723
1012.3648 701.66179 307.05943 1475.6283
1008.4689 666.54601 397.29415 1523.6853
1004.5709 600.73895 489.07565 1520.1461
1001.3192 512.40584 574.27518 1463.2225
999.25382 412.95142 643.77597 1355.3561
998.67645 314.73693 687.97841 1202.9952
999.58035 228.92449 697.69845 1015.5277
1001.6802 164.15585 665.12785 803.73738
1004.5453 125.85227 585.6081 578.57688
1007.7882 115.98254 459.33541 350.44008
1011.2251 133.07051 292.49915 129.0556
1014.9292 172.36119 97.228156 -76.55602
1019.1423 226.15702 -109.93764 -258.47907
1024.0624 284.78386 -310.54319 -410.89201
1029.5936 337.76335 -486.78272 -531.28333
1035.1778 375.32914 -623.77969 -621.20322
1039.8205 389.87279 -710.87033 -686.1366
1042.3436 377.02585 -742.20426 -734.41831
1041.7888 336.08825 -716.46475 -775.31993
1037.8131 269.54446 -636.03797 -816.47177
1030.9155 182.12912 -506.27476 -861.68073
1022.3877 79.627345 -334.78746 -909.87075
1013.9781 -32.195662 -131.05099 -955.5547
1007.3607 -148.10022 94.170957 -990.62093
1003.5858 -263.77828 329.4092 -1006.4725
1002.6963 -375.91633 563.21188 -996.03054
1003.6341 -482.26874 784.77496 -954.91412
1004.4772 -581.55202 984.53089 -881.8128
1002.9628 -673.20359 1154.3192 -778.12214
997.17966 -757.05012 1287.7361 -647.67451
986.24448 -832.61095 1380.3058 -496.39311
970.7332 -898.42921 1429.9383 -332.20873
952.68169 -951.4561 1436.9985 -164.51862
935.11163 -986.99104 1404.1537 -2.9122393
921.2361 -999.24013 1335.6624 144.96733
913.62305 -982.3411 1236.525 275.48103
913.58634 -931.42411 1111.7978 390.13923
920.97639 -843.84443 966.31223 495.23811
934.39691 -720.01792 804.44803 600.01346
951.71357 -563.87466 630.15778 714.14213
970.6087 -382.80409 447.09227 844.62971
988.97655 -187.04123 258.81258 993.40827
1005.1018 11.368737 68.939509 1156.1414
1017.6937 199.95795 -118.97096 1322.7909
1025.8884 367.75399 -301.55534 1479.4296
1029.2877 507.31017 -475.8189 1610.9403
1028.0181 616.40758 -639.21139 1703.6003
1022.7485 698.63097 -789.48194 1747.0433
1014.6061 762.51769 -924.42011 1735.3182
1004.9752 819.76126 -1041.543 1667.0172
995.23778 882.4423 -1137.8391 1544.6153
986.53682 960.39427 -1209.5765 1373.5766
979.62797 1058.9737 -1252.5003 1161.2408
974.84293 1177.8534 -1262.3224 915.97068
972.1407 1311.0699 -1235.6202 646.41591
971.20193 1448.0778 -1170.7239 361.10468
971.52833 1575.3413 -1068.482 67.972317
972.5378 1678.1421 -932.55078 -225.78475
973.6691 1742.4935 -769.39065 -513.80044
974.49859 1756.7846 -587.66311 -790.43795
974.83536 1713.2386 -397.22588 -1050.6793
974.75368 1608.8425 -208.03518 -1290.0328
974.54297 1445.9154 -29.150377 -1504.6206
974.59433 1231.8423 131.90984 -1691.1383
975.27506 978.3108 269.44384 -1846.7412
976.83169 699.83035 379.48196 -1968.7848
979.35031 411.85586 459.78659 -2054.6008
982.77945 128.75421 509.86871 -2101.8072
986.98057 -137.8797 531.33299 -2108.7626
991.76406 -380.49264 528.01817 -2075.3548
996.89693 -595.83628 506.03169 -2003.7298
1002.091 -784.38333 473.16349 -1898.5619
1006.9826 -948.75991 437.89449 -1767.0044
1011.1058 -1091.9378 407.91173 -1617.4903
1013.8727 -1215.6186 388.7578 -1457.8522
1014.6011 -1319.2573 382.87012 -1293.15
1012.6433 -1399.7519 389.43001 -1124.0542
1007.6399 -1452.1761 405.04235 -946.67188
999.83534 -1471.1695 424.95032 -753.92334
990.32308 -1452.7307 444.2497 -538.11641
981.05632 -1395.867 458.76433 -293.5631
974.52632 -1303.1631 465.37043 -18.619693
973.14859 -1180.6257 461.70121 283.71313
978.53601 -1036.6052 445.67502 606.2235
990.9109 -880.40653 415.15153 938.54526
1008.8674 -720.73988 368.05686 1268.5398
1029.5772 -564.52884 302.73158 1583.7526
1049.3768 -416.30357 218.33131 1872.3339
1064.5588 -278.25611 115.22565 2123.7064
1072.148 -151.0759 -4.8680363 2328.7884
1070.4868 -34.89513 -138.76048 2480.0708
1059.5255 69.691746 -281.55142 2572.1138
1040.7745 161.34304 -426.58822 2601.709
1016.9404 238.25709 -565.56787 2568.0422
991.33868 299.06457 -689.38013 2472.3715
967.23299 343.7562 -789.41702 2317.7498
947.27118 374.25443 -859.24344 2108.6944
933.13806 394.33784 -896.19312 1851.2224
925.45846 408.81916 -902.08905 1553.0839
923.9013 422.41642 -882.99568 1223.8296
927.38958 438.67134 -847.8229 874.58516
934.34158 459.3524 -805.83076 517.39322
942.91391 484.40527 -764.20811 164.03642
951.2554 512.4005 -726.13728 -174.88181
957.78957 541.10977 -690.19514 -490.55323
961.51454 568.22367 -651.14455 -776.08515
962.25012 592.04058 -601.6988 -1026.2972
960.71463 612.04114 -534.82527 -1237.4714
958.34699 628.97212 -445.61846 -1407.1143
956.88593 644.45007 -332.57561 -1533.62
957.83674 659.98415 -197.76512 -1616.041
961.99774 676.21174 -46.307572 -1654.1027
969.18675 692.27424 114.59686 -1648.5582
978.2586 705.72625 276.74076 -1601.6486
987.4282 712.71576 431.8568 -1517.228
994.80132 708.48181 572.44546 -1400.7584
998.92727 688.3933 692.17339 -1259.0747
999.18411 649.04246 785.93572 -1099.735
995.89578 589.04059 849.87739 -929.79329
990.17864 509.22387 881.51127 -754.47761
983.58668 412.26948 879.87994 -576.53216
977.66314 301.92782 845.89108 -396.39525
973.52342 182.41353 782.56034 -213.40235
971.58329 57.783013 695.10044 -27.355275
971.51107 -68.472274 590.61599 160.22068
972.41891 -193.87469 477.51696 345.46346
973.21726 -317.13789 364.5478 522.61626
972.99284 -438.17439 259.7028 685.37039
971.26762 -557.79278 169.21385 828.39221
968.05285 -677.12831 96.742284 948.466
963.70561 -796.96008 43.277183 1044.7049
958.68921 -917.14335 7.3267428 1118.2793
953.36621 -1036.2147 -14.325326 1171.7995
947.93601 -1151.2456 -25.893638 1208.8146
942.54504 -1258.0572 -31.90485 1233.4112
937.4976 -1351.7186 -36.733068 1249.9373
933.43478 -1427.2266 -44.319715 1262.6857
931.35465 -1480.1129 -57.97765 1275.4331
932.42 -1506.9652 -80.2037 1290.6908
937.60014 -1505.6185 -112.71126 1309.1166
947.27697 -1475.0614 -156.48624 1329.2461
960.96449 -1415.3837 -211.94496 1347.659
977.25974 -1327.5991 -279.21832 1359.554
994.06625 -1213.8508 -358.4288 1359.6999
1009.0385 -1077.6314 -449.95346 1343.14
1020.1196 -923.83089 -554.71432 1305.8418
1026.0172 -758.721 -674.21032 1245.1176
1026.4784 -589.46207 -810.39838 1159.7953
1022.2892 -423.5958 -965.02816 1050.2386
1015.0066 -268.15281 -1138.8097 918.32347
1006.5062 -128.80159 -1330.2166 767.0028
998.4731 -9.1559953 -1534.5297 599.54323
991.98496 89.513214 -1743.4807 418.56516
987.3071 168.02391 -1945.5322 225.25107
983.9569 228.55254 -2127.1437 18.806365
981.0069 273.81586 -2274.4848 -203.27576
977.51899 306.15436 -2375.2507 -444.07589
972.95636 327.07775 -2420.4001 -705.50189
967.42008 337.09469 -2405.0162 -986.30706
961.63564 335.95593 -2328.3193 -1280.9328
956.70864 323.16811 -2192.8618 -1579.3839
953.74861 298.58711 -2003.3031 -1868.2572
953.4815 262.92919 -1765.4593 -2132.3405
955.95816 217.97711 -1485.5594 -2356.618
960.46007 166.55929 -1169.9426 -2528.1683
965.6425 112.20288 -825.14261 -2637.5396
969.8755 58.638853 -458.39116 -2679.2745
971.67576 9.5359949 -78.013969 -2651.6402
970.109 -31.595743 306.25433 -2556.5543
965.05514 -61.172101 683.5069 -2399.4499
957.27787 -75.563886 1042.4123 -2189.0892
948.30827 -71.567192 1372.0133 -1936.5508
940.17022 -47.204565 1662.6448 -1654.0008
934.98399 -2.3157127 1906.5418 -1353.6524
934.50158 60.917716 2098.1016 -1046.9678
939.66703 137.68945 2234.0663 -744.06973
950.31527 220.64799 2313.473 -453.17423
965.09383 300.45846 2337.4048 -180.23853
981.65087 367.08005 2308.6257 70.938163
997.092 411.11023 2231.1981 298.33757
1008.6411 424.82819 2110.0521 501.42344
1014.3429 402.80839 1950.7515 680.80707
1013.581 342.23012 1759.1921 837.93675
1007.2169 242.86576 1541.3533 974.6981
997.29861 106.85273 1303.0686 1092.9496
986.46112 -61.51927 1049.8613 1194.2991
977.23163 -256.27038 786.90083 1279.7991
971.46186 -470.19938 519.1202 1349.9827
970.03755 -695.20994 251.28941 1404.9266
972.9011 -922.58511 -11.813508 1444.2735
979.33104 -1143.1029 -265.42242 1467.17
988.34731 -1347.1767 -504.83142 1472.2352
999.08877 -1524.8909 -725.64127 1457.7387
1011.0298 -1666.4661 -923.99165 1422.035
1023.9715 -1762.9357 -1096.8342 1364.3055
1037.8299 -1807.1492 -1241.8076 1285.0253
1052.3185 -1794.8824 -1357.0655 1186.3155
1066.6713 -1725.8051 -1440.8959 1071.8416
1079.542 -1603.8908 -1491.6702 946.49133
1089.1575 -1437.1038 -1508.1745 815.81649
1093.7102 -1236.1732 -1490.3791 685.25265
1091.8736 -1013.0244 -1440.4163 559.45349
1083.266 -778.8532 -1363.2515 441.47641
1068.696 -542.85518 -1267.0102 332.36873
1050.0899 -311.52309 -1162.2065 231.18953
1030.1006 -88.858529 -1060.337 135.46986
1011.5096 122.91048 -971.78456 41.988176
996.57813 322.42089 -903.67849 -52.40596
986.52839 508.18581 -858.41505 -150.19716
981.29946 678.15012 -832.96733 -253.03378
979.64888 829.49892 -819.43742 -362.15748
979.58071 958.98108 -806.70449 -479.10522
978.98433 1063.2798 -782.67651 -606.52271
976.29214 1139.2797 -736.7208 -748.20212
970.93432 1183.9455 -661.42552 -908.15135
963.4219 1194.249 -553.69903 -1088.837
955.05207 1167.1047 -414.89887 -1289.7872
947.40345 1099.9305 -250.22418 -1506.7946
941.84618 991.49139 -68.015896 -1731.9163
939.22484 842.8352 121.25305 -1953.8832
939.7794 658.15601 306.0459 -2159.1911
943.2707 445.06479 474.95746 -2333.7937
949.20329 214.23837 617.95092 -2464.8261
957.0052 -21.645924 727.59701 -2541.5715
966.08359 -249.36557 799.93648 -2555.8226
975.78134 -456.32066 835.06854 -2501.9634
985.31217 -631.50925 836.84772 -2376.9784
993.74343 -766.04643 812.22193 -2180.4685
1000.0522 -853.447 769.9606 -1914.61
1003.2521 -889.86811 719.40435 -1584.0415
