Temp    c_flux[1] c_flux[2] c_flux[3] c_vcm[1][1] c_vcm[1][2] c_vcm[1][3]
1434.7322	-159.98578 53.951369 418.63727 -0.070679679 -0.1531092 0.024990329
1426.3579	-109.35952 47.056684 429.12117 -0.061703062 -0.14462906 0.031402824
1416.2247	-45.277403 16.05897 405.49409 -0.062971777 -0.14560383 0.034920748
1407.5634	19.63403 -37.636826 337.65781 -0.074271238 -0.15528956 0.030798065
1403.7184	78.941841 -101.95106 229.55947 -0.091912087 -0.17080969 0.015953662
1407.1367	136.22242 -163.66565 106.39572 -0.10957124 -0.18838777 -0.0092191299
1417.565	200.07344 -211.90359 0.76754551 -0.12024497 -0.20479818 -0.041197307
1430.8786	278.06417 -233.26355 -69.023571 -0.11850742 -0.21793904 -0.075087785
1441.0791	368.01162 -220.64181 -101.97834 -0.10280483 -0.22739954 -0.10626928
1443.6687	451.47487 -190.5857 -99.591911 -0.076540006 -0.23463814 -0.1315569
1437.2888	507.22573 -173.05743 -62.029177 -0.046763984 -0.24141406 -0.15005746
1424.1984	529.52206 -187.17392 6.087742 -0.021577535 -0.24829359 -0.16297582
1409.2552	531.58352 -233.80034 95.858077 -0.0071816397 -0.25476723 -0.17256767
1397.1748	536.98215 -299.28138 196.48255 -0.0053467157 -0.25956511 -0.18129734
1389.7925	561.48987 -361.16872 297.06258 -0.013308806 -0.26036567 -0.19109169
1385.8395	600.13012 -395.71299 388.50131 -0.026198804 -0.25397086 -0.20265428
1383.6709	631.86616 -387.62978 465.25341 -0.039697834 -0.2380282 -0.21560623
1383.3494	632.51487 -336.6806 528.83306 -0.051340839 -0.21315428 -0.2294378
1385.738	583.14213 -251.39078 585.64339 -0.060630708 -0.18312619 -0.2444817
1391.052	479.03129 -138.84646 636.42196 -0.068299661 -0.15347647 -0.26184248
1398.6419	337.22659 -9.3321902 673.26306 -0.074965831 -0.13044627 -0.28152573
1407.6758	192.09132 118.04652 688.10364 -0.079876438 -0.11962518 -0.30027905
1417.8243	79.748982 224.74873 678.62394 -0.080988149 -0.1235139 -0.31205272
1428.2809	19.656557 299.15277 643.70567 -0.076512645 -0.14019013 -0.311748
1436.7339	9.9771991 331.19996 575.06859 -0.065798795 -0.16437656 -0.29908496
1440.5634	33.948526 311.3926 460.49607 -0.048930725 -0.18943229 -0.27851086
1438.744	62.745016 238.28779 299.82468 -0.026356521 -0.20904284 -0.25539518
1432.3942	61.983035 124.67099 113.28727 0.0015127879 -0.21860145 -0.23287728
1423.6371	9.4023896 -3.9730552 -70.743665 0.035047425 -0.21628964 -0.2121498
1414.1094	-90.12858 -117.32668 -232.87428 0.075203755 -0.20347057 -0.19458129
1404.8244	-209.71776 -192.03593 -361.21126 0.12141579 -0.18418832 -0.18231942
1397.2145	-319.52685 -226.50485 -440.67021 0.16937815 -0.16400449 -0.17681414
1392.765	-402.32728 -240.76224 -458.33705 0.21153723 -0.14767534 -0.17779193
1391.7276	-457.63166 -245.57001 -412.36668 0.24040879 -0.13587247 -0.18372913
1393.6051	-489.33966 -229.06453 -313.50486 0.25209515 -0.12493928 -0.1927612
1398.1005	-491.94361 -188.11693 -178.88575 0.24715529 -0.11111918 -0.20260983
1404.9304	-455.70509 -144.05513 -21.126296 0.22879856 -0.093829159 -0.20986773
1413.1602	-383.49109 -119.11831 146.78237 0.20053829 -0.074813044 -0.21060459
1420.8003	-297.02214 -115.79821 303.88385 0.16502206 -0.055837835 -0.2019461
1425.4973	-227.45126 -117.90231 427.63724 0.1245936 -0.03776901 -0.18310168
1426.2459	-194.68926 -110.90358 506.69726 0.082813478 -0.021678849 -0.155494
1424.0499	-192.15942 -100.40888 544.89067 0.044750691 -0.0099012551 -0.12269304
1420.5311	-196.11262 -104.1294 549.44329 0.015089072 -0.0047235055 -0.090281566
1416.3665	-193.65595 -130.45283 525.8732 -0.0040807454 -0.0060247396 -0.064354898
1411.7023	-195.07379 -174.99121 488.14068 -0.013551999 -0.01066313 -0.049291415
1406.3776	-215.92155 -228.54831 455.20385 -0.015568121 -0.013865152 -0.047270484
1398.6419	-254.24802 -285.83942 439.20998 -0.012707197 -0.011744319 -0.058769378
1386.347	-289.83157 -349.9442 446.48028 -0.0081419055 -0.0032698558 -0.08227194
1369.9004	-301.56174 -422.62975 481.9853 -0.0059978109 0.0099788295 -0.11420337
1352.9151	-281.21217 -494.79526 546.76902 -0.010338269 0.025093886 -0.15012642
1340.415	-233.01935 -550.1886 630.9793 -0.023317108 0.038676924 -0.18648493
1335.8863	-167.39286 -574.35905 712.01764 -0.044431022 0.047669804 -0.22146762
1339.4596	-98.231778 -562.43677 764.93864 -0.071576769 0.050251041 -0.25417759
1348.7674	-37.906452 -522.50902 775.14539 -0.10225814 0.046221393 -0.28297607
1360.8287	8.6871831 -467.40781 740.85945 -0.13380625 0.037169883 -0.30463916
1373.6411	41.103817 -402.84735 671.12522 -0.1632239 0.026485815 -0.31489549
1386.6784	58.209677 -327.97266 583.25673 -0.1871744 0.018457993 -0.30986244
1399.8215	59.489204 -242.14923 495.27438 -0.20259949 0.016536792 -0.28757567
1411.7525	47.814295 -145.81088 418.37954 -0.20811869 0.021893422 -0.24894866
1419.8779	28.675663 -40.766679 354.38526 -0.20485044 0.033022045 -0.19805114
1422.3231	10.455626 64.415063 298.36472 -0.19536852 0.046200417 -0.14163457
1419.5437	4.2300069 153.61294 239.42936 -0.18200794 0.056908321 -0.087942477
1412.9054	14.583569 214.67718 162.84583 -0.16647393 0.062256276 -0.044616902
1403.0741	35.923317 245.15751 67.657809 -0.1500656 0.062263979 -0.015893103
1391.926	59.204169 249.77292 -30.233394 -0.13375732 0.058760657 -0.0017321368
1383.0642	73.773946 239.23526 -116.11658 -0.11867194 0.053451394 0.00081005185
1379.0086	68.045734 220.55028 -181.18649 -0.1062519 0.046561527 -0.0034820889
1379.6143	34.258952 190.01948 -218.31433 -0.097764643 0.036975225 -0.0091745212
1383.144	-28.562996 142.61189 -222.08036 -0.093957569 0.023516054 -0.012441818
1387.7292	-113.39333 86.381579 -194.71378 -0.094665092 0.005807037 -0.012910723
1391.4782	-202.04942 41.315816 -150.5872 -0.097799308 -0.016103459 -0.012996551
1392.4733	-266.90479 25.98398 -105.51585 -0.098992953 -0.042140951 -0.014893847
1390.0522	-281.84939 49.284342 -62.560352 -0.093328936 -0.071443922 -0.018255063
1385.4629	-237.31551 107.65892 -20.211731 -0.078262533 -0.10152321 -0.020856907
1380.9246	-147.43076 183.92274 11.15383 -0.055161262 -0.12874342 -0.020568183
1378.0189	-38.552196 252.10712 16.009429 -0.028019276 -0.14966804 -0.015776776
1377.3194	66.992734 290.46809 -9.3329008 -0.0012461435 -0.16222043 -0.0049042099
1379.5619	152.18829 290.82327 -54.680765 0.021146411 -0.16661871 0.013136786
1385.1176	200.63319 254.73291 -109.22241 0.035793135 -0.1656411 0.037981306
1392.449	201.41525 187.68254 -171.18713 0.040859409 -0.1632388 0.06779016
1399.0796	152.72143 100.2888 -243.52544 0.036404885 -0.16232532 0.10005264
1403.5421	60.065354 9.213709 -326.4641 0.023971418 -0.16360238 0.13219773
1406.064	-58.399599 -69.952361 -411.68649 0.0064394502 -0.16608375 0.16204004
1407.678	-170.36533 -134.23131 -481.90965 -0.012740124 -0.16839866 0.18789335
1408.3247	-247.83846 -188.58366 -527.43892 -0.031800971 -0.16900925 0.20760765
1407.2843	-283.3417 -231.95319 -555.9887 -0.051573746 -0.16573735 0.21811829
1404.9761	-279.28404 -255.8289 -575.65767 -0.072659814 -0.15643518 0.21708126
1401.5594	-236.05637 -248.3369 -583.16515 -0.092793349 -0.14060564 0.20489622
1396.0377	-160.7838 -205.36023 -570.88782 -0.10825234 -0.1207006 0.18521104
1389.0277	-69.531784 -135.38492 -541.58347 -0.11626707 -0.10126213 0.1627846
1383.0587	24.089106 -57.075503 -509.50624 -0.1155737 -0.086759314 0.14031792
1380.1316	109.79252 6.9911808 -481.65489 -0.10618462 -0.079763859 0.11769856
1381.3344	174.31453 42.966193 -454.18176 -0.08880403 -0.079512874 0.093123646
1386.6227	203.812 54.484546 -425.30987 -0.064167664 -0.081622935 0.064237482
1393.6431	188.33152 60.678661 -394.95494 -0.03361416 -0.079938804 0.029264225
1398.9412	122.53697 78.674386 -364.83663 -0.00013674438 -0.07026292 -0.012676655
1401.3297	8.54011 110.3596 -342.64699 0.032476344 -0.052902439 -0.061616089
1402.4965	-139.82406 148.06702 -335.17332 0.062385779 -0.031752429 -0.11606341
1404.2135	-298.50024 183.71436 -339.02137 0.091364954 -0.011552967 -0.17261076
1405.8303	-445.17411 210.84936 -341.95076 0.12313894 0.004554506 -0.22669248
1404.9593	-569.47693 227.47133 -330.68624 0.16013365 0.01654894 -0.27388423
1400.483	-669.56672 240.20618 -297.86819 0.2016577 0.027312449 -0.31111811
1394.4652	-747.68764 256.51844 -245.32063 0.24382246 0.040228174 -0.33739877
1390.743	-807.35957 275.82953 -181.57501 0.28069724 0.056714357 -0.35330899
1391.6207	-848.55702 290.79876 -115.15143 0.30653878 0.075434639 -0.35927606
1395.9456	-868.89342 289.0337 -49.306709 0.31803461 0.092681755 -0.35432648
1400.4841	-867.66484 259.14518 16.355563 0.31529325 0.10401097 -0.33719301
1403.059	-845.79059 201.04805 81.549042 0.30124052 0.10674777 -0.30877763
1403.638	-803.58745 127.40681 138.41988 0.27993684 0.10081087 -0.2732998
1403.0797	-744.47682 45.601594 169.85476 0.25443799 0.086418839 -0.23658297
1402.2869	-679.55633 -50.023222 163.31902 0.22583455 0.062583096 -0.20269658
1401.1636	-617.01798 -152.82162 125.72264 0.19480793 0.029611348 -0.17218195
1398.0678	-552.76847 -234.67317 74.405517 0.16347172 -0.0084879867 -0.14381099
1392.1551	-477.53332 -268.97035 18.474654 0.13495685 -0.045284766 -0.1173612
1384.9184	-391.38624 -247.24118 -38.934159 0.11114983 -0.074917847 -0.094159428
1378.1103	-307.11818 -178.86567 -94.391341 0.091322702 -0.094148477 -0.076257362
1371.8722	-235.46838 -86.534281 -139.97756 0.07358382 -0.10273849 -0.065049958
1365.7668	-175.28052 0.37563727 -162.04991 0.057194376 -0.1024212 -0.060016951
1360.0679	-120.08651 57.981765 -149.90112 0.043122434 -0.095470711 -0.058957543
1355.465	-67.071994 75.350538 -104.92306 0.032883368 -0.084324383 -0.059418879
1352.7033	-17.825121 52.670318 -40.729854 0.027262526 -0.071923888 -0.059969101
1353.0129	27.260053 1.6541921 23.603593 0.026111937 -0.061006769 -0.060559945
1358.0095	71.012736 -56.440259 68.333835 0.029011692 -0.052718221 -0.06201945
1368.1446	114.1648 -103.11836 71.684691 0.03600189 -0.0462898 -0.065061193
1381.3009	154.48647 -132.25253 18.593272 0.048013502 -0.039938523 -0.069078694
1393.6959	188.97504 -151.10221 -87.537617 0.066420115 -0.032134001 -0.072017337
1402.5731	209.35082 -174.36989 -230.66608 0.091710558 -0.022243264 -0.071709023
1407.6789	199.03819 -210.27017 -388.76716 0.12250681 -0.010104689 -0.066763341
1409.8775	144.48866 -253.33373 -536.68319 0.15577268 0.0044227988 -0.056561624
1409.646	51.397836 -291.81401 -653.22154 0.18749431 0.021076525 -0.041210953
1407.6119	-58.526269 -316.35428 -731.08141 0.2128139 0.038745409 -0.021833957
1404.67	-164.43398 -318.83015 -776.7899 0.22660104 0.055871842 -0.00060076987
1400.9574	-252.26675 -293.33969 -797.18417 0.225556 0.07099464 0.020043335
1395.9054	-314.54038 -243.5304 -790.46538 0.21007433 0.083223016 0.038301094
1389.6872	-354.10159 -178.60055 -749.73374 0.18446549 0.093338843 0.053301272
1383.5888	-378.28596 -100.94235 -670.90828 0.15649521 0.10417837 0.064628674
1379.0568	-388.08816 -7.1322875 -559.54525 0.13575395 0.11852868 0.071655975
1377.3738	-382.48993 96.33476 -431.44103 0.12974913 0.13612652 0.073614453
1379.1645	-372.75325 187.16665 -303.86577 0.14003286 0.15353718 0.070588392
1383.325	-380.03474 245.46527 -187.66197 0.16206541 0.16759371 0.064315126
1387.3154	-415.62793 269.85258 -85.575404 0.18845947 0.17809509 0.058128153
1388.5314	-470.78115 268.6708 5.3438801 0.21181626 0.18651074 0.056073738
1385.6231	-527.35957 247.03737 86.089983 0.22546886 0.19295828 0.061248366
1379.3227	-572.23581 205.94091 151.62563 0.22418475 0.19481489 0.074270478
1372.2795	-598.70704 145.36541 192.58187 0.20633555 0.18785926 0.092474582
1367.4501	-601.14126 69.668836 197.7125 0.17554231 0.16920968 0.10977901
1365.4504	-572.67927 -8.2407954 160.48292 0.13939626 0.13959986 0.1181093
1364.2019	-508.71318 -69.942793 85.843804 0.10570181 0.10282442 0.11094326
1362.2403	-415.4189 -96.792439 -11.28936 0.0790497 0.063125654 0.087341631
1360.3041	-312.64618 -78.848244 -104.86554 0.060441798 0.022748479 0.05374314
1358.8786	-222.0891 -15.200697 -162.32055 0.049853881 -0.018070657 0.020952915
1357.63	-154.54299 94.084257 -167.77433 0.048681727 -0.059450129 -0.0022263807
1357.038	-108.25558 238.07877 -129.42538 0.059780322 -0.10122859 -0.012748718
1358.1482	-76.477567 388.15798 -69.928309 0.085401266 -0.14239051 -0.01258153
1361.7072	-57.021533 506.24168 -17.661266 0.12495816 -0.18012861 -0.0060301888
1368.2184	-52.933902 557.25945 2.4408809 0.17446944 -0.21016099 0.0026143094
1377.3715	-67.01686 525.59201 -18.026072 0.22765807 -0.22835881 0.010487162
1387.2473	-95.528256 426.06008 -64.405677 0.27769962 -0.23275205 0.016657276
1395.5254	-121.1611 294.19047 -112.3395 0.31878128 -0.22505771 0.021469632
1400.7428	-119.19249 164.12697 -145.65001 0.34651484 -0.21046208 0.025363195
1402.3612	-78.662022 54.416721 -161.8529 0.35732351 -0.19533173 0.02845479
1401.2218	-14.291154 -30.199337 -166.61599 0.34844143 -0.18470402 0.031414928
1399.3294	46.87055 -91.279229 -164.29792 0.31964312 -0.18153166 0.036468233
1398.1664	88.045979 -132.89411 -158.29176 0.27519833 -0.18706893 0.046745709
1398.065	110.37722 -159.25584 -158.3533 0.22336798 -0.20057987 0.064556624
1399.0158	125.14444 -169.1537 -177.32445 0.17330026 -0.2184867 0.090249564
1400.4638	143.79851 -154.421 -219.1359 0.13155383 -0.23527024 0.12161885
1401.6692	172.4109 -111.64085 -273.56396 0.10022989 -0.2466836 0.15361995
1403.0692	211.85356 -52.13554 -322.78809 0.077642429 -0.25177399 0.17936634
1405.1807	257.02744 1.9245432 -356.28357 0.060712563 -0.25144493 0.19273128
1406.8475	299.99398 34.483684 -377.66788 0.047439627 -0.24548753 0.19133456
1406.1004	335.4239 43.201465 -396.12533 0.037875272 -0.23140968 0.17784376
1401.9911	360.14318 32.495911 -413.66245 0.033367305 -0.20571081 0.15860189
1395.8905	370.47812 6.6872451 -421.23704 0.035166374 -0.1663206 0.1403729
1391.3475	363.32662 -36.939511 -410.19327 0.043518436 -0.11533211 0.12708227
1391.0431	345.84522 -108.72224 -381.87596 0.057970322 -0.059903598 0.11910157
1394.0118	336.07538 -210.7923 -342.57266 0.077567446 -0.0090178413 0.11539768
1397.3486	337.48675 -326.95724 -295.78982 0.099690228 0.031183371 0.11567921
1398.7217	328.56584 -434.15944 -245.02525 0.12033602 0.058725395 0.12011017
1397.5147	290.91535 -515.41433 -204.14579 0.13696083 0.074099512 0.12740073
1394.8393	226.94791 -567.31798 -192.98821 0.1497719 0.078812136 0.13423695
1392.0111	153.63316 -594.31865 -221.03324 0.16014453 0.076411845 0.13689605
1389.745	92.513375 -597.64887 -280.67879 0.1686793 0.073980539 0.1331724
1388.4738	61.178443 -576.0785 -356.37471 0.17447503 0.080524073 0.12290358
1389.0343	64.503439 -530.1448 -432.25986 0.17552865 0.10289368 0.10783391
1392.1701	90.394983 -465.41584 -490.38998 0.17003058 0.14245072 0.091661713
1397.2016	119.90732 -396.98929 -517.86514 0.15818202 0.19464643 0.078727291
1402.7013	139.05926 -345.9864 -521.83037 0.14283742 0.25164933 0.071150145
1408.008	138.59641 -329.85871 -525.20118 0.12816292 0.30582854 0.067280341
1412.4126	112.65701 -354.86169 -543.65752 0.11789802 0.3517854 0.062929287
1414.1007	63.014568 -413.39777 -570.78206 0.11453394 0.38653624 0.053867017
1411.7467	0.29435242 -489.58537 -583.74677 0.11917239 0.40867934 0.037596097
1406.2671	-61.913398 -569.36069 -561.65322 0.13167463 0.41753021 0.013555339
1400.309	-114.92605 -645.41154 -498.21259 0.15105801 0.41289763 -0.017462355
1396.3175	-156.40385 -714.97439 -400.22189 0.17605853 0.39551334 -0.053658442
1395.2711	-187.98844 -773.06408 -280.80374 0.20529921 0.36754715 -0.092441198
1397.1222	-217.22593 -807.19234 -158.3551 0.23674816 0.33242905 -0.13089387
1401.4006	-256.63251 -803.22998 -54.255481 0.26745782 0.2936859 -0.16597907
1406.91	-313.70472 -758.24207 20.081726 0.29436109 0.25386007 -0.1942768
1411.9247	-384.28575 -681.17915 71.444234 0.31516589 0.21475232 -0.21245929
1415.225	-459.15251 -580.91998 115.44192 0.32834963 0.17808542 -0.21865396
1416.3277	-532.16533 -465.40521 160.57781 0.33296198 0.14479179 -0.21319916
1415.0478	-598.2667 -352.10648 199.9538 0.32915269 0.11370214 -0.19819652
1411.9412	-646.05768 -266.19313 217.31018 0.31888118 0.081907921 -0.17638147
1408.7039	-658.78727 -225.71476 201.12423 0.30530994 0.046903839 -0.15003819
1407.0602	-627.90332 -232.33023 154.06367 0.29044995 0.0086904125 -0.12068817
1407.0571	-562.37006 -275.88681 92.215408 0.27303077 -0.029630777 -0.089672715
1407.0708	-477.90305 -342.9345 36.849227 0.24912867 -0.062944219 -0.058672058
1405.7978	-382.32016 -418.94313 5.5385029 0.21510767 -0.08609063 -0.029003797
1403.0321	-277.52354 -485.86773 8.2215886 0.16999218 -0.095613371 -0.00030052596
1398.9481	-170.07855 -518.22718 43.741841 0.11580091 -0.090880033 0.02883728
1394.5308	-77.826371 -500.51919 93.790522 0.056794812 -0.075331704 0.05789161
1391.4206	-22.679724 -452.9957 130.11591 -0.0010046534 -0.056011257 0.083354536
1390.412	-18.313243 -413.53016 133.65644 -0.050808462 -0.039431493 0.10140673
1391.1251	-66.911048 -401.6805 100.99958 -0.087215359 -0.028246298 0.11027084
1392.3269	-155.62802 -416.43559 33.347914 -0.10745037 -0.022371182 0.10929969
1392.6704	-255.40411 -446.93127 -67.383795 -0.11111396 -0.021186535 0.097669241
1391.3428	-336.001 -475.33671 -185.98029 -0.10051592 -0.0240017 0.075457432
1388.095	-378.1652 -482.97356 -288.13156 -0.081360798 -0.030030889 0.045389869
1383.6902	-376.65829 -463.34929 -336.99715 -0.062343961 -0.038881096 0.012710522
1380.0404	-339.6665 -427.26353 -318.90342 -0.053106311 -0.050484682 -0.016932015
1379.2254	-282.93938 -389.87645 -256.88685 -0.060997235 -0.064017059 -0.03983246
1382.3048	-220.32218 -357.26543 -191.2526 -0.088426232 -0.077834506 -0.054575422
1388.4311	-157.56479 -333.67324 -145.90511 -0.13253343 -0.09162288 -0.061199368
1395.3674	-90.492911 -334.21358 -126.88353 -0.18690171 -0.10759569 -0.061822036
1401.9715	-7.5870331 -370.83887 -136.67988 -0.24374806 -0.1277494 -0.06077476
1408.8246	102.13666 -431.56877 -173.49788 -0.29550977 -0.15083445 -0.062023544
