# Solid Silica - BKS potential, melted and quenched
# 216 atoms, T~1000K, dens~2.295g/cm^3
# NVE, dt = 1.0 fs, 50 ns, output_step = 1.0 fs
# Temperature = 1065.705630 K, Volume = 3130.431110818 A^3
# LAMMPS metal units
c_flux1[1] c_flux1[2] c_flux1[3]
-1090.1379 390.6517 1127.6931
-1225.6439 237.63687 966.69699
-1306.7015 70.907201 805.15772
-1332.2774 -100.17602 644.23361
-1302.9765 -265.66139 482.60151
-1221.2602 -416.45998 318.20839
-1091.4871 -545.40584 150.60874
-919.7303 -647.60446 -17.466773
-713.38288 -720.15667 -179.6378
-480.95364 -761.40489 -327.07624
-232.09023 -770.3804 -450.95809
22.480289 -746.59298 -545.06778
271.08507 -690.50142 -607.63681
501.47451 -604.20605 -641.81885
701.37853 -491.82681 -654.47053
859.18434 -359.51751 -653.87239
965.16847 -214.83033 -647.08513
1012.8934 -65.998796 -637.70754
1000.6482 78.911668 -625.01212
932.34342 212.52019 -604.59417
817.41445 328.6903 -570.19537
669.92298 422.92186 -516.17914
507.00694 492.84373 -439.88674
346.701 538.4923 -343.0502
205.77821 562.38033 -231.83882
97.473421 569.2655 -115.62861
29.820778 565.47532 -4.7751938
4.8730347 557.8047 91.498059
19.099133 552.10558 166.99367
64.906802 551.94874 219.11396
133.04495 557.64375 248.26756
214.99393 565.67092 256.27868
304.72291 568.89933 244.65821
399.2692 557.442 213.88728
498.06129 520.73519 163.94272
601.27723 450.06648 95.711417
708.30582 340.94473 12.349929
816.59259 194.65993 -80.16489
921.76994 18.490131 -173.64462
1018.512 -175.62646 -259.10155
1101.8104 -373.28197 -328.41712
1168.1133 -560.00921 -375.37621
1215.4169 -723.1954 -396.01142
1242.868 -853.08057 -388.1518
1249.577 -942.8101 -350.94749
1233.7987 -987.88058 -284.75907
1192.6265 -985.41499 -191.36353
1122.5829 -933.65199 -74.404266
1020.6705 -832.3303 60.473664
885.59668 -683.21419 205.74852
718.38074 -490.80052 352.72695
522.36965 -262.47084 492.61372
302.61492 -7.9863982 617.81821
65.050977 261.75652 722.98971
-184.10531 536.41746 805.55106
-438.53258 807.49625 865.61147
-691.70587 1069.0579 905.28491
-936.30748 1317.2548 927.68283
-1163.9836 1549.3293 935.72581
-1365.5764 1762.2324 930.94303
-1532.0154 1951.5507 912.86044
-1655.6837 2111.0146 879.01043
-1731.6388 2232.7711 825.88685
-1758.2444 2308.1019 750.52791
-1736.8687 2328.423 652.28476
-1670.8851 2286.2817 533.46676
-1564.5603 2176.5094 399.01974
-1421.9853 1997.2906 255.22706
-1246.8845 1750.9663 108.05415
-1042.7552 1444.5543 -38.198154
-813.5942 1089.6391 -181.61694
-564.60923 701.63855 -322.55468
-302.90614 298.65672 -462.65324
-37.47824 -100.25458 -603.7171
221.36175 -476.87239 -746.83925
463.13074 -815.47116 -891.92922
678.33953 -1103.8321 -1037.6896
859.6986 -1333.5268 -1181.7408
1002.8798 -1499.8171 -1320.4245
1106.7179 -1601.1599 -1448.5146
1173.2315 -1638.8239 -1559.1224
1206.9371 -1616.4333 -1643.7803
1213.9467 -1539.7999 -1693.1211
1200.822 -1416.779 -1697.9435
1173.3377 -1256.9253 -1650.5308
1135.6273 -1070.8762 -1545.909
1089.6539 -869.37966 -1382.9896
1035.3363 -662.10565 -1164.8779
970.99455 -456.73976 -898.96867
894.0866 -258.59439 -596.35203
801.96201 -70.951959 -270.96681
692.96102 104.04351 61.570706
567.2767 264.37489 385.56538
427.40287 407.34894 686.7249
278.16855 529.61088 953.42794
126.33205 627.62122 1177.3885
-19.940302 698.47399 1353.6265
-152.05517 740.7331 1480.1547
-262.61938 754.75211 1557.4648
-346.70513 742.82496 1588.3293
-402.57607 708.83715 1577.6259
-431.25118 657.54854 1532.1303
-435.44667 593.71227 1459.9558
-418.43104 521.38386 1369.4098
-383.31054 443.24688 1267.4718
-332.72098 360.43507 1158.6108
-269.27583 272.54723 1044.2516
-196.20737 178.14693 923.37935
-118.12005 75.616356 793.91741
-40.976139 -35.661357 654.62886
28.665786 -154.50563 506.50877
84.826831 -277.51245 353.43353
123.32666 -399.51127 201.50832
142.34882 -514.28481 57.497289
142.33636 -615.44848 -73.127011
125.34502 -697.09065 -187.64477
94.309028 -754.39496 -286.57836
52.323569 -783.90386 -373.08976
2.4849774 -783.71151 -451.59633
-52.337525 -753.44633 -526.04889
-109.55165 -694.22547 -598.56252
-167.0808 -608.59178 -668.72566
-223.36939 -500.55867 -733.51233
-277.30609 -375.68132 -788.06338
-327.96717 -240.84767 -826.86135
-374.23547 -103.68543 -844.80864
-414.69069 28.003864 -838.27657
-447.4843 147.02916 -805.75326
-470.6578 247.24929 -748.11981
-482.63868 323.91131 -668.56882
-482.64589 373.96697 -572.10744
-471.0224 396.09279 -464.73583
-448.93678 390.80519 -352.46839
-417.9889 360.05383 -240.46307
-379.6537 306.61994 -132.54423
-334.62625 233.56993 -31.074303
-282.37008 143.94467 62.783487
-220.70107 40.884324 148.59925
-145.81005 -72.076586 226.18321
-52.878364 -190.39888 295.09202
62.765132 -307.96861 354.5444
204.26135 -416.81199 403.85578
371.9919 -507.44313 443.15835
563.17502 -570.00878 474.09353
772.03446 -595.84795 500.27847
990.51476 -579.10349 527.2629
1209.2782 -517.71539 562.06623
1418.4776 -413.83992 612.10537
1608.1146 -273.51398 683.6846
1768.1755 -105.67496 780.44748
1888.6796 79.109925 902.25623
1960.1635 270.07269 1044.4847
1974.6686 457.4714 1198.1132
1927.03 633.42176 1350.3357
1815.7868 792.25166 1486.0918
1643.5693 930.45077 1589.9523
1416.793 1046.2138 1648.2869
1144.6529 1138.7584 1651.1506
838.16476 1207.712 1593.6682
508.99375 1252.6784 1476.3201
168.84123 1272.9639 1304.3455
-170.85112 1267.8298 1086.4446
-499.02679 1236.6153 833.17855
-805.22656 1179.0578 555.52139
-1080.08 1095.5299 263.64598
-1315.5841 987.03722 -33.915766
-1505.248 854.68697 -330.77232
-1644.0722 699.21269 -622.6313
-1728.4925 520.71959 -906.74779
-1756.9053 319.03103 -1180.8726
-1730.3152 94.665146 -1442.0852
-1653.2492 -149.92885 -1685.7753
-1534.0052 -409.15235 -1905.5217
-1383.9903 -673.44746 -2093.439
-1216.1687 -929.20766 -2241.364
-1042.973 -1159.6596 -2342.1136
-874.35183 -1346.7124 -2390.796
-716.59854 -1473.7756 -2385.7013
-572.24828 -1528.6039 -2328.1199
-440.77723 -1505.665 -2221.2837
-320.17522 -1406.9914 -2068.8077
-208.30582 -1241.6486 -1873.64
-104.06411 -1023.7908 -1637.839
-7.5820559 -769.74093 -1363.6505
80.150809 -494.80307 -1054.9976
157.86393 -211.10403 -718.71308
224.55255 73.085298 -364.68473
279.60404 352.83826 -5.0510764
322.83725 625.38674 347.31722
354.45894 889.06568 680.66727
375.07128 1142.3431 985.80953
385.783 1383.1079 1256.7129
388.2317 1608.2685 1490.0513
384.46337 1813.4181 1684.1059
376.70858 1992.6749 1837.6454
366.95182 2138.3993 1949.3993
356.54666 2241.2548 2018.0911
346.45465 2290.7484 2042.6634
337.63866 2276.5864 2022.6353
331.89734 2190.8518 1958.4312
332.49808 2030.1282 1851.5567
344.49994 1797.127 1704.9128
374.25497 1501.0613 1522.9614
428.08285 1156.5321 1311.7546
510.43331 781.24926 1078.4832
621.91479 393.38395 830.56668
757.93901 9.0989304 574.48095
908.58426 -358.91059 314.78133
1059.9503 -701.69799 53.862775
1196.4315 -1013.2174 -207.29951
1303.34 -1288.9869 -467.70543
1369.0814 -1524.8327 -724.52839
1386.0236 -1716.4283 -971.80945
1350.2146 -1859.863 -1200.1715
1260.05 -1952.6967 -1397.8367
1115.0089 -1995.204 -1552.6579
915.1242 -1990.9373 -1654.3597
661.65094 -1946.2252 -1696.2418
358.36654 -1869.0368 -1675.7001
13.111397 -1767.4096 -1593.9784
-361.37716 -1647.8664 -1455.4134
-747.79477 -1514.4138 -1266.6778
-1125.8423 -1368.7197 -1036.1461
-1474.6719 -1211.4648 -773.47697
-1775.6101 -1043.8493 -489.35978
-2014.4607 -868.65426 -195.24652
-2182.5383 -690.32172 97.080543
-2276.3368 -514.53366 376.02891
-2296.1428 -347.40444 630.77296
-2244.4615 -194.64097 851.67372
-2124.874 -61.010289 1030.7248
-1941.6877 49.796542 1162.083
-1700.3374 135.38295 1242.7327
-1407.8551 194.95049 1273.0264
-1073.3337 229.94613 1256.7812
-707.80723 244.81961 1200.908
-323.78653 247.18519 1114.2757
65.690523 247.25121 1006.439
447.86796 256.57643 886.31918
810.83695 286.28603 761.28288
1143.6836 345.44998 636.48294
1436.6593 439.72574 514.80038
1681.3926 570.94411 397.17704
1871.4335 737.14486 283.11734
2002.492 933.05417 171.35694
2072.6112 1150.1831 61.082985
2082.285 1376.7381 -46.659319
2034.4385 1597.9686 -147.79544
1934.4136 1797.3533 -235.28304
1789.9995 1958.6218 -300.3919
1611.4095 2068.0592 -334.51785
1411.1144 2116.401 -330.92316
1203.3468 2100.0552 -285.98694
1002.6399 2020.8909 -199.82841
821.922 1884.6715 -76.10575
670.383 1698.7116 78.726369
552.10757 1469.9066 256.05891
465.78308 1204.0346 445.44741
405.88644 906.22435 634.75866
364.67588 582.03658 810.5635
334.42303 238.29139 959.01779
308.89045 -116.95648 1067.1239
283.79378 -475.18067 1124.0546
256.63341 -828.6313 1122.3579
226.06726 -1171.192 1058.6487
191.24119 -1498.6032 933.56432
151.303 -1807.565 751.21768
105.19899 -2094.1629 518.43213
51.945223 -2352.0418 244.01146
-9.154503 -2570.9618 -61.924026
-78.253547 -2737.0199 -388.42869
-155.13412 -2834.5654 -724.39948
-239.33031 -2849.5202 -1058.9218
-330.2804 -2773.0764 -1381.4519
-427.36237 -2604.4405 -1681.8527
-529.6556 -2351.736 -1950.5485
-635.74451 -2030.8186 -2178.6015
-743.53862 -1662.2593 -2358.3226
-850.38024 -1267.6169 -2483.6496
-953.28003 -865.69804 -2550.4836
-1049.2403 -470.05798 -2556.6909
-1135.4328 -88.070431 -2501.736
-1209.543 277.87323 -2386.3184
-1269.6391 628.23514 -2212.208
-1313.9225 963.58578 -1982.3235
-1340.4154 1282.333 -1701.0909
-1346.7479 1579.6926 -1374.6962
-1330.0068 1847.7504 -1011.3033
-1286.8623 2076.6778 -621.02747
-1213.7268 2256.2811 -215.72512
-1107.2371 2377.4935 191.21577
-964.6575 2433.4471 584.976
-784.74077 2419.8846 949.5344
-568.39491 2335.1681 1268.345
-319.24495 2180.1391 1525.3755
-43.70686 1958.1583 1706.7831
249.35443 1675.3922 1802.7375
549.56439 1341.1572 1809.2455
846.08354 968.08229 1728.9177
1128.7376 571.46795 1570.6637
1388.8715 168.49857 1348.1097
1619.7833 -223.15704 1077.5137
1816.5424 -586.67812 775.76294
1975.6098 -907.48351 459.02428
2094.1646 -1174.1096 142.02167
2169.5572 -1378.6187 -162.04862
2199.0918 -1516.5618 -441.5171
2180.2912 -1586.9328 -686.33812
2111.4702 -1592.1771 -888.33043
1992.4241 -1538.5384 -1041.7879
1824.8605 -1436.1034 -1143.6919
1612.4693 -1298.3 -1193.8417
1360.6789 -1140.8839 -1194.4138
1076.2788 -980.29519 -1149.4743
767.26379 -831.85446 -1064.2431
442.82462 -707.98151 -944.21052
113.69032 -616.86351 -794.22619
-207.69061 -562.29182 -617.79524
-507.51362 -544.15181 -416.96147
-771.78533 -559.78313 -193.05161
-987.93489 -605.06652 51.918628
-1146.6247 -675.05935 313.82689
-1243.3685 -764.04332 585.40922
-1279.6319 -865.07565 856.16118
-1262.9131 -969.67839 1113.0992
-1205.9277 -1068.0336 1342.1788
-1124.5885 -1149.8382 1530.0869
-1035.4832 -1205.7531 1665.778
-953.13492 -1229.169 1741.409
-887.97561 -1217.3524 1752.6494
-844.9543 -1171.7745 1698.5064
-823.118 -1097.1756 1580.8405
-816.32915 -1000.0448 1404.3541
-814.89105 -886.54857 1176.4552
-807.8778 -760.98846 907.25613
-785.43197 -624.85668 609.12535
-740.63944 -476.92183 295.73958
-670.76873 -314.05193 -18.901585
-577.38486 -132.52299 -321.39224
-465.92185 70.596748 -599.40049
-344.62138 296.47084 -841.81058
-223.22124 544.13418 -1038.6711
-111.57827 810.57118 -1181.4397
-18.008258 1090.9072 -1263.4816
52.388707 1378.3535 -1280.9924
98.880637 1664.1612 -1233.9862
125.07649 1937.7481 -1127.1405
137.67404 2187.3571 -969.85952
144.27192 2401.1922 -775.67686
151.30538 2568.8421 -560.66285
162.32515 2682.5417 -341.54761
177.67741 2737.909 -133.97702
195.21926 2733.8876 48.704745
211.98607 2671.8366 196.00757
225.71579 2554.3951 300.08992
235.45213 2384.4618 355.57202
241.30905 2164.7524 359.25921
243.35333 1897.9736 310.11929
240.66502 1587.4432 209.27378
230.81682 1237.7581 60.183848
210.39176 855.20939 -131.38332
176.60567 447.85002 -357.1988
128.8699 25.150466 -606.57709
69.640963 -402.41244 -866.52302
3.9764931 -823.77533 -1122.1691
-61.828489 -1227.6331 -1357.552
-121.88003 -1602.8507 -1556.6736
-172.12825 -1939.169 -1704.7144
-211.054 -2228.0385 -1789.2473
-239.59435 -2463.4626 -1801.1538
-260.47026 -2642.3909 -1735.2389
-277.25208 -2764.6046 -1590.4392
-293.51762 -2832.0543 -1369.9376
-312.21918 -2848.1366 -1081.2881
-335.34352 -2817.0298 -736.58031
-363.8781 -2743.5348 -352.26789
-398.07143 -2632.9695 51.692002
-437.74988 -2491.0524 453.33905
-482.65563 -2323.4215 830.80149
-532.70751 -2135.0584 1164.5701
-587.97414 -1929.6068 1439.5489
-648.55149 -1709.0073 1646.4346
-714.35772 -1473.6595 1782.108
-784.71276 -1223.1871 1849.0249
-857.9303 -957.54498 1853.7471
-931.05116 -678.06787 1805.3294
-999.86285 -388.03801 1713.7629
-1059.3324 -92.793141 1588.831
-1104.1643 200.64139 1439.2029
-1129.418 484.22678 1271.7345
-1131.0364 749.75321 1090.9625
-1106.0827 989.45057 899.08957
-1052.8887 1196.5354 696.44641
-970.97823 1365.512 482.34876
-861.14631 1492.2322 256.30607
-725.42384 1574.0107 19.093031
-567.21892 1609.8621 -226.31486
-391.31182 1600.8015 -474.39602
-203.45325 1549.9413 -717.55619
-9.7063616 1462.2766 -946.99658
184.48336 1344.1447 -1154.0251
375.03792 1202.5207 -1330.9484
559.76294 1044.2978 -1471.5717
738.32312 875.93459 -1571.0258
911.50247 703.47303 -1625.3751
1079.7554 532.83512 -1631.2453
1242.0449 370.02777 -1585.9929
1395.0775 220.92627 -1488.5891
1533.3312 90.594819 -1341.0255
1649.3908 -17.517059 -1149.6313
1734.8023 -102.33792 -925.65582
1781.2778 -165.32357 -684.47853
1782.2205 -209.98568 -443.80775
1734.0653 -240.77016 -221.0552
1636.9666 -261.86616 -30.702111
1494.8644 -276.20913 117.67067
1314.8841 -285.10416 220.10438
1106.609 -288.39439 277.87153
880.82979 -284.69474 295.98844
648.10156 -271.92476 281.55571
417.52321 -247.56202 242.51898
195.95823 -208.98206 187.00459
-12.01637 -153.83754 123.20786
-203.72525 -80.559326 59.208189
-377.84821 11.030159 2.5542209
-533.89465 119.15408 -40.59863
-671.90518 239.74177 -66.578967
-792.2083 366.57021 -74.853287
-895.23441 491.8624 -68.219003
-981.30556 607.23134 -51.995908
-1050.4004 704.66447 -32.425519
-1102.025 777.21476 -14.481942
-1135.2173 819.31318 0.16417961
-1148.6995 826.8656 14.13503
-1141.109 797.28831 34.062821
-1111.2355 729.85956 68.78834
-1058.3385 626.29961 126.67864
-982.4555 491.26694 212.96238
-884.67464 332.66237 327.57739
-767.40437 161.16679 464.59397
-634.47664 -10.762144 613.17479
-491.08058 -170.64589 759.91475
-343.53247 -307.95951 891.92381
-198.76311 -415.86601 999.16346
-63.697416 -492.34638 1075.3578
55.590183 -540.13708 1117.5276
154.61622 -565.72617 1125.0635
231.18451 -577.69296 1098.8527
285.60412 -584.94233 1040.9717
320.5394 -595.05221 954.88351
340.75154 -613.11574 846.01789
352.82829 -641.13214 722.18967
364.591 -677.98973 593.35787
383.96382 -719.65848 470.53075
417.15556 -759.84274 363.79404
467.08637 -790.90689 280.44834
532.4626 -805.32435 223.84965
607.93348 -797.45131 193.31221
685.25963 -764.98872 184.8293
755.15559 -709.68898 192.32822
809.37419 -636.92623 208.75199
842.45133 -554.2281 227.14118
852.61824 -469.14104 241.34316
841.45437 -387.13527 246.2132
812.60546 -310.25127 237.71312
770.38014 -236.84757 212.90608
718.73052 -162.69945 169.90461
660.8228 -82.620974 107.9538
599.03274 7.8660216 27.173961
535.45454 111.56784 -71.858968
472.29723 229.22231 -188.48905
411.98462 359.45203 -322.2026
356.90114 498.92391 -472.56022
308.54227 642.58899 -638.67616
266.73253 784.16201 -818.76915
229.25509 916.77852 -1009.653
192.04907 1034.0112 -1206.4538
150.05181 1130.7755 -1402.6689
98.467895 1204.2987 -1590.4719
34.001343 1254.4733 -1761.3349
-44.528114 1283.4943 -1906.7383
-136.28735 1294.8257 -2018.8717
-238.94324 1291.9988 -2091.3102
-349.5271 1277.4963 -2119.3745
-464.92921 1252.4299 -2100.1451
-582.03608 1216.7513 -2032.1777
-697.47992 1169.787 -1915.04
-807.25435 1110.8611 -1749.1041
-906.74503 1039.4899 -1535.8329
-991.12873 955.30011 -1278.2592
-1056.0984 857.79707 -981.59861
-1098.8578 746.18938 -653.45826
-1118.6499 619.60764 -303.64984
-1116.6561 477.62802 56.624668
-1095.4382 321.26859 415.94002
-1058.0358 153.79901 763.93583
-1007.0866 -18.771366 1092.3363
-944.74894 -188.22383 1395.3543
-872.93483 -345.40197 1669.465
-794.00927 -482.08001 1912.5583
-711.05694 -592.78714 2122.9568
-627.4125 -675.88462 2298.6657
-545.7083 -733.83166 2437.0884
-466.86169 -772.07958 2535.1955
-389.51059 -797.29135 2589.8353
-310.31393 -815.31958 2598.2873
-224.89318 -829.58355 2558.4611
-129.07664 -840.59369 2469.2758
-20.168547 -846.49938 2330.9957
102.14694 -844.40637 2145.4872
235.54795 -831.91851 1916.4133
375.571 -808.16838 1649.0365
516.46414 -774.16729 1349.7851
652.21837 -732.47775 1025.5482
777.21806 -686.40694 682.93545
886.80309 -639.10296 327.97084
977.47614 -592.86664 -33.830352
1047.2155 -548.7232 -396.79762
1095.3505 -506.36354 -754.32474
1122.4671 -464.32424 -1098.2067
1130.0331 -420.28074 -1418.5094
1119.9517 -371.58468 -1704.2973
1094.2308 -315.81775 -1944.9709
1054.8332 -251.28518 -2131.8506
1003.836 -177.27846 -2259.3021
943.67559 -94.022126 -2325.202
877.30025 -2.450775 -2330.4868
808.12731 96.102411 -2278.308
739.61385 200.03423 -2173.2084
674.74668 307.36564 -2020.648
615.49127 415.42081 -1826.839
562.58991 520.50778 -1598.7951
515.51604 617.82985 -1344.2794
472.57237 701.53202 -1071.4003
430.94654 765.42008 -788.11507
386.87798 803.70068 -501.42677
335.70103 811.77033 -216.92375
272.1672 786.90456 61.402776
190.98856 728.63328 330.72417
87.836558 638.83614 588.22362
-39.399352 521.68375 830.04174
-189.34622 383.41865 1050.5479
-356.60233 232.06829 1242.7478
-532.09353 76.937947 1399.4634
-704.73496 -72.067221 1514.824
-863.66621 -205.11963 1585.4875
-1000.624 -313.34807 1611.2342
-1111.3645 -389.58239 1594.7007
-1195.7828 -429.09475 1540.4396
-1256.5978 -430.08334 1453.9496
-1297.4131 -393.88965 1340.6738
-1320.5747 -324.66563 1205.8138
-1325.7433 -228.76169 1054.2597
-1309.5942 -113.87095 890.96706
-1267.0363 11.984316 721.16689
-1193.3628 141.42518 550.35108
-1086.51 268.53246 384.03028
-948.37604 389.26339 227.52914
-784.71788 501.00333 85.947953
-603.86376 601.88411 -35.762311
-414.71179 690.01459 -132.87095
-224.70087 762.86623 -201.3337
-38.495427 817.20136 -238.70458
142.46224 849.44489 -245.05154
319.15678 856.39478 -223.63697
493.5786 836.23779 -181.11945
667.04677 789.30982 -126.91038
839.08384 718.22806 -71.889937
1006.9401 627.07427 -26.545988
1166.1294 520.08583 0.78721281
1311.2975 400.38952 5.1107446
1437.254 269.24377 -14.998102
1539.6175 126.27062 -58.093384
1614.9117 -29.432462 -120.97097
1660.2955 -197.48866 -199.96954
1673.0714 -374.5689 -291.80234
1650.4462 -553.53236 -393.82321
1589.5007 -724.09622 -503.55658
1487.4571 -874.77046 -618.02418
1342.2214 -995.48874 -733.08649
1153.1273 -1079.5971 -843.25235
921.85853 -1124.8306 -942.09868
653.57921 -1133.1657 -1023.1412
357.30055 -1109.6408 -1080.9734
45.408005 -1060.7704 -1111.9069
-267.72197 -992.86015 -1114.0913
-567.6384 -910.99692 -1087.0033
-841.57056 -818.67548 -1030.6162
-1079.784 -718.15476 -944.80502
-1276.1471 -610.95231 -829.12384
-1427.9096 -498.33666 -683.13409
-1534.8444 -381.52229 -507.05028
-1598.1905 -261.72378 -302.53912
-1619.965 -140.1179 -73.569712
-1602.7561 -18.111142 173.61422
-1549.8596 102.39766 430.76591
-1465.5295 218.82239 688.49784
-1354.8157 327.74665 937.11018
-1223.0525 425.13908 1167.3598
-1075.0924 506.69365 1370.9414
-914.55968 568.45235 1540.8327
-743.41626 607.4505 1671.3095
-562.30226 622.12965 1757.9621
-371.52588 612.54341 1797.2724
-172.56672 580.16845 1786.2894
30.546758 527.63131 1722.3409
230.80475 458.49568 1603.2847
418.79378 376.98319 1428.2223
584.41103 287.91415 1198.6301
719.14406 196.59973 919.3587
818.3405 108.60303 599.10478
882.72362 29.321744 250.14326
918.46745 -36.922735 -112.87828
935.65431 -87.753399 -474.68373
945.86512 -123.38642 -821.15178
959.49065 -146.64425 -1140.6245
983.98747 -162.29131 -1424.519
1023.1074 -175.7932 -1667.2059
1077.2346 -192.02326 -1865.2479
1144.3607 -214.13309 -2016.47
1221.0115 -243.08028 -2119.0408
1302.9398 -277.55117 -2171.2337
1385.3185 -314.55772 -2171.5112
1462.8023 -350.0046 -2119.1783
1529.489 -379.4911 -2015.1943
1579.2176 -398.78264 -1862.9632
1606.1753 -404.2767 -1668.6896
1605.8002 -393.14543 -1441.0275
1575.4672 -363.5345 -1190.014
1514.942 -314.62674 -925.34733
1426.1507 -246.5961 -654.89373
1312.2191 -160.52608 -383.57918
1176.168 -58.373269 -113.62958
1019.7122 56.799548 154.42547
842.94255 180.60157 419.83894
644.92354 306.80403 680.03801
425.07006 427.55451 929.61266
184.60201 533.97071 1160.6527
-72.15628 617.44022 1364.1612
-337.36493 671.09709 1531.8324
-600.1243 691.16575 1657.553
-847.86385 677.75042 1738.0841
-1068.0429 634.76842 1772.814
-1249.8978 568.93353 1763.1342
-1385.6321 488.00913 1711.8418
-1471.0871 399.02628 1622.8859
-1505.607 307.17161 1501.3926
-1491.6461 215.66934 1353.8956
-1434.0361 126.49929 1188.3067
-1339.0925 41.475413 1013.5843
-1213.5386 -36.979852 838.89987
-1063.657 -105.60714 672.64006
-894.38116 -160.71262 521.43744
-709.14692 -199.01302 389.73249
-510.23872 -218.7111 279.81635
-299.82545 -220.20031 192.28727
-81.085161 -206.25646 126.73832
140.81902 -181.44317 82.384996
358.64124 -151.20456 58.259725
563.60715 -120.96698 52.987262
746.4011 -95.612552 64.230617
898.46067 -79.411801 88.301004
1013.1349 -76.377127 119.91192
1086.3715 -90.586132 152.50134
1117.0626 -126.35256 178.76449
1106.6341 -187.74415 191.47193
1058.4343 -277.61972 184.21367
976.75207 -396.44892 152.0123
866.08081 -541.28865 91.771694
730.45761 -705.67052 2.3223518
573.27919 -880.20704 -115.6307
397.31494 -1053.8896 -259.5972
205.07278 -1215.6169 -425.27014
-0.72797694 -1355.5432 -606.57577
-216.41247 -1466.0475 -795.57027
-436.96696 -1542.26 -982.67294
-655.752 -1582.0453 -1157.1517
-864.63169 -1585.666 -1308.0783
-1054.4662 -1555.2131 -1425.4807
-1215.9163 -1493.9066 -1501.2602
-1340.3363 -1405.2571 -1529.9112
-1420.6288 -1292.3587 -1508.951
-1451.745 -1157.255 -1438.9103
-1431.1065 -1000.9321 -1322.9152
-1358.4909 -823.64059 -1166.098
-1235.7777 -625.58453 -975.12231
-1066.8419 -407.57686 -758.06379
-857.49276 -171.49759 -524.18327
-615.63452 79.69188 -283.6129
-351.35765 342.18027 -46.594896
-76.676824 611.40048 177.41667
195.24607 881.93004 381.12859
451.2512 1147.4918 560.55725
679.48608 1401.0941 715.69289
870.61333 1635.3112 850.03748
1018.659 1842.8118 969.29793
1121.1585 2017.1444 1079.2741
1178.6868 2153.4488 1183.6607
1193.6629 2248.9549 1282.4973
1168.9848 2302.8052 1371.7756
1107.1698 2315.6147 1444.0992
1010.0216 2288.8539 1490.16
879.31889 2224.4044 1500.513
717.80031 2124.608 1467.0149
530.20081 1992.4614 1384.0704
323.61882 1831.7738 1249.2194
107.0139 1646.9237 1063.3666
-110.06828 1442.4154 830.61424
-319.1146 1222.2727 557.96664
-513.78695 989.56474 254.96697
-689.96734 746.34401 -66.450739
-844.7284 494.01302 -392.24883
-975.03455 234.0669 -706.96792
-1076.8497 -31.10079 -994.67883
-1144.9967 -297.67187 -1240.5161
-1174.0566 -560.70637 -1432.3551
-1159.9404 -814.80345 -1562.1398
-1101.4507 -1055.2284 -1626.8127
-1001.3201 -1278.7815 -1628.3445
-866.00819 -1484.2564 -1573.0814
-704.67905 -1672.1343 -1470.5863
-527.47137 -1843.6447 -1332.4136
-343.76903 -1999.3807 -1171.0004
-161.01892 -2137.9553 -998.86346
15.641676 -2255.3897 -828.02617
183.01211 -2345.2376 -669.25515
338.79748 -2399.8628 -531.23084
480.51648 -2412.2146 -419.55837
604.81731 -2377.6781 -336.01048
707.66848 -2295.5739 -278.2202
785.27151 -2169.7061 -240.2046
835.37392 -2008.0561 -213.82357
858.09252 -1821.6685 -190.57773
856.39548 -1623.197 -163.71743
835.72216 -1425.1185 -129.60584
802.93547 -1238.1329 -88.046545
764.98799 -1070.1393 -41.583758
727.64566 -925.64953 6.059179
694.64078 -805.74533 51.707337
667.54439 -708.58721 93.831927
646.255 -630.11612 132.91347
630.11662 -565.0707 171.09096
618.63683 -507.86123 211.42764
612.15776 -453.5105 257.11862
611.80874 -398.08423 311.19589
618.95562 -338.91278 376.2496
634.38089 -274.36835 454.65377
657.43429 -203.49132 548.42636
685.59617 -125.84092 659.06368
714.23306 -41.400843 786.97254
736.97922 49.109314 930.7607
746.50719 143.81583 1086.7691
735.51976 239.18652 1248.936
697.75665 330.11226 1409.2111
628.73579 410.74209 1558.734
526.19011 475.90666 1689.3025
390.17615 522.53541 1794.8971
223.03773 550.3093 1872.6498
29.058199 561.62033 1923.0918
-186.14804 560.52393 1949.4336
-416.28736 551.46387 1956.0075
-654.98593 537.83561 1946.2565
-896.06888 521.10194 1921.1984
-1133.5101 500.90705 1878.6732
-1360.9744 475.74236 1813.9972
-1571.2929 444.29123 1721.3734
-1756.2396 406.52771 1595.7114
-1906.8927 364.3404 1433.9516
-2014.6817 321.41526 1235.7162
-2072.4817 282.40319 1003.1314
-2075.8601 251.45073 740.18929
-2023.7435 230.65594 451.83753
-1918.6373 218.90689 143.52643
-1766.2829 211.72493 -178.65548
-1574.8059 202.20736 -507.50905
-1353.8627 183.03445 -834.38224
-1113.7715 148.45207 -1149.3483
-864.80111 95.757016 -1442.0275
-616.44169 25.888372 -1702.7959
-376.82789 -56.801988 -1924.1369
-152.21228 -145.28534 -2101.4588
53.12515 -231.19351 -2233.2219
236.66526 -306.01303 -2320.2099
396.83837 -361.88094 -2364.3721
532.35223 -392.02295 -2367.5861
641.72532 -391.41388 -2330.7741
723.69958 -357.68033 -2253.7174
777.90028 -292.16736 -2135.5426
805.60162 -200.41735 -1975.6449
809.80678 -91.852326 -1774.8811
794.70016 21.509564 -1536.5143
764.65177 127.07282 -1266.7736
723.0323 214.00906 -974.81337
671.55049 275.44072 -671.9998
