# Solid Silica - BKS potential, melted and quenched
# 216 atoms, T~1000K, dens~2.295g/cm^3
# NVE, dt = 1.0 fs, 50 ns, output_step = 1.0 fs
# Temperature = 1065.705630 K, Volume = 3130.431110818 A^3
# LAMMPS metal units
c_flux1[1] c_flux1[2] c_flux1[3]
-127.01091 575.94769 27.966842
-269.69492 453.50322 170.73416
-387.30445 338.81964 292.64583
-475.30296 237.89586 394.69079
-531.3617 156.08847 478.04119
-555.23003 96.864162 542.98123
-548.34226 60.716162 588.43735
-513.52377 44.868094 612.30361
-454.51437 44.174036 612.13324
-375.72111 53.032003 586.35868
-281.56399 67.310109 535.46301
-175.9998 85.562087 462.61793
-61.93271 109.00322 373.79556
58.903029 140.28745 277.10158
185.64224 181.78741 181.69676
317.76983 233.66675 96.647778
454.46862 292.74044 29.743611
593.91819 352.54 -13.080628
732.90755 404.6766 -28.291031
867.03643 440.49927 -14.973264
991.84583 452.39459 25.014723
1104.0732 434.32413 87.025984
1202.408 381.89141 164.06334
1287.0182 292.46635 247.62454
1358.2059 165.38457 329.03885
1415.1375 2.3934222 400.89362
1455.0814 -192.00367 458.39235
1473.2381 -409.98342 500.43216
1463.4361 -640.25828 529.81365
1419.497 -868.47377 552.35817
1336.9526 -1078.4633 575.10472
1214.4599 -1254.122 604.08043
1054.3626 -1381.497 642.14185
862.44636 -1450.6031 687.83312
647.3441 -1456.4181 735.01419
419.64403 -1399.0571 773.98301
191.26807 -1283.2225 793.48638
-25.25392 -1117.1666 783.13569
-217.62588 -911.6154 735.41122
-374.58131 -678.44825 646.80327
-486.91275 -429.63729 518.02278
-548.56134 -175.94255 353.70626
-557.56448 74.007434 161.82673
-516.80424 314.53178 -47.026561
-433.9755 543.3096 -260.33322
-320.89701 760.87827 -464.4354
-191.86414 969.58592 -645.68758
-61.619617 1171.7958 -791.93485
56.681326 1368.2943 -894.24264
152.77509 1557.048 -948.30181
219.88688 1732.8136 -955.16225
254.33576 1887.6054 -920.98772
254.8774 2011.845 -855.87727
222.17907 2095.5749 -772.15026
158.86406 2129.6436 -682.3275
70.026641 2106.2563 -597.06015
-36.273596 2019.5077 -523.62988
-149.17459 1865.6741 -465.09157
-256.23899 1644.0841 -420.59613
-345.51574 1358.094 -386.40233
-407.9505 1016.1097 -357.2574
-439.14904 632.10465 -327.82697
-439.70596 224.97969 -293.76528
-414.46324 -183.11988 -252.22166
-370.68515 -569.36278 -201.88542
-316.36394 -912.91996 -142.68106
-258.71151 -1197.3391 -75.584198
-203.39717 -1412.1812 -2.4979735
-154.32516 -1553.6737 73.655418
-113.52183 -1624.1707 148.76773
-81.021161 -1630.8223 217.3474
-54.650701 -1583.7196 272.85616
-30.216513 -1493.8946 308.52312
-2.280334 -1371.6507 318.65919
34.524801 -1225.3487 299.87771
84.114216 -1060.7719 251.86568
148.03277 -881.33083 177.75119
224.97829 -688.81463 84.101332
310.74013 -484.35427 -19.776291
398.94093 -269.61791 -123.20134
482.10487 -47.868471 -215.96001
552.91297 175.1277 -289.99923
604.56844 391.1751 -340.45498
630.8117 590.60669 -366.00167
626.00273 763.62144 -368.59994
585.85161 901.49936 -352.69541
508.5394 997.75218 -324.1351
395.38138 1048.9674 -289.06574
251.16696 1055.2277 -253.15447
83.612984 1019.8759 -221.00357
-97.725674 948.54522 -195.90234
-282.80863 847.77811 -179.71176
-462.44544 723.53397 -172.75102
-628.93302 580.20816 -173.81628
-776.1999 420.35033 -180.34598
-899.02177 245.52561 -188.94154
-992.4745 57.872772 -196.30717
-1051.7746 -138.29538 -200.59028
-1072.599 -335.33652 -202.11711
-1051.7509 -522.25304 -203.654
-988.1091 -685.57631 -209.62071
-883.26001 -811.20595 -224.99052
-741.78114 -886.56005 -253.73637
-570.60881 -902.64835 -297.50751
-377.9219 -855.68432 -354.8292
-171.74116 -748.09088 -421.24409
41.074368 -588.47545 -490.01543
255.11209 -390.49809 -553.48599
465.97281 -171.0171 -604.48781
669.28237 52.359767 -637.49365
859.59482 263.27631 -649.37511
1029.6259 448.05771 -639.46825
1170.3999 596.04373 -609.29731
1272.1174 699.27197 -562.00179
1325.7435 751.90851 -501.4867
1324.7647 749.97645 -431.5691
1266.552 691.76984 -355.51794
1152.944 578.7254 -275.58288
989.60327 416.28362 -192.81405
784.62456 214.20183 -107.15308
546.85804 -14.158784 -17.874073
284.59147 -253.5898 75.908816
5.4120426 -489.22658 174.48521
-282.91827 -708.58473 277.01321
-571.67383 -902.63096 381.5925
-851.04495 -1065.9459 485.9557
-1110.6993 -1195.9406 588.05835
-1340.5376 -1291.779 686.13092
-1531.3189 -1353.3096 778.24134
-1675.1137 -1380.5253 861.46184
-1765.9118 -1373.7235 931.24484
-1800.0093 -1334.2562 981.30761
-1776.3576 -1265.1505 1003.9573
-1696.6661 -1171.3327 991.1113
-1565.4901 -1059.0978 935.63397
-1390.0769 -935.09715 832.80793
-1179.7392 -804.96914 681.50756
-944.66885 -672.4653 484.76308
-694.53105 -538.94459 249.78067
-437.31552 -403.94263 -12.499341
-179.09531 -266.08413 -288.33044
75.325775 -124.40523 -562.25477
321.34659 20.497443 -818.4941
553.59085 166.04864 -1042.2449
765.55536 308.07687 -1221.0524
950.25211 441.98572 -1345.8461
1101.2299 564.01724 -1411.5961
1214.0183 672.14285 -1417.704
1287.1153 766.24942 -1367.831
1322.3279 847.6491 -1269.2673
1324.0223 918.00989 -1132.0943
1297.7087 978.18633 -967.94874
1248.5382 1027.212 -788.86589
1180.0869 1061.8437 -606.17151
1093.9664 1076.8761 -429.6226
990.36407 1066.2562 -266.79073
869.04599 1024.5978 -122.71326
730.80144 948.69063 -0.15440327
578.2897 838.43034 99.992644
416.25368 697.08169 177.83841
250.98501 530.88214 233.78032
89.410731 348.3577 267.97007
-61.809987 159.5369 280.40011
-196.87649 -24.736675 271.48116
-310.88641 -193.39114 242.85778
-399.78173 -335.67498 198.02524
-460.14202 -441.68794 142.44015
-489.19147 -502.96969 82.867668
-485.01821 -513.24353 26.188882
-446.99464 -469.40498 -21.824637
-376.44881 -372.27214 -57.509607
-277.42877 -227.24424 -79.786911
-157.16636 -44.340839 -90.051598
-26.051287 162.14041 -91.809372
103.16415 374.48382 -89.969624
216.73839 573.09343 -90.141902
301.40504 738.81551 -97.892088
345.85399 855.50477 -117.71027
341.89066 912.41381 -152.0015
285.46456 905.56374 -199.94364
177.20345 837.75001 -256.81575
22.226471 717.33445 -314.05306
-170.56868 555.89601 -360.55837
-389.55077 365.7199 -384.87341
-621.48214 157.65406 -377.73519
-852.79569 -59.936806 -334.05999
-1070.9269 -281.16568 -253.96419
-1265.1966 -501.64931 -142.40052
-1427.0192 -717.3041 -7.7447475
-1550.1388 -923.76224 140.33339
-1630.7519 -1116.1829 292.73606
-1667.6794 -1290.0921 441.72217
-1662.0459 -1442.0831 580.91936
-1616.4707 -1570.2378 704.49001
-1534.14 -1673.5896 806.71523
-1417.9466 -1751.1704 881.83935
-1269.9315 -1800.7151 924.74099
-1091.5289 -1817.8854 931.77337
-884.29247 -1796.4186 901.80928
-651.12391 -1729.4776 836.31662
-397.38743 -1611.5653 739.11316
-131.62862 -1440.4191 615.40954
134.77125 -1218.1711 470.80127
388.82 -951.22268 310.42629
617.90252 -649.33684 138.6808
811.68782 -323.95782 -40.739258
963.43195 13.521423 -223.97756
1070.4692 353.0252 -406.22895
1133.6721 686.20328 -580.90064
1156.4345 1006.0636 -739.44927
1143.4397 1306.1639 -871.92411
1099.7234 1579.9711 -967.9259
1030.1911 1820.7207 -1018.0131
939.54915 2021.4324 -1015.2255
832.50267 2175.3844 -956.53189
713.96334 2276.3795 -843.65535
589.03301 2319.2311 -683.08479
462.80191 2300.6965 -485.50856
339.90197 2220.4358 -264.47469
223.81333 2081.8821 -34.766751
116.55464 1892.323 189.25653
18.575295 1662.347 395.34307
-70.570672 1404.3104 574.58727
-151.52182 1130.4519 722.27184
-224.16794 850.95267 838.0251
-286.87495 572.49835 924.90416
-336.27982 297.79732 987.97881
-367.59252 26.288012 1032.4737
-375.79779 -244.23032 1062.511
-357.33111 -515.48377 1080.4917
-311.78627 -786.78134 1087.0269
-243.4141 -1053.7385 1081.2917
-161.37987 -1308.0641 1061.3738
-78.905789 -1538.424 1024.7528
-11.111706 -1732.0442 968.42228
27.784804 -1876.7498 889.29734
27.301446 -1963.089 784.764
-17.293413 -1986.0009 653.5406
-104.25986 -1945.6419 496.42613
-226.2489 -1847.1172 316.70879
-372.40376 -1699.3937 119.98735
-530.50933 -1513.843 -86.720228
-688.92219 -1302.8772 -296.11129
-837.59134 -1078.9068 -501.58084
-968.4171 -853.63347 -697.86342
-1075.2005 -637.63443 -880.93898
-1153.6426 -440.22317 -1047.4101
-1201.2585 -269.16988 -1193.7388
-1217.5139 -130.19728 -1315.3788
-1203.9031 -26.313651 -1406.8949
-1163.7507 42.974533 -1462.6118
-1101.1905 81.700334 -1477.7922
-1019.8983 97.018498 -1449.8654
-921.68077 97.932176 -1379.0709
-806.12874 93.964629 -1268.7826
-671.01798 93.902658 -1125.0484
-513.7041 104.85549 -955.89056
-332.41712 131.58971 -770.29909
-127.27273 176.22161 -577.48894
99.349248 238.3814 -386.00619
343.06069 315.7082 -203.39823
598.05159 404.53279 -35.843212
857.70271 500.19534 111.83449
1114.9119 597.22605 236.1782
1362.2249 689.52734 335.27542
1591.778 770.86983 408.82573
1795.3195 835.60847 458.30693
1964.8596 879.62479 486.84284
2093.3578 901.07446 499.05454
2175.6774 900.7203 500.66257
2209.242 881.90626 498.29794
2194.3652 850.13076 498.86138
2134.0464 812.20138 509.15284
2033.5446 775.07548 535.0666
1899.415 744.52413 580.75938
1738.4706 723.8633 647.76992
1556.9962 712.70249 734.4274
1360.2158 706.41741 835.92873
1152.0607 696.68775 945.1072
935.00855 673.22838 1053.5366
710.11191 626.15268 1152.5933
477.40413 548.41288 1234.2704
236.61898 437.48898 1291.8137
-12.011574 295.86195 1320.183
-266.98595 130.40238 1316.0671
-524.94268 -49.163527 1277.5864
-780.47995 -232.10359 1203.7106
-1026.3701 -408.50721 1094.0759
-1254.1671 -570.53962 949.11519
-1455.0107 -713.04157 770.71778
-1620.5604 -833.43966 562.94402
-1743.7919 -931.44986 332.72433
-1819.3072 -1008.6083 90.36067
-1843.3529 -1067.7745 -150.86915
-1813.495 -1112.6837 -375.9512
-1728.5744 -1147.1652 -570.25744
-1588.9785 -1174.2946 -722.07605
-1397.2602 -1195.4901 -824.59432
-1158.7127 -1209.6079 -877.1076
-881.59381 -1212.6971 -884.73961
-576.80721 -1198.214 -857.09552
-257.11645 -1157.9926 -806.1395
64.045198 -1083.7965 -743.9106
374.01193 -969.09924 -680.88578
662.1346 -810.83338 -625.04332
920.85942 -610.49297 -581.87288
1146.2175 -374.48736 -554.64891
1337.6965 -113.51673 -544.69771
1497.4996 158.70434 -551.35072
1629.516 427.42128 -571.55688
1738.2713 678.68395 -599.60047
1827.8546 900.9039 -627.30967
1900.8529 1085.769 -645.1018
1957.4226 1228.4655 -643.88861
1994.707 1327.3764 -617.01493
2006.652 1383.4209 -561.9074
1984.78 1399.5755 -480.54156
1919.6364 1380.5928 -379.08199
1802.9737 1332.8925 -266.55838
1630.0214 1264.0773 -153.20116
1401.3225 1182.3845 -48.577356
1123.2078 1095.9007 39.913461
807.08709 1011.707 107.82671
467.62297 935.11554 153.51264
120.59861 869.12184 177.50467
-219.06379 814.15018 181.57732
-538.43335 768.49288 168.13109
-826.97611 728.92076 139.86024
-1076.4334 691.89937 99.817122
-1280.8225 654.44056 52.025141
-1436.5632 614.62705 1.7789864
-1542.849 571.68442 -44.486396
-1602.0277 525.56514 -80.254645
-1619.562 476.35269 -100.37493
-1603.6182 423.82009 -102.43491
-1563.8844 367.26501 -87.613543
-1509.8622 305.81432 -60.730099
-1449.1467 239.03311 -29.311546
-1386.1787 167.57439 -1.9996804
-1321.8321 93.588523 13.424371
-1253.9438 20.642875 11.739847
-1178.4155 -46.928021 -8.7458482
-1090.7527 -105.27259 -45.93115
-987.33723 -152.35673 -94.337167
-866.23406 -188.85786 -145.94594
-727.57227 -218.31185 -191.33421
-573.47932 -246.30095 -220.76092
-407.82091 -279.04457 -225.26285
-235.65089 -321.59829 -197.51529
-62.711568 -376.4579 -132.41135
105.2499 -442.83151 -27.441088
263.15026 -517.01186 117.0664
407.39055 -593.54253 297.53837
536.43595 -666.80109 506.71423
651.2109 -732.267 733.4105
754.96708 -786.96132 963.07511
852.40679 -828.98083 1179.3887
948.54363 -856.51461 1366.7563
1047.3479 -866.88704 1513.0697
1150.9715 -856.12294 1611.6193
1259.3375 -819.33101 1661.7939
1370.2655 -751.8016 1668.3572
1479.9972 -650.5743 1639.5741
1583.7353 -515.86586 1584.6358
1676.3242 -351.89697 1511.27
1752.4773 -166.47467 1424.0436
1806.83 30.294409 1324.1298
1833.9518 227.95824 1210.2207
1828.5335 417.55569 1079.9211
1785.9919 593.03169 930.92224
1703.2297 751.7576 761.59798
1579.3465 894.10658 571.26278
1416.0616 1022.0787 360.22406
1217.722 1137.5597 130.03652
990.88449 1240.6973 -116.05978
743.50534 1329.006 -372.7422
483.87535 1397.4169 -632.25777
219.62103 1439.0601 -884.57273
-43.06871 1446.6339 -1118.1133
-299.60086 1414.021 -1321.1749
-546.75183 1337.9202 -1483.7395
-781.92737 1218.6128 -1599.2497
-1002.3706 1060.0343 -1665.5354
-1204.5053 868.80438 -1685.0478
-1383.8246 652.72023 -1663.9568
-1535.1579 419.50452 -1610.9327
-1653.3298 176.08705 -1535.5896
-1734.1192 -71.495879 -1446.959
-1775.334 -317.74361 -1352.2886
-1777.4006 -557.09624 -1256.4158
-1743.451 -783.49848 -1161.4552
-1678.5036 -990.07089 -1066.9751
-1588.4754 -1169.3427 -970.50903
-1479.2119 -1313.9238 -868.34027
-1355.9904 -1417.7056 -756.54204
-1223.3225 -1477.056 -631.98423
-1084.8859 -1491.883 -493.01381
-943.60168 -1466.0416 -339.73089
-801.60198 -1406.8954 -174.00505
-660.00133 -1323.8051 0.68031155
-518.72803 -1226.2296 179.70627
-376.42549 -1121.9106 358.02942
-230.78532 -1015.7367 530.96653
-79.150981 -909.52487 694.79012
80.656968 -802.79318 846.91136
249.24714 -694.05655 985.5415
424.57655 -582.05388 1109.3423
601.10634 -466.32085 1217.0724
769.69742 -346.96171 1307.6393
918.52223 -223.93556 1380.2599
1034.9845 -96.507281 1434.5009
1108.2565 37.043304 1470.3884
1131.6306 179.10891 1488.3397
1103.9 331.93897 1488.911
1029.4826 496.61422 1472.6173
917.17237 672.13551 1439.8305
778.20606 855.15655 1391.1011
624.27965 1040.3508 1327.4733
466.01453 1221.3092 1250.5575
312.26942 1391.4288 1162.1223
170.11434 1544.7156 1063.0998
45.263618 1676.3028 952.67165
-57.571397 1782.6504 827.84357
-134.54677 1861.402 683.84476
-182.98304 1911.044 515.4797
-201.76101 1930.4805 318.81354
-191.46184 1918.7669 93.015082
-154.35101 1875.1057 -158.55227
-93.902772 1799.3064 -428.16075
-14.282226 1692.0453 -704.74375
80.11062 1555.0947 -975.53513
184.71425 1391.0988 -1227.9905
294.9391 1203.2514 -1451.2359
405.91033 994.60779 -1636.9985
512.39738 767.58846 -1779.5421
608.90217 523.60019 -1875.4362
690.00336 263.15566 -1923.0372
750.78236 -13.597316 -1922.24
787.41735 -305.86044 -1874.4022
797.34087 -610.84395 -1782.3349
779.23217 -922.86781 -1650.2525
733.01475 -1232.9173 -1483.5868
659.48797 -1529.0086 -1288.5954
560.23905 -1797.2923 -1071.6748
437.73581 -2023.9 -838.63852
295.41844 -2196.9017 -594.04013
137.91421 -2308.0729 -341.09475
-28.942223 -2353.8309 -82.156942
-198.38514 -2335.1909 180.38981
-363.26556 -2256.9715 442.95206
-516.62283 -2126.6811 700.15712
-652.38423 -1953.4076 944.78053
-766.03848 -1747.2599 1168.3405
-855.09145 -1519.0449 1362.1245
-919.12933 -1280.003 1518.5292
-959.48428 -1041.012 1632.0807
-978.52954 -811.57519 1700.1365
-979.02357 -598.50804 1722.8327
-963.53687 -405.43316 1702.3531
-934.03314 -233.17201 1642.2864
-891.90012 -80.89395 1546.7488
-837.90153 52.32517 1419.8658
-772.55794 166.44655 1265.5669
-696.16534 260.15774 1087.8453
-608.81744 331.58822 891.32678
-510.20692 379.66967 681.51659
-399.76016 405.39431 464.88398
-277.05554 412.11257 248.58477
-142.54064 404.99689 39.811171
1.8960633 389.83304 -154.80112
152.71066 371.93088 -329.76612
305.14941 355.37832 -481.0688
454.13854 342.97135 -606.16945
595.26646 336.68101 -703.92699
725.6973 338.03305 -774.50785
844.49249 348.61627 -819.29677
952.18646 369.97297 -840.80957
1050.0756 403.23006 -842.40054
1139.0534 448.48155 -827.65858
1218.8107 504.18957 -799.63498
1287.3113 567.02596 -760.07855
1340.7678 632.22812 -709.10283
1374.0475 694.26239 -645.2897
1381.35 747.73549 -566.60528
1357.2825 788.28045 -471.57237
1297.8955 812.99307 -360.34957
1201.6698 820.67659 -235.4083
1070.0746 811.48004 -101.40849
907.49308 786.34586 35.574528
720.62156 746.54541 169.19195
517.71145 693.37348 293.74124
307.39714 628.16735 404.37027
97.693038 552.44767 496.6726
-104.82596 467.98614 565.8894
-295.61709 376.68413 606.49987
-472.24789 280.30601 612.46782
-634.09143 180.1019 578.37283
-781.56099 76.541696 501.01971
-915.03748 -30.447368 380.87298
-1033.9948 -141.11401 223.07017
-1136.2306 -255.10253 37.534174
-1218.0107 -370.90232 -161.86573
-1274.8113 -485.62082 -358.94943
-1302.7271 -595.11249 -537.33311
-1299.8696 -694.5472 -682.49634
-1267.1991 -779.1204 -783.28389
-1208.6433 -844.99768 -833.04988
-1130.015 -890.02035 -829.7839
-1037.5259 -914.27006 -776.16026
-936.49425 -920.23906 -678.91608
-830.92677 -912.64534 -548.10018
-723.6665 -897.66299 -395.93468
-616.83033 -881.70516 -235.55028
-511.89247 -869.76171 -79.583406
-409.84156 -864.1121 61.184749
-311.04978 -863.64342 178.71745
-215.0656 -864.10019 268.36953
-120.19768 -859.23538 328.93295
-23.675437 -842.66362 362.30183
77.720059 -809.53893 372.89186
186.60912 -757.6199 366.88521
304.1221 -687.39922 351.19072
429.35425 -601.65135 332.73965
559.22577 -504.79842 317.75345
688.62043 -402.39887 311.32771
810.98625 -300.62294 317.09771
919.20718 -205.59234 336.89072
1006.7857 -122.50804 370.38106
1068.923 -54.942985 414.65972
1102.9766 -4.0799186 463.77517
1108.5762 31.423318 509.03901
1087.3034 55.381127 539.91076
1042.0445 73.407328 545.67455
976.43018 91.972876 517.64481
894.3372 117.37666 450.98205
799.64168 155.06189 346.17505
696.18883 209.27269 209.06271
587.50717 282.96289 49.916168
476.45843 377.77097 -118.64679
364.81695 493.77938 -284.01471
252.81262 629.11208 -435.61254
139.21202 779.54566 -565.95204
21.477662 938.35295 -670.67106
-103.5299 1096.8172 -748.00465
-238.94088 1245.5271 -797.79782
-387.03878 1375.7883 -820.93267
-548.45681 1480.9744 -818.99481
-721.39624 1557.1297 -794.44022
-900.92491 1602.7955 -750.76518
-1078.997 1618.0721 -692.65511
-1245.1639 1603.3757 -625.34437
-1387.9326 1558.4858 -553.57299
-1496.7152 1482.3612 -480.47123
-1563.6215 1373.8552 -407.08167
-1584.6991 1232.7822 -332.48539
-1560.0931 1060.9771 -254.62752
-1493.4142 862.78087 -171.29281
-1390.179 645.00836 -80.949832
-1256.2803 416.22077 16.710587
-1096.8343 185.79835 120.83712
-915.82306 -37.148367 229.97684
-716.3168 -244.61989 342.80702
-501.38826 -430.31689 458.35605
-274.82936 -589.87268 575.6089
-41.526842 -720.84959 692.8715
192.47356 -822.62534 807.20965
420.52434 -896.25742 914.32076
636.00307 -944.18679 1008.6659
833.26143 -969.93539 1083.9721
1008.5324 -977.57985 1133.9125
1160.2524 -971.09579 1152.9709
1288.9759 -953.84787 1137.546
1396.5918 -928.17298 1086.7986
1485.2406 -895.317 1003.186
1556.1343 -855.64912 892.43154
1608.3729 -808.88591 762.98622
1638.5057 -754.39805 625.1443
1640.9258 -691.48725 489.77683
1608.9561 -619.33089 366.94762
1536.7598 -536.9934 264.42742
1421.1784 -443.39768 186.65683
1263.2546 -337.61293 134.13672
1068.5792 -219.47796 103.57396
846.53474 -90.370598 88.585456
608.65397 46.288505 80.96881
366.85364 185.16575 72.089143
131.88477 319.76339 54.330138
-87.581978 443.89276 22.10101
-285.26048 553.13777 -27.236096
-457.00791 645.92748 -93.233269
-600.31656 723.92725 -172.58495
-713.76224 791.61406 -259.8724
-796.61477 855.03163 -348.49681
-848.50871 919.99737 -431.78143
-869.24674 990.27277 -504.02465
-858.63334 1066.0623 -561.5538
-816.68141 1143.3438 -603.34106
-743.80121 1214.1777 -631.0641
-641.52719 1267.7473 -648.63907
-513.17813 1292.149 -661.24595
-364.50822 1276.4774 -673.91815
-204.15163 1212.909 -690.30116
-43.362421 1098.2919 -711.73184
104.9947 934.90265 -737.1657
228.0464 730.225 -763.64644
314.75948 495.90978 -787.33749
357.58082 246.10418 -804.3469
353.46266 -4.6923442 -811.51935
304.09997 -243.31043 -806.80601
215.24775 -459.16047 -789.15765
95.433943 -644.6328 -757.78736
-45.330454 -795.05775 -711.39051
-196.35923 -908.28118 -647.83458
-346.93649 -984.19125 -564.82125
-486.77151 -1024.5066 -461.01053
-606.84449 -1032.8488 -337.18295
-700.22769 -1014.7555 -196.84744
-763.03406 -977.25468 -45.900265
-794.92468 -927.89075 108.59848
-798.97828 -873.36247 259.81718
-780.60634 -818.04065 402.31632
-745.72299 -762.93816 532.39627
-698.83295 -705.7394 647.77233
-641.88221 -641.70087 747.04216
-574.11233 -565.43033 829.06446
-492.91236 -473.0458 892.56706
-395.19221 -363.87365 936.07831
-278.61283 -241.2717 958.19467
-142.32572 -112.20771 958.09413
12.760788 14.200843 935.994
184.04855 128.55455 893.19927
367.26848 222.96041 832.06563
556.44109 292.29893 755.65974
743.93745 334.91672 667.47902
920.72373 352.60655 571.4079
1076.8943 349.98605 471.6909
1202.5649 333.43204 372.98462
1289.0592 309.89687 280.09453
1329.9092 285.75433 197.29409
1321.5286 265.7388 127.487
1263.3653 252.09074 71.309714
1157.676 244.01756 26.73065
1009.183 237.6058 -10.78836
824.67128 226.39532 -47.326261
612.63741 202.49723 -88.907158
383.02394 158.08223 -139.76008
146.93365 87.1052 -200.88747
-83.917093 -13.16271 -269.42068
-297.82095 -141.53175 -338.83488
-484.11565 -292.86057 -400.16329
-634.19013 -458.73139 -443.72864
-742.4746 -628.60582 -460.95268
-807.13712 -790.90772 -445.8702
-829.97795 -934.5391 -395.85393
-815.50467 -1050.0837 -311.55851
-769.70717 -1130.7553 -196.17599
-698.6867 -1172.8779 -54.579748
-607.87332 -1176.097 107.59707
-501.94128 -1143.2392 284.27852
-385.16467 -1079.7001 469.02345
-261.83471 -992.23692 654.84683
-136.55888 -887.42588 834.09025
-14.020467 -770.50498 998.56907
101.33089 -645.13787 1140.1024
205.88735 -513.87636 1251.4187
297.1965 -379.23229 1327.1326
374.04571 -244.24482 1364.4625
436.04508 -112.43771 1363.4116
483.1258 12.67951 1326.4802
514.98005 128.4538 1258.0527
530.83585 233.9743 1163.751
529.70127 330.56672 1049.8999
510.81786 421.45814 923.00993
474.08945 510.54754 789.15648
420.58644 600.57121 653.41896
352.6343 691.70244 519.34667
273.9756 781.13744 388.92099
189.58716 863.80015 262.83985
105.52387 933.79967 141.02381
28.515414 985.98096 22.967409
-34.586534 1017.1859 -92.118089
-77.508732 1026.6177 -205.46914
-95.389298 1015.5505 -318.99042
-85.822048 986.21701 -435.27859
-49.539379 940.64831 -557.24555
9.2895004 879.91243 -687.23177
83.326444 804.46793 -825.71133
162.9453 715.24993 -970.21195
237.54743 614.87669 -1114.834
297.04354 508.01985 -1250.5487
333.15272 400.72452 -1366.3445
340.65978 298.75019 -1451.0309
318.02926 205.63168 -1495.2569
267.66109 121.26391 -1493.1168
195.58089 41.843781 -1443.0032
110.62883 -38.893624 -1347.4166
23.269906 -127.38729 -1211.9271
-56.010044 -227.76899 -1044.1057
-118.46443 -340.03806 -852.53219
-158.81835 -459.73304 -646.46828
-176.65831 -579.49281 -435.7153
-177.16039 -691.6855 -230.26555
-170.69541 -790.94794 -39.597497
-171.11379 -875.48955 128.43196
-193.07707 -946.86823 269.24818
-248.77618 -1008.5155 382.83744
-344.94109 -1063.7877 474.53169
-481.11769 -1114.4043 554.12704
-649.62663 -1159.9297 633.46948
-837.06553 -1198.3724 723.31202
-1026.8184 -1227.374 830.42068
-1201.7252 -1245.5193 955.83557
-1346.5646 -1252.6907 1094.7693
-1449.7389 -1249.5725 1237.8169
-1503.9272 -1236.3778 1373.224
-1505.8862 -1211.4162 1488.947
-1455.8043 -1170.3428 1574.6177
-1356.6023 -1106.6164 1622.668
-1213.432 -1012.9736 1628.7351
-1033.3727 -883.59696 1591.5135
-825.33832 -716.29022 1512.4256
-599.59832 -513.84086 1395.129
-367.0312 -284.09481 1245.1673
-138.18333 -38.865211 1069.2806
77.842999 208.02675 874.82231
274.11689 442.66755 668.97043
446.22209 652.99238 457.97166
592.30012 829.93557 246.5106
712.65253 968.07585 37.191706
809.19705 1065.7159 -169.40744
884.95964 1124.4449 -374.49872
943.50603 1148.4958 -580.42381
988.49099 1143.8099 -789.73
1023.0884 1116.8376 -1004.0805
1049.42 1073.355 -1223.3234
1068.1163 1017.7576 -1444.7914
1078.2363 952.51168 -1663.118
1077.4357 878.30944 -1870.5412
1062.6604 794.37445 -2057.7502
1030.8883 698.94054 -2214.9517
980.01951 589.93493 -2332.9678
909.38367 465.36791 -2404.1026
819.70169 323.83275 -2422.6089
712.98548 164.69763 -2385.0635
592.14269 -11.425843 -2290.4438
460.97472 -202.34983 -2140.2766
324.17617 -403.81404 -1938.731
187.46677 -609.27237 -1692.6911
57.664799 -809.89624 -1411.4773
-57.576822 -994.96629 -1106.454
-150.39796 -1152.8238 -790.19442
-213.81001 -1271.8822 -475.65391
-242.97738 -1341.8374 -175.21941
-236.03005 -1354.785 99.90821
-194.35453 -1306.1764 340.37301
-122.11026 -1195.5254 539.23804
-25.335453 -1026.7587 692.48425
88.799952 -808.16036 799.36513
212.60068 -551.62636 862.30026
338.08786 -271.60723 886.46181
457.20993 16.33132 878.92668
562.14476 296.97475 847.39792
645.86141 556.90138 798.98882
702.83181 785.71861 738.93576
729.84605 976.69551 670.21275
726.40919 1126.689 593.43964
694.6418 1235.6595 507.40432
638.60269 1305.7707 409.71381
563.10801 1340.6262 297.5888
472.60668 1344.3586 168.81397
370.35183 1321.1235 22.980029
258.23918 1274.4054 -137.17254
137.18007 1206.6945 -304.82198
7.6153995 1119.2972 -469.35055
-129.83581 1012.328 -617.69519
-273.66501 885.22116 -736.44494
-420.85515 737.09087 -814.2317
-566.82804 567.7188 -843.68697
-705.47428 378.45485 -822.61556
-829.87382 173.31085 -754.1126
-932.89134 -40.679738 -645.75197
-1007.9726 -253.7435 -508.23652
-1049.9399 -454.75423 -354.05685
-1055.5981 -633.03817 -196.26636
-1024.3749 -780.10394 -47.548807
-958.44463 -890.91218 80.747439
-862.59376 -964.27914 179.47615
-743.64939 -1002.3151 242.42076
-609.6057 -1009.2501 267.03907
-468.41376 -989.86356 254.75606
-326.80942 -948.31392 210.82072
-189.73232 -887.41423 143.71
-60.050166 -808.79679 63.917155
60.74091 -713.27233 -17.452295
171.70452 -601.53934 -90.149329
271.52353 -474.40678 -145.96936
357.91779 -332.90857 -179.72979
427.59079 -178.37388 -189.77859
476.61999 -12.701382 -178.27185
501.05861 161.03299 -150.83487
497.86109 338.1976 -115.46466
465.50939 512.70768 -80.938362
404.48478 677.67416 -55.272636
317.0564 826.36175 -44.652368
206.98351 953.39577 -52.662173
79.281903 1055.9542 -79.836147
